GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G156276|R074881|N-AcO-AAF|S046965|N-acetoxy-2-acetylaminofluorene|L023117|UMLS||1
G156281|R345846|NAC|S047346|N-acetyl cysteine|L023123|ADAM||1
G156281|R345850|NAC|S047346|N-Acetyl L-Cysteine|L023094|ADAM||1
G156281|R345851|NAC|S047346|N-acetylcystein|L023186|ADAM||1
G156281|R345852|NAC|S047346|N-acetylcysteine|L023187|ADAM||1
G156281|R035362|NAC|S047346|N-acetylcysteine|L023187|UMLS||1
G156281|R035378|NAC|S047346|N-acetylcysteamine|L023185|UMLS||1
G156281|R407433|NAC|S047346|n-acetyl cysteine|L115182|Wikipedia||1
G156303|R346216|NBM|S047707|nucleus basalis of Meynert|L120256|ADAM||1
G156303|R181488|NBM|S047707|nucleus basalis of Meynert|L120256|UMLS||1
G156303|R181489|NBM|S047707|nucleus basalis Meynert|L120254|UMLS|E0696505|1
G156305|R346235|NBS|S047724|N-bromosuccinimide|L023262|ADAM||1
G156305|R095368|NBS|S047724|N-bromosuccinimide|L023262|UMLS||1
G156311|R305916|CARD|S012267|caspase recruitment domain|L054755|ADAM||1
G156311|R233244|CARD|S012267|caspase recruitment domain|L054755|UMLS|E0732129|1
G156311|R233245|CARD|S012267|caspase-recruitment domain|L054764|UMLS|E0732129|1
G156315|R346453|NCV|S047876|nerve conduction velocity|L116195|ADAM||1
G156315|R023558|NCV|S047876|nerve conduction velocity|L116195|UMLS|E0314664|1
G156315|R407451|NCV|S047876|nerve conduction velocity|L116195|Wikipedia||1
G156391|R348256|NP|S049094|normal pregnant|L119478|ADAM||1
G156391|R098681|NP|S049094|normal pregnant|L119478|UMLS||1
G156409|R348406|NRS|S049356|negative regulator of splicing|L115942|ADAM||1
G156409|R183524|NRS|S049356|negative regulator of splicing|L115942|UMLS||1
G156415|R348551|NSF|S049446|N-ethylmaleimide-sensitive factor|L023307|ADAM||1
G156415|R033084|NSF|S049446|N-ethylmaleimide-sensitive factor|L023307|UMLS||1
G156429|R348970|NV|S049651|nausea and vomiting|L115705|ADAM||1
G156429|R080342|NV|S049651|nausea and vomiting|L115705|UMLS||1
G156437|R401475|Neb|S050101|nebulizer|L115801|Vanderbilt Clinic Notes||1
G156437|R404796|Neb|S050101|nebulizer|L115801|Vanderbilt Discharge Sums||1
G156456|R349538|OB/GYN|S050876|obstetrics and gynecology|L120612|ADAM||1
G156456|R184067|OB/GYN|S050876|obstetrics and gynecology|L120612|UMLS||1
G156468|R349830|OD|S050963|optical density|L121870|ADAM||1
G156468|R019259|OD|S050963|optical density|L121870|UMLS|E0351813|1
G156468|R019271|OD|S050963|optic density|L121818|UMLS|E0698217|1
G156468|R403250|OD|S050963|optical density|L121870|Vanderbilt Clinic Notes||1
G156484|R350005|OHTam|S051180|4-hydroxytamoxifen|L002094|ADAM||1
G156484|R184629|OHTam|S051180|4-hydroxytamoxifen|L002094|UMLS||1
G156508|R152214|OS|S051557|oculus sinister|L120987|UMLS||1
G156508|R403279|OS|S051557|oculus sinister|L120987|Vanderbilt Clinic Notes||1
G156522|R349549|ObGyn|S051788|obstetrics and gynecology|L120612|ADAM||1
G156522|R184061|ObGyn|S051788|obstetrics and gynecology|L120612|UMLS||1
G156523|R349576|Obs|S051792|observed|L120571|ADAM||1
G156523|R184101|Obs|S051792|observed|L120571|UMLS||1
G156531|R382676|Ox-PAPC|S051993|oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine|L123158|ADAM||1
G156531|R069819|Ox-PAPC|S051993|oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine|L123158|UMLS||1
G156532|R382674|OxPAPC|S052002|oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine|L123158|ADAM||1
G156532|R069818|OxPAPC|S052002|oxidized 1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine|L123158|UMLS||1
G156534|R350907|P&S|S052040|primary and secondary|L133826|ADAM||1
G156534|R285362|P&S|S052040|primary and secondary|L133826|UMLS||1
G156546|R382781|P5|S053120|postnatal day 5|L132422|ADAM||1
G156546|R189315|P5|S053120|postnatal day 5|L132422|UMLS||1
G156549|R351107|P7|S053137|postnatal day 7|L132426|ADAM||1
G156549|R187856|P7|S053137|postnatal day 7|L132426|UMLS||1
G156574|R358693|PAP|S053391|poly(A) polymerase|L130106|ADAM||1
G156574|R050095|PAP|S053391|poly(A) polymerase|L130106|UMLS||1
G156594|R352285|PCB126|S053780|3,3',4,4',5-pentachlorobiphenyl|L001544|ADAM||1
G156594|R072711|PCB126|S053780|3,3',4,4',5-pentachlorobiphenyl|L001544|UMLS||1
G156598|R352399|PCIOL|S053849|posterior chamber intraocular lens|L132153|ADAM||1
G156598|R352400|PCIOL|S053849|posterior chamber intraocular lenses|L132154|ADAM||1
G156598|R277563|PCIOL|S053849|posterior chamber intraocular lens|L132153|UMLS|E0759357|1
G156598|R277564|PCIOL|S053849|posterior-chamber intraocular lens|L132275|UMLS|E0759357|1
G156598|R407641|PCIOL|S053849|posterior chamber intraocular lens|L132153|Wikipedia||1
G156626|R383517|PD|S053999|power Doppler|L132769|ADAM||1
G156626|R186292|PD|S053999|power Doppler|L132769|UMLS||1
G156664|R353959|PFTs|S054657|pulmonary function tests|L136459|ADAM||1
G156664|R402991|PFTs|S054657|pulmonary function tests|L136459|Vanderbilt Clinic Notes||1
G156664|R405017|PFTs|S054657|pulmonary function tests|L136459|Vanderbilt Discharge Sums||1
G156666|R354088|PGA|S054685|polyglandular autoimmune|L130719|ADAM||1
G156666|R025167|PGA|S054685|polyglandular autoimmune|L130719|UMLS||1
G156679|R354798|PICU|S055173|Pediatric Intensive Care Unit|L026228|ADAM||1
G156679|R354799|PICU|S055173|pediatric intensive care units|L125359|ADAM||1
G156679|R187479|PICU|S055173|pediatric intensive care unit|L125358|UMLS|E0699984|1
G156679|R187480|PICU|S055173|paediatric intensive care unit|L123677|UMLS|E0699984|1
G156679|R401531|PICU|S055173|pediatric intensive care unit|L125358|Vanderbilt Clinic Notes||1
G156679|R405030|PICU|S055173|pediatric intensive care unit|L125358|Vanderbilt Discharge Sums||1
G156684|R354947|PIP|S055244|proximal interphalangeal joint|L136035|ADAM||1
G156684|R403499|PIP|S055244|proximal interphalangeal joint|L136035|Vanderbilt Clinic Notes||1
G156691|R355132|PK|S055317|protein kinase|L135514|ADAM||1
G156691|R355133|PK|S055317|protein kinases|L135653|ADAM||1
G156691|R019629|PK|S055317|proteinkinase|L135854|UMLS|E0050560|1
G156691|R019630|PK|S055317|protein kinase|L135514|UMLS|E0050560|1
G156691|R019631|PK|S055317|protein-kinase|L135798|UMLS|E0050560|1
G156691|R407700|PK|S055317|protein kinase|L135514|Wikipedia||1
G156695|R355269|PLL|S055684|poly-L-lysine|L130285|ADAM||1
G156695|R355270|PLL|S055684|poly(L-lysine)|L130138|ADAM||1
G156695|R355273|PLL|S055684|polylysine|L130784|ADAM||1
G156695|R010638|PLL|S055684|poly-L-lysine|L130285|UMLS||1
G156695|R010650|PLL|S055684|polylysine|L130784|UMLS|E0048761|1
G156695|R010651|PLL|S055684|poly-lysine|L130351|UMLS|E0048761|1
G156705|R355552|PMEDAP|S055794|9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine|L002961|ADAM||1
G156705|R026216|PMEDAP|S055794|9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine|L002961|UMLS||1
G156743|R356754|PP|S056157|primary progressive|L133997|ADAM||1
G156743|R024441|PP|S056157|primary progressive|L133997|UMLS||1
G156790|R357263|PSC|S056758|Primary sclerosing cholangitis|L027482|ADAM||1
G156790|R101263|PSC|S056758|primary sclerosing cholangitis|L134014|UMLS|E0217075|1
G156790|R101264|PSC|S056758|primary sclerosing cholangeitis|L134013|UMLS|E0217075|1
G156790|R407785|PSC|S056758|Primary sclerosing cholangitis|L027482|Wikipedia||1
G156812|R357751|PTG|S056971|protein targeting to glycogen|L135720|ADAM||1
G156812|R193659|PTG|S056971|protein targeting to glycogen|L135720|UMLS||1
G156836|R358300|PVR|S057297|pulmonary vascular resistance|L136544|ADAM||1
G156836|R035505|PVR|S057297|pulmonary vascular resistance|L136544|UMLS|E0418521|1
G156836|R402539|PVR|S057297|pulmonary vascular resistance|L136544|Vanderbilt Clinic Notes||1
G156836|R407824|PVR|S057297|pulmonary vascular resistance|L136544|Wikipedia||1
G156870|R383907|QID|S058870|four times daily|L079272|ADAM||1
G156870|R405207|QID|S058870|four times daily|L079272|Vanderbilt Discharge Sums||1
G156874|R359339|QLV|S058887|quasi-linear viscoelastic|L137421|ADAM||1
G156874|R190500|QLV|S058887|quasi-linear viscoelastic|L137421|UMLS||1
G156893|R384304|RAGE|S059663|AGE receptor|L003269|ADAM||1
G156893|R384312|RAGE|S059663|receptor for AGE|L138983|ADAM||1
G156893|R384313|RAGE|S059663|receptor for AGEs|L138984|ADAM||1
G156893|R150561|RAGE|S059663|receptor for AGE|L138983|UMLS||1
G156902|R359843|RAS|S059763|renal artery stenoses|L140777|ADAM||1
G156902|R359844|RAS|S059763|renal artery stenosis|L140778|ADAM||1
G156902|R011386|RAS|S059763|renal artery stenosis|L140778|UMLS|E0052715|1
G156902|R011387|RAS|S059763|renal-artery stenosis|L140896|UMLS|E0052715|1
G156902|R407875|RAS|S059763|renal artery stenosis|L140778|Wikipedia||1
G156931|R360674|RGD|S060244|arginine-glycine-aspartate|L046239|ADAM||1
G156931|R180017|RGD|S060244|arginine-glycine-aspartate|L046239|UMLS||1
G157018|R403007|Resp|S061793|respiratory|L141361|Vanderbilt Clinic Notes||1
G157018|R405263|Resp|S061793|respiratory|L141361|Vanderbilt Discharge Sums||1
G157019|R360720|Rg|S061819|radius of gyration|L137989|ADAM||1
G157019|R035455|Rg|S061819|radius of gyration|L137989|UMLS||1
G157031|R362462|S2|S063093|second heart sound|L144188|ADAM||1
G157031|R020153|S2|S063093|second heart sound|L144188|UMLS|E0210195|1
G157031|R401722|S2|S063093|second heart sound|L144188|Vanderbilt Clinic Notes||1
G157041|R362633|SAGM|S063236|saline-adenine-glucose-mannitol|L143580|ADAM||1
G157041|R202344|SAGM|S063236|saline-adenine-glucose-mannitol|L143580|UMLS||1
G157056|R362833|SARS|S063354|severe acute respiratory syndrome|L145753|ADAM||1
G157056|R048518|SARS|S063354|severe acute respiratory syndrome|L145753|UMLS|E0475120|1
G157056|R407977|SARS|S063354|severe acute respiratory syndrome|L145753|Wikipedia||1
G157060|R363026|SBH|S063462|Sabra hypertension-prone|L029840|ADAM||1
G157060|R203935|SBH|S063462|Sabra hypertension-prone|L029840|UMLS||1
G157118|R364652|SHEP|S064411|Systolic Hypertension in the Elderly Program|L032487|ADAM||1
G157118|R135217|SHEP|S064411|Systolic Hypertension in the Elderly Program|L032487|UMLS||1
G157122|R364698|SHPT|S064461|secondary hyperparathyroidism|L144303|ADAM||1
G157122|R124619|SHPT|S064461|secondary hyperparathyroidism|L144303|UMLS|E0054924|1
G157122|R124620|SHPT|S064461|secondary hyper-parathyroidism|L144302|UMLS|E0054924|1
G157122|R408025|SHPT|S064461|secondary hyperparathyroidism|L144303|Wikipedia||1
G157137|R365221|SLE|S064771|systemic lupus erythematodes|L154339|ADAM||1
G157137|R365223|SLE|S064771|systemic lupus erythematosis|L154340|ADAM||1
G157137|R365224|SLE|S064771|systemic lupus erythematosus|L154341|ADAM||1
G157137|R365226|SLE|S064771|systemic lupus erythematous|L154344|ADAM||1
G157137|R365227|SLE|S064771|systemic lupus erythmatosus|L154345|ADAM||1
G157137|R011931|SLE|S064771|systemic lupus erythematosus|L154341|UMLS|E0059722|1
G157137|R011932|SLE|S064771|systemic lupus-erythematosus|L154346|UMLS|E0059722|1
G157137|R274325|SLE|S064771|systemic lupus erythematous|L154344|UMLS|E0756834|1
G157137|R401512|SLE|S064771|systemic lupus erythematosus|L154341|Vanderbilt Clinic Notes||1
G157137|R405394|SLE|S064771|systemic lupus erythematosus|L154341|Vanderbilt Discharge Sums||1
G157137|R408044|SLE|S064771|systemic lupus erythematosus|L154341|Wikipedia||1
G157148|R365644|SMT|S065031|spinal manipulative therapy|L149968|ADAM||1
G157148|R208355|SMT|S065031|spinal manipulative therapy|L149968|UMLS|E0714329|1
G157148|R408058|SMT|S065031|spinal manipulative therapy|L149968|Wikipedia||1
G157182|R366777|SR|S065683|sinus rhythm|L147405|ADAM||1
G157182|R012000|SR|S065683|sinus rhythm|L147405|UMLS|E0202722|1
G157182|R401804|SR|S065683|sinus rhythm|L147405|Vanderbilt Clinic Notes||1
G157196|R367197|SS|S065869|suspended solids|L153827|ADAM||1
G157196|R367198|SS|S065869|suspended solid|L153826|ADAM||1
G157196|R012105|SS|S065869|suspended solids|L153827|UMLS||1
G157231|R367703|SVG|S066461|saphenous vein graft|L143701|ADAM||1
G157231|R367704|SVG|S066461|saphenous vein grafts|L143704|ADAM||1
G157231|R210608|SVG|S066461|saphenous vein graft|L143701|UMLS|E0587558|1
G157231|R210609|SVG|S066461|saphenous-vein graft|L143706|UMLS|E0587558|1
G157231|R403612|SVG|S066461|saphenous vein graft|L143701|Vanderbilt Clinic Notes||1
G157231|R405457|SVG|S066461|saphenous vein graft|L143701|Vanderbilt Discharge Sums||1
G157231|R408136|SVG|S066461|Saphenous vein graft|L030156|Wikipedia||1
G157282|R369148|TBSA|S069275|total body surface area|L158267|ADAM||1
G157282|R095697|TBSA|S069275|total body surface area|L158267|UMLS|E0631643|1
G157282|R095698|TBSA|S069275|total body-surface area|L158273|UMLS|E0631643|1
G157282|R095699|TBSA|S069275|total-body surface area|L158684|UMLS|E0631643|1
G157282|R095700|TBSA|S069275|total-body-surface area|L158686|UMLS|E0631643|1
G157282|R401696|TBSA|S069275|total body surface area|L158267|Vanderbilt Clinic Notes||1
G157282|R405495|TBSA|S069275|total body surface area|L158267|Vanderbilt Discharge Sums||1
G157309|R385730|TEC|S069711|transient erythroblastopenia of childhood|L159803|ADAM||1
G157309|R037444|TEC|S069711|transient erythroblastopenia of childhood|L159803|UMLS||1
G157309|R408182|TEC|S069711|transient erythroblastopenia of childhood|L159803|Wikipedia||1
G157344|R370534|TIMP1|S070529|tissue inhibitor of matrix metalloproteinase-1|L157702|ADAM||1
G157344|R370543|TIMP1|S070529|tissue inhibitor of metalloproteinase-1|L157708|ADAM||1
G157344|R370544|TIMP1|S070529|tissue inhibitor of metalloproteinases-1|L157715|ADAM||1
G157344|R370545|TIMP1|S070529|tissue inhibitor of metalloproteinase 1|L157705|ADAM||1
G157344|R370546|TIMP1|S070529|tissue inhibitor of metalloproteinases 1|L157713|ADAM||1
G157344|R213939|TIMP1|S070529|tissue inhibitor of metalloproteinase-1|L157708|UMLS||1
G157344|R213940|TIMP1|S070529|metalloproteinase tissue inhibitor 1|L109602|UMLS|E0761084|1
G157344|R213941|TIMP1|S070529|metalloproteinase tissue inhibitor-1|L109603|UMLS|E0761084|1
G157395|R156313|TTE|S071827|transthoracic echocardiogram|L160350|UMLS|E0756925|1
G157395|R156314|TTE|S071827|trans-thoracic echocardiogram|L159133|UMLS|E0756925|1
G157395|R401890|TTE|S071827|transthoracic echocardiogram|L160350|Vanderbilt Clinic Notes||1
G157395|R405550|TTE|S071827|transthoracic echocardiogram|L160350|Vanderbilt Discharge Sums||1
G157395|R408252|TTE|S071827|transthoracic echocardiogram|L160350|Wikipedia||1
G157417|R373234|TV|S071948|tricuspid valve|L160811|ADAM||1
G157417|R013402|TV|S071948|tricuspid valve|L160811|UMLS|E0062131|1
G157417|R401308|TV|S071948|tricuspid valve|L160811|Vanderbilt Clinic Notes||1
G157417|R405558|TV|S071948|tricuspid valve|L160811|Vanderbilt Discharge Sums||1
G157434|R373147|Tris|S072846|tris(hydroxymethyl)aminomethane|L161254|ADAM||1
G157434|R013460|Tris|S072846|tris(hydroxymethyl)aminomethane|L161254|UMLS||1
G157449|R401999|UCath|S073375|urine catheter|L164961|Vanderbilt Clinic Notes||1
G157449|R405587|UCath|S073375|urine catheter|L164961|Vanderbilt Discharge Sums||1
G157451|R190648|UDS|S073479|urine drug screen|L164966|UMLS|E0701802|1
G157451|R402193|UDS|S073479|urine drug screen|L164966|Vanderbilt Clinic Notes||1
G157451|R405593|UDS|S073479|urine drug screen|L164966|Vanderbilt Discharge Sums||1
G157483|R374316|VAC|S074666|vacuum-assisted closure|L165273|ADAM||1
G157483|R021024|VAC|S074666|vacuum assisted closure|L165249|UMLS|E0719841|1
G157483|R021025|VAC|S074666|vacuum-assisted closure|L165273|UMLS|E0719841|1
G157483|R403321|VAC|S074666|vacuum assisted closure|L165249|Vanderbilt Clinic Notes||1
G157483|R405632|VAC|S074666|vacuum assisted closure|L165249|Vanderbilt Discharge Sums||1
G157498|R375850|VD|S074829|distribution volume|L068833|ADAM||1
G157498|R375866|VD|S074829|volume of distribution|L167795|ADAM||1
G157498|R021452|VD|S074829|volume of distribution|L167795|UMLS||1
G157498|R021481|VD|S074829|distribution volume|L068833|UMLS|E0720158|1
G157498|R408324|VD|S074829|volume of distribution|L167795|Wikipedia||1
G157502|R375842|VDss|S074905|volume of distribution at steady state|L167796|ADAM||1
G157502|R118894|VDss|S074905|volume of distribution at steady state|L167796|UMLS||1
G157523|R375420|VPS|S075460|ventriculoperitoneal shunt|L166324|ADAM||1
G157523|R375421|VPS|S075460|ventriculoperitoneal shunts|L166326|ADAM||1
G157523|R243363|VPS|S075460|ventriculoperitoneal shunting|L166325|UMLS|E0741355|1
G157523|R243364|VPS|S075460|ventriculo-peritoneal shunting|L166316|UMLS|E0741355|1
G157523|R243365|VPS|S075460|ventriculoperitoneal shunt|L166324|UMLS|E0212441|1
G157523|R243366|VPS|S075460|ventriculo-peritoneal shunt|L166315|UMLS|E0212441|1
G157523|R405662|VPS|S075460|ventriculoperitoneal shunt|L166324|Vanderbilt Discharge Sums||1
G157542|R375849|Vd|S075698|distribution volume|L068833|ADAM||1
G157542|R375865|Vd|S075698|volume of distribution|L167795|ADAM||1
G157542|R021504|Vd|S075698|volume of distribution|L167795|UMLS||1
G157542|R021505|Vd|S075698|distribution volume|L068833|UMLS|E0720158|1
G157561|R376339|WG|S076195|Wegener's granulomatosis|L036100|ADAM||1
G157561|R220665|WG|S076195|Wegener's granulomatosis|L036100|UMLS|E0006178|1
G157561|R220666|WG|S076195|Wegener granulomatosis|L036099|UMLS|E0721332|1
G157561|R408388|WG|S076195|Wegener's granulomatosis|L036100|Wikipedia||1
G157568|R153337|WNL|S076425|within normal limits|L168914|UMLS||1
G157568|R402330|WNL|S076425|within normal limits|L168914|Vanderbilt Clinic Notes||1
G157568|R405701|WNL|S076425|within normal limits|L168914|Vanderbilt Discharge Sums||1
G157568|R408392|WNL|S076425|within normal limits|L168914|Wikipedia||1
G157600|R396853|abg|S078022|arterial blood gas|L046458|Berman||1
G157600|R409143|abg|S078022|arterial blood gas|L046458|Stetson||1
G157600|R401469|abg|S078022|arterial blood gas|L046458|Vanderbilt Clinic Notes||1
G157647|R298785|ama|S078758|against medical advice|L040332|ADAM||1
G157647|R397725|ama|S078758|against medical advice|L040332|Berman||1
G157651|R299297|ant|S078891|anterior|L043055|ADAM||1
G157651|R396912|ant|S078891|anterior|L043055|Berman||1
G157651|R267420|ant|S078891|anterior|L043055|UMLS|E0009299|1
G157651|R267421|ant|S078891|anteriour|L043227|UMLS|E0009299|1
G157680|R301267|av|S081148|Atrioventricular|L005979|ADAM||1
G157680|R399749|av|S081148|atrioventricular|L047255|Berman||1
G157680|R409167|av|S081148|atrioventricular|L047255|Stetson||1
G157717|R304005|bm|S082116|Bone marrow|L007332|ADAM||1
G157717|R304006|bm|S082116|bone-marrow|L051256|ADAM||1
G157717|R399395|bm|S082116|bone marrow|L051089|Berman||1
G157717|R409389|bm|S082116|bone marrow|L051089|Stetson||1
G157717|R403210|bm|S082116|bone marrow|L051089|Vanderbilt Clinic Notes||1
G157728|R304345|bp|S082193|Blood pressure|L007249|ADAM||1
G157728|R304346|bp|S082193|blood-pressure|L050864|ADAM||1
G157728|R397769|bp|S082193|blood pressure|L050758|Berman||1
G157728|R408733|bp|S082193|blood pressure|L050758|Stetson||1
G157728|R403217|bp|S082193|blood pressure|L050758|Vanderbilt Clinic Notes||1
G157728|R403853|bp|S082193|blood pressure|L050758|Vanderbilt Discharge Sums||1
G157738|R399403|bs|S082278|bowel sounds|L051648|Berman||1
G157738|R408737|bs|S082278|bowel sounds|L051648|Stetson||1
G157738|R403866|bs|S082278|bowel sounds|L051648|Vanderbilt Discharge Sums||1
G157744|R389844|bun|S082342|blood urea nitrogen|L050795|Berman||1
G157744|R408769|bun|S082342|blood urea nitrogen|L050795|Stetson||1
G157748|R408971|c/b|S082542|complicated by|L060162|Stetson||1
G157748|R406182|c/b|S082542|complicated by|L060162|Wikipedia||1
G157768|R389957|carb|S082991|carbohydrate|L053757|Berman||1
G157768|R402120|carb|S082991|carbohydrate|L053757|Vanderbilt Clinic Notes||1
G157768|R403929|carb|S082991|carbohydrate|L053757|Vanderbilt Discharge Sums||1
G157770|R401711|cardio|S083013|cardiology|L054377|Vanderbilt Clinic Notes||1
G157770|R403932|cardio|S083013|cardiology|L054377|Vanderbilt Discharge Sums||1
G157858|R311333|csp|S083987|cysteine string protein|L063744|ADAM||1
G157858|R397080|csp|S083987|cysteine string protein|L063744|Berman||1
G157882|R313255|cys|S084202|cysteine|L063728|ADAM||1
G157882|R390368|cys|S084202|cysteine|L063728|Berman||1
G157884|R313271|cyt|S084214|cytoplasmic|L064237|ADAM||1
G157884|R398433|cyt|S084214|cytoplasmic|L064237|Berman||1
G157884|R027530|cyt|S084214|cytoplasmic|L064237|UMLS|E0020640|1
G157884|R027531|cyt|S084214|cyto-plasmic|L063918|UMLS|E0020640|1
G157889|R397110|d/c|S084361|discontinue|L068473|Berman||1
G157889|R408808|d/c|S084361|discontinue|L068473|Stetson||1
G157889|R401407|d/c|S084361|discontinue|L068473|Vanderbilt Clinic Notes||1
G157889|R404109|d/c|S084361|discontinue|L068473|Vanderbilt Discharge Sums||1
G157927|R401229|disp|S085013|dispense|L068584|Vanderbilt Clinic Notes||1
G157927|R404160|disp|S085013|dispense|L068584|Vanderbilt Discharge Sums||1
G157949|R315870|dpi|S085224|days post-infection|L064727|ADAM||1
G157949|R315871|dpi|S085224|days post infection|L064717|ADAM||1
G157949|R315881|dpi|S085224|days postinfection|L064739|ADAM||1
G157949|R039750|dpi|S085224|days postinfection|L064739|UMLS||1
G157949|R039751|dpi|S085224|days post infection|L064717|UMLS||1
G157949|R039752|dpi|S085224|days post-infection|L064727|UMLS||1
G157952|R398456|dr|S085245|doctor|L068958|Berman||1
G157952|R408863|dr|S085245|doctor|L068958|Stetson||1
G157959|R390665|dvt|S085383|deep vein thrombosis|L065031|Berman||1
G157959|R408784|dvt|S085383|deep vein thrombosis|L065031|Stetson||1
G157959|R403632|dvt|S085383|deep vein thrombosis|L065031|Vanderbilt Clinic Notes||1
G157962|R316703|dz|S085413|diazepam|L066688|ADAM||1
G157962|R397159|dz|S085413|diazepam|L066688|Berman||1
G157966|R398474|ea|S085584|each|L070299|Berman||1
G157966|R404204|ea|S085584|each|L070299|Vanderbilt Discharge Sums||1
G157976|R395393|ed|S085702|emergency department|L071782|Berman||1
G157976|R408694|ed|S085702|emergency department|L071782|Stetson||1
G157976|R401994|ed|S085702|emergency department|L071782|Vanderbilt Clinic Notes||1
G158026|R321212|fcu|S086423|flexor carpi ulnaris|L078106|ADAM||1
G158026|R395485|fcu|S086423|flexor carpi ulnaris|L078106|Berman||1
G158034|R391011|fev1|S086482|forced expiratory volume in 1 second|L078959|Berman||1
G158034|R403125|fev1|S086482|forced expiratory volume in 1 second|L078959|Vanderbilt Clinic Notes||1
G158034|R404306|fev1|S086482|forced expiratory volume after 1 second|L078954|Vanderbilt Discharge Sums||1
G158057|R399992|g|S086894|gram|L083272|Berman||1
G158057|R015071|g|S086894|gram|L083272|UMLS|E0030228|1
G158057|R015072|g|S086894|gramme|L083300|UMLS|E0030228|1
G158057|R404333|g|S086894|gram|L083272|Vanderbilt Discharge Sums||1
G158078|R324924|gi|S087201|gastrointestinal|L080989|ADAM||1
G158078|R395572|gi|S087201|gastrointestinal|L080989|Berman||1
G158078|R408745|gi|S087201|gastrointestinal|L080989|Stetson||1
G158078|R401292|gi|S087201|gastrointestinal|L080989|Vanderbilt Clinic Notes||1
G158078|R404360|gi|S087201|gastrointestinal|L080989|Vanderbilt Discharge Sums||1
G158143|R395671|hla|S088530|human leucocyte antigen|L090339|Berman||1
G158143|R395672|hla|S088530|human leukocyte antigen|L090405|Berman||1
G158143|R402021|hla|S088530|human leukocyte antigen|L090405|Vanderbilt Clinic Notes||1
G158174|R397254|ibs|S089272|irritable bowel syndrome|L099069|Berman||1
G158174|R401519|ibs|S089272|irritable bowel syndrome|L099069|Vanderbilt Clinic Notes||1
G158197|R333043|il-2|S089425|interleukin-2|L096585|ADAM||1
G158197|R333044|il-2|S089425|interleukin 2|L096340|ADAM||1
G158197|R391779|il-2|S089425|interleukin 2|L096340|Berman||1
G158203|R333438|indo|S089509|indomethacin|L094116|ADAM||1
G158203|R391805|indo|S089509|indomethacin|L094116|Berman||1
G158203|R040355|indo|S089509|indometacin|L094115|UMLS|E0034223|1
G158203|R040356|indo|S089509|indomethacin|L094116|UMLS|E0034223|1
G158244|R391979|kvo|S090147|keep vein open|L099888|Berman||1
G158244|R403564|kvo|S090147|keep vein open|L099888|Vanderbilt Clinic Notes||1
G158319|R340654|mbc|S091702|metastatic breast cancer|L109662|ADAM||1
G158319|R399548|mbc|S091702|metastatic breast cancer|L109662|Berman||1
G158327|R409017|mcg|S091744|micrograms|L110777|Stetson||1
G158327|R402799|mcg|S091744|micrograms|L110777|Vanderbilt Clinic Notes||1
G158340|R341949|mes|S091905|mesencephalon|L109243|ADAM||1
G158340|R395993|mes|S091905|mesencephalon|L109243|Berman||1
G158347|R342421|mh|S092113|malignant hyperthermia|L106905|ADAM||1
G158347|R400054|mh|S092113|malignant hyperthermia|L106905|Berman||1
G158363|R396025|mn|S092387|midnight|L111216|Berman||1
G158363|R401424|mn|S092387|midnight|L111216|Vanderbilt Clinic Notes||1
G158369|R399151|mod|S092428|moderate|L112268|Berman||1
G158369|R409120|mod|S092428|moderate|L112268|Stetson||1
G158369|R407376|mod|S092428|moderate|L112268|Wikipedia||1
G158373|R343771|mpo|S092508|myeloperoxidase|L114826|ADAM||1
G158373|R392574|mpo|S092508|myeloperoxidase|L114826|Berman||1
G158376|R399823|mr|S092518|mitral regurgitation|L112082|Berman||1
G158376|R408974|mr|S092518|mitral regurgitation|L112082|Stetson||1
G158379|R344133|mrsa|S092543|Methicillin-resistant Staphylococcus aureus|L021855|ADAM||1
G158379|R409416|mrsa|S092543|Methicillin-resistant Staphylococcus aureus|L021855|Stetson||1
G158383|R400067|ms|S092546|morphine sulfate|L112856|Berman||1
G158383|R409007|ms|S092546|morphine sulfate|L112856|Stetson||1
G158383|R401683|ms|S092546|morphine sulfate|L112856|Vanderbilt Clinic Notes||1
G158404|R382269|nBOR|S092985|nucleus of the basal optic root|L120296|ADAM||1
G158404|R181545|nBOR|S092985|nucleus of the basal optic root|L120296|UMLS||1
G158539|R353201|pdh|S095463|pyruvate dehydrogenase|L137070|ADAM||1
G158539|R396216|pdh|S095463|pyruvate dehydrogenase|L137070|Berman||1
G158571|R355360|plt|S096080|platelet|L129561|ADAM||1
G158571|R393331|plt|S096080|platelet|L129561|Berman||1
G158571|R403186|plt|S096080|platelet|L129561|Vanderbilt Clinic Notes||1
G158571|R405034|plt|S096080|platelet|L129561|Vanderbilt Discharge Sums||1
G158593|R356685|pp|S096499|pancreatic polypeptide|L123949|ADAM||1
