GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI
|R181509|NBM|S047707|nbm|nucleus basalis of Meynert|L120256|nucleus basalis Meynert|UMLS|E0696510||acronym|||||
|R181510|NBM|S047707|nbm|nucleus basalis Meynert|L120254|nucleus basalis Meynert|UMLS|E0696510|E0696505|acronym|||||
|R181513|nBM|S092984|nbm|nucleus basalis of Meynert|L120256|nucleus basalis Meynert|UMLS|E0696510||acronym|||||
|R181514|nBM|S092984|nbm|nucleus basalis Meynert|L120254|nucleus basalis Meynert|UMLS|E0696510|E0696505|acronym|||||
|R181515|nbM|S093170|nbm|nucleus basalis of Meynert|L120256|nucleus basalis Meynert|UMLS|E0696510||acronym|||||
|R181516|nbM|S093170|nbm|nucleus basalis Meynert|L120254|nucleus basalis Meynert|UMLS|E0696510|E0696505|acronym|||||
|R181599|NC|S047744|nc|Neospora caninum|L024444|Neospora caninum|UMLS|E0696556|E0333041|acronym|||||
|R181601|NC|S047744|nc|nicardipine|L117295|nicardipine|UMLS|E0696556|E0401383|abbreviation|||||
|R181812|NCT|S047870|nct|nicastrin|L117296|nicastrin|UMLS|E0696672|E0517486|abbreviation|||||
|R181839|ND|S047894|nd|nucleus of Darkschewitsch|L120292||UMLS|E0696690||acronym|||||
|R181841|ND|S047894|nd|nondiabetic|L118849|nondiabetic|UMLS|E0696691|E0042834|acronym|||||
|R181843|ND|S047894|nd|non-diabetic|L118277|nondiabetic|UMLS|E0696691|E0042834|acronym|||||
|R181853|ND|S047894|nd|nondefective|L118841|nondefective|UMLS|E0696692|E0236772|acronym|||||
|R181854|ND|S047894|nd|non-defective|L118270||UMLS|E0696692|E0236772|acronym|||||
|R182039|NDI|S047940|ndi|NADH dehydrogenase 1|L023617|NADH dehydrogenase 1|UMLS|E0696817|E0696814|acronym|||||
|R182040|NDI|S047940|ndi|NADH dehydrogenase I|L023619|NADH dehydrogenase 1|UMLS|E0696817|E0696814|acronym|||||
|R182041|NDI|S047940|ndi|NADH dehydrogenase-1|L023627|NADH dehydrogenase 1|UMLS|E0696817|E0696814|acronym|||||
|R182042|NDI|S047940|ndi|NADH dehydrogenase-I|L023629|NADH dehydrogenase 1|UMLS|E0696817|E0696814|acronym|||||
|R182043|NDI|S047940|ndi|NADH dehydrogenase subunit 1|L023621|NADH dehydrogenase subunit 1|UMLS|E0696817|E0696815|acronym|||||
|R182044|NDI|S047940|ndi|NADH dehydrogenase subunit I|L023626|NADH dehydrogenase subunit 1|UMLS|E0696817|E0696815|acronym|||||
|R182069|NEB|S047996|neb|nebulin|L115797|nebulin|UMLS|E0696840|E0305003|abbreviation|||||
|R182089|NEF|S048030|nef|nephritic factor|L116154|nephritic factor|UMLS|E0696856|E0208395|abbreviation|||||
|R182091|Nef|S050123|nef|negative factor|L115917|negative factor|UMLS|E0696857|E0696855|acronym|||||
|R182186|NFH|S048236|nfh|neurofilament heavy chain|L116696|neurofilament heavy chain|UMLS|E0696926|E0696923|acronym|||||
|R182187|NFH|S048236|nfh|neurofilament heavy-chain|L116697|neurofilament heavy chain|UMLS|E0696926|E0696923|acronym|||||
|R182188|NFH|S048236|nfh|high molecular weight neurofilament protein|L087658|high molecular weight neurofilament protein|UMLS|E0696926|E0696932|acronym|||||
|R182189|NFH|S048236|nfh|high-molecular-weight neurofilament protein|L088023|high molecular weight neurofilament protein|UMLS|E0696926|E0696932|acronym|||||
|R182209|NFL|S048245|nfl|low molecular weight neurofilament protein|L104860|low molecular weight neurofilament protein|UMLS|E0696938|E0696929|acronym|||||
|R182210|NFL|S048245|nfl|low-molecular-weight neurofilament protein|L105108|low molecular weight neurofilament protein|UMLS|E0696938|E0696929|acronym|||||
|R182211|NFL|S048245|nfl|neurofilament light chain|L116699|neurofilament light chain|UMLS|E0696938|E0696934|acronym|||||
|R182212|NFL|S048245|nfl|neurofilament light-chain|L116705|neurofilament light chain|UMLS|E0696938|E0696934|acronym|||||
|R182213|NFL|S048245|nfl|neurofilament light protein|L116703|neurofilament light protein|UMLS|E0696938|E0696935|acronym|||||
|R182214|NFL|S048245|nfl|neurofilament light subunit|L116704|neurofilament light subunit|UMLS|E0696938|E0696936|acronym|||||
|R182264|NGC|S048307|ngc|nucleus reticularis gigantocellularis|L120336|nucleus reticularis gigantocellularis|UMLS|E0696965|E0505157|acronym|||||
|R182334|NH|S048337|nh|nonhispanic|L118903|nonhispanic|UMLS|E0696997|E0511934|acronym|||||
|R182335|NH|S048337|nh|non-Hispanic|L118126||UMLS|E0696997|E0511934|acronym|||||
|R182349|NHA|S048347|nha|nanocrystalline hydroxyapatite|L115309|nanocrystalline hydroxyapatite|UMLS|E0697007|E0697004|acronym|||||
|R182350|NHA|S048347|nha|nanohydroxyapatite|L115339|nanohydroxyapatite|UMLS|E0697007|E0664938|acronym|||||
|R182351|NHA|S048347|nha|nano hydroxyapatite|L115242|nanohydroxyapatite|UMLS|E0697007|E0664938|acronym|||||
|R182352|NHA|S048347|nha|nano-hydroxyapatite|L115275|nanohydroxyapatite|UMLS|E0697007|E0664938|acronym|||||
|R182353|NHA|S048347|nha|nano-hydroxy-apatite|L115274||UMLS|E0697007|E0664938|acronym|||||
|R182405|NHS|S048435|nhs|National Health Service|L024144|National Health Service|UMLS|E0697049|E0004388|acronym|||||
|R182460|NIA|S048452|nia|nitrate reductase|L117564|nitrate reductase|UMLS|E0697089|E0201839|abbreviation|||||
|R182484|NIF|S048488|nif|nifedipine|L117500|nifedipine|UMLS|E0697118|E0042630|abbreviation|||||
|R182489|NII|S048508|nii|neuronal intranuclear inclusion|L116916|neuronal intranuclear inclusion|UMLS|E0697123|E0500703|acronym|||||
|R182490|NII|S048508|nii|neuronal intra-nuclear inclusion|L116915||UMLS|E0697123|E0500703|acronym|||||
|R182531|NIS|S048585|nis|nisoldipine|L117553|nisoldipine|UMLS|E0697152|E0401432|abbreviation|||||
|R182581|NIV|S048595|niv|cranial nerve 4|L062426|cranial nerve 4|UMLS|E0697170|E0694999|abbreviation|||||
|R182582|NIV|S048595|niv|cranial nerve IV|L062435|cranial nerve 4|UMLS|E0697170|E0694999|abbreviation|||||
|R182597|NKA|S048658|nka|natural killer cell activity|L115638|natural killer cell activity|UMLS|E0697182|E0682028|acronym|||||
|R182611|NL|S048690|nl|neuroleptic|L116780|neuroleptic|UMLS|E0697192|E0042432|acronym|||||
|R182680|NLK|S048716|nlk|NEMO-like kinase|L023681||UMLS|E0697221|E0697219|acronym|||||
|R182681|NLK|S048716|nlk|Nemo-like kinase|L024407||UMLS|E0697221|E0697219|acronym|||||
|R182682|NLK|S048716|nlk|nemo-like kinase|L116003||UMLS|E0697221|E0697219|acronym|||||
|R182729|Nm|S050316|nm|nux moschata|L120487|nux moschata|UMLS|E0697246|E0220652|acronym|||||
|R182794|NMI|S048826|nmi|nuclear myosin 1|L119940|nuclear myosin 1|UMLS|E0697280|E0697277|acronym|||||
|R182795|NMI|S048826|nmi|nuclear myosin I|L119941|nuclear myosin 1|UMLS|E0697280|E0697277|acronym|||||
|R183007|NNT|S048939|nnt|nicotinamide nucleotide transhydrogenase|L117429|nicotinamide nucleotide transhydrogenase|UMLS|E0697423|E0697421|acronym|||||
|R183010|NOA|S048974|noa|National Optometric Association|L024257|National Optometric Association|UMLS|E0697427|E0209979|acronym|||||
|R183088|NOR|S049040|nor|norfloxacin|L119360|norfloxacin|UMLS|E0697470|E0043008|abbreviation|||||
|R183089|NOR|S049040|nor|norepinephrine|L119341|norepinephrine|UMLS|E0697470|E0043002|abbreviation|||||
|R183090|NOR|S049040|nor|nor-epinephrine|L119316||UMLS|E0697470|E0043002|abbreviation|||||
|R183091|NOR|S049040|nor|noradrenalin|L119321|noradrenalin|UMLS|E0697470|E0042997|abbreviation|||||
|R183092|NOR|S049040|nor|noradrenaline|L119322|noradrenalin|UMLS|E0697470|E0042997|abbreviation|||||
|R183093|NOR|S049040|nor|nor-adrenalin|L119310||UMLS|E0697470|E0042997|abbreviation|||||
|R183094|NOR|S049040|nor|nor-adrenaline|L119311||UMLS|E0697470|E0042997|abbreviation|||||
|R183105|NOR|S049040|nor|normal|L119370|normal|UMLS|E0697472|E0043012|abbreviation|||||
|R183112|NOS|S049052|nos|nopaline synthase|L119309|nopaline synthase|UMLS|E0697483|E0697481|abbreviation|||||
|R183141|NPA|S049111|npa|National Perinatal Association|L024263|National Perinatal Association|UMLS|E0697501|E0209980|acronym|||||
|R183142|NPA|S049111|npa|National Pharmaceutical Association|L024264|National Pharmaceutical Association|UMLS|E0697501|E0209983|acronym|||||
|R183143|NPA|S049111|npa|National Pituitary Agency|L024266|National Pituitary Agency|UMLS|E0697501|E0209982|acronym|||||
|R183338|NPT|S049211|npt|neomycin phosphotransferase|L116047|neomycin phosphotransferase|UMLS|E0697569|E0696870|acronym|||||
|R183377|NRC|S049288|nrc|Nuclear Regulatory Commission|L024947|Nuclear Regulatory Commission|UMLS|E0697600|E0209986|acronym|||||
|R183378|NRC|S049288|nrc|National Research Council|L024281|National Research Council|UMLS|E0697600|E0209985|acronym|||||
|R183461|NRL|S049333|nrl|neural retina leucine zipper protein|L116372|neural retina leucine zipper protein|UMLS|E0697632|E0697625|acronym|||||
|R183462|NRL|S049333|nrl|neural retina leucine-zipper protein|L116374|neural retina leucine zipper protein|UMLS|E0697632|E0697625|acronym|||||
|R183463|NRL|S049333|nrl|neural-retina leucine zipper protein|L116435|neural retina leucine zipper protein|UMLS|E0697632|E0697625|acronym|||||
|R183464|NRL|S049333|nrl|neural-retina leucine-zipper protein|L116437|neural retina leucine zipper protein|UMLS|E0697632|E0697625|acronym|||||
|R183465|NRL|S049333|nrl|neural retina leucine zipper|L116371|neural retina leucine zipper|UMLS|E0697632|E0697624|acronym|||||
|R183466|NRL|S049333|nrl|neural retina leucine-zipper|L116373|neural retina leucine zipper|UMLS|E0697632|E0697624|acronym|||||
|R183467|NRL|S049333|nrl|neural-retina leucine zipper|L116434|neural retina leucine zipper|UMLS|E0697632|E0697624|acronym|||||
|R183468|NRL|S049333|nrl|neural-retina leucine-zipper|L116436|neural retina leucine zipper|UMLS|E0697632|E0697624|acronym|||||
|R183665|NTA|S049551|nta|National Tuberculosis Association|L024307|National Tuberculosis Association|UMLS|E0697767|E0004411|acronym|||||
|R183821|Nuc|S050508|nuc|nuclease|L120006|nuclease|UMLS|E0697852|E0043166|abbreviation|||||
|R183822|Nuc|S050508|nuc|nucleosome|L120153|nucleosome|UMLS|E0697852|E0043193|abbreviation|||||
|R183867|NVB|S049655|nvb|novobiocin|L119707|novobiocin|UMLS|E0697879|E0043139|abbreviation|||||
|R183896|NY|S049693|ny|New York|L024600|New York|UMLS|E0697909|E0004452|acronym|||||
|R184037|OB|S050871|ob|osteoblast|L122611|osteoblast|UMLS|E0698056|E0069543|acronym|||||
|R184039|OB|S050871|ob|obesity|L120525|obesity|UMLS|E0698056|E0043331|abbreviation|||||
|R184041|OB|S050871|ob|osteoblast|L122611|osteoblast|UMLS|E0698057|E0069543|acronym|||||
|R184042|ob|S093904|ob|osteoblast|L122611|osteoblast|UMLS|E0698057|E0069543|acronym|||||
|R184119|OC|S050903|oc|open circular|L121615|open circular|UMLS|E0698105|E0748083|acronym|||||
|R184120|OC|S050903|oc|open-circular|L121678|open circular|UMLS|E0698105|E0748083|acronym|||||
|R184147|OCC|S050915|occ|occiput|L120684|occiput|UMLS|E0698129|E0043489|abbreviation|||||
|R184148|OCC|S050915|occ|occlusion|L120690|occlusion|UMLS|E0698129|E0043496|abbreviation|||||
|R184149|OCC|S050915|occ|occupation|L120718|occupation|UMLS|E0698129|E0043504|abbreviation|||||
|R184150|OCC|S050915|occ|occurence|L120750|occurence|UMLS|E0698129|E0043516|abbreviation|||||
|R184151|OCC|S050915|occ|occurrence|L120751|occurence|UMLS|E0698129|E0043516|abbreviation|||||
|R184201|OCT|S050942|oct|organic cation transporter|L122185|organic cation transporter|UMLS|E0698163|E0698151|acronym|||||
|R184203|OCT|S050942|oct|octopamine|L120849|octopamine|UMLS|E0698163|E0067768|abbreviation|||||
|R184257|OD|S050963|od|Doctor of Optometry|L012001||UMLS|E0698220|E0210032|acronym|||||
|R184572|OHP|S051161|ohp|hydroxyproline|L091621|hydroxyproline|UMLS|E0698415|E0032548|abbreviation|||||
|R184573|OHP|S051161|ohp|hydroxy-proline|L091455||UMLS|E0698415|E0032548|abbreviation|||||
|R184656|NW|S049676|nw|Northwest|L024894|Northwest|UMLS|E0698450|E0004493|acronym|||||
|R184657|NW|S049676|nw|northwest|L119645|Northwest|UMLS|E0698450|E0004493|acronym|||||
|R184659|NW|S049676|nw|Northwest|L024894|Northwest|UMLS|E0698451|E0697888|acronym|||||
|R184660|NW|S049676|nw|northwest|L119645|Northwest|UMLS|E0698451|E0697888|acronym|||||
|R184662|NW|S049676|nw|north-west|L119640||UMLS|E0698451|E0697888|acronym|||||
|R184887|OM|S051270|om|omental|L121453|omental|UMLS|E0698582|E0043757|abbreviation|||||
|R184907|OME|S051288|ome|omeprazole|L121455|omeprazole|UMLS|E0698598|E0418024|abbreviation|||||
|R185215|OP|S051388|op|opaque|L121603|opaque|UMLS|E0698739|E0043884|abbreviation|||||
|R185271|OPZ|S051471|opz|opsonised zymosan|L121807||UMLS|E0698798|E0698796|abbreviation|||||
|R185272|OPZ|S051471|opz|opsonized zymosan|L121808||UMLS|E0698798|E0698796|abbreviation|||||
|R185279|OPS|S051463|ops|O-polysaccharide|L025063||UMLS|E0698804|E0698802|acronym|||||
|R185566|OST|S051623|ost|organic solute transporter|L122213|organic solute transporter|UMLS|E0699013|E0699010|acronym|||||
|R185631|OT|S051631|ot|Orientia tsutsugamushi|L025395|Orientia tsutsugamushi|UMLS|E0699066|E0353720|acronym|||||
|R185740|OX|S051713|ox|oxazolone|L123100|oxazolone|UMLS|E0699127|E0044828|abbreviation|||||
|R185741|OX|S051713|ox|oxalate|L123087|oxalate|UMLS|E0699127|E0044808|abbreviation|||||
|R185742|OX|S051713|ox|oxaliplatin|L123090|oxaliplatin|UMLS|E0699127|E0305364|abbreviation|||||
|R185743|OX|S051713|ox|oxalic acid|L123089|oxalic acid|UMLS|E0699127|E0071129|abbreviation|||||
|R185744|OX|S051713|ox|oxandrolone|L123095|oxandrolone|UMLS|E0699127|E0044819|abbreviation|||||
|R185745|OX|S051713|ox|oxidation|L123107|oxidation|UMLS|E0699127|E0044836|abbreviation|||||
|R185746|OX|S051713|ox|oxydation|L123220|oxidation|UMLS|E0699127|E0044836|abbreviation|||||
|R185757|OXT|S051751|oxt|oxytocin|L123360|oxytocin|UMLS|E0699129|E0044930|abbreviation|||||
|R185765|OXO|S051743|oxo|oxalate oxidase|L123088|oxalate oxidase|UMLS|E0699133|E0699131|abbreviation|||||
|R185767|OXO|S051743|oxo|oxotremorine|L123207|oxotremorine|UMLS|E0699134|E0044866|abbreviation|||||
|R185768|OXO|S051743|oxo|oxytremorine|L123368|oxotremorine|UMLS|E0699134|E0044866|abbreviation|||||
|R185769|OXO|S051743|oxo|oxonate|L123203|oxonate|UMLS|E0699134|E0509614|abbreviation|||||
|R185770|OXO|S051743|oxo|oxolinic acid|L123202|oxolinic acid|UMLS|E0699134|E0044858|abbreviation|||||
|R185785|OXA|S051737|oxa|orexin A|L122136|orexin A|UMLS|E0699138|E0566886|abbreviation|||||
|R185786|OXA|S051737|oxa|orexin-A|L122146|orexin A|UMLS|E0699138|E0566886|abbreviation|||||
|R185829|P|S052024|p|phosphorus|L128339|phosphorus|UMLS|E0699175|E0047494|abbreviation|||||
|R185841|P|S052024|p|pressure|L133641|pressure|UMLS|E0699175|E0049868|abbreviation|||||
|R185849|p|S094283|p|pint|L128999|pint|UMLS|E0699178|E0048001|abbreviation|||||
|R185850|p|S094283|p|pupil|L136727|pupil|UMLS|E0699178|E0051208|abbreviation|||||
|R185851|p|S094283|p|proton|L135925|proton|UMLS|E0699178|E0050605|abbreviation|||||
|R185852|p|S094283|p|sound pressure|L149362|sound pressure|UMLS|E0699178|E0699179|abbreviation|||||
|R186234|PGP|S054835|pgp|P-glycoprotein|L025584||UMLS|E0699364|E0694317|acronym|||||
|R186235|PGP|S054835|pgp|phosphoglycoprotein|L128047|phosphoglycoprotein|UMLS|E0699364|E0206379|acronym|||||
|R186236|PGP|S054835|pgp|phospho-glycoprotein|L127958||UMLS|E0699364|E0206379|acronym|||||
|R186237|PGP|S054835|pgp|permeability glycoprotein|L126705|permeability glycoprotein|UMLS|E0699364|E0699360|acronym|||||
|R186238|PGP|S054835|pgp|permeability-glycoprotein|L126714|permeability glycoprotein|UMLS|E0699364|E0699360|acronym|||||
|R186314|PB|S053562|pb|postburn|L132086|postburn|UMLS|E0699456|E0418949|acronym|||||
|R186315|PB|S053562|pb|post-burn|L131791||UMLS|E0699456|E0418949|acronym|||||
|R186405|PFC|S054592|pfc|perfluorochemical|L126092|perfluorochemical|UMLS|E0699493|E0337814|acronym|||||
|R186417|PCP|S053906|pcp|parachlorophenol|L124324|parachlorophenol|UMLS|E0699511|E0067854|acronym|||||
|R186418|PCP|S053906|pcp|para-chlorophenol|L124168||UMLS|E0699511|E0067854|acronym|||||
|R186452|PTA|S056908|pta|phosphotransacetylase|L128480|phosphotransacetylase|UMLS|E0699550|E0047514|acronym|||||
|R186472|PCD|S053794|pcd|Purkinje cell degeneration|L027951|Purkinje cell degeneration|UMLS|E0699565|E0699561|acronym|||||
|R186475|PRV|S056658|prv|pseudorabies virus|L136180|pseudorabies virus|UMLS|E0699572|E0209671|acronym|||||
|R186476|PRV|S056658|prv|pseudo-rabies virus|L136125||UMLS|E0699572|E0209671|acronym|||||
|R186494|PAD|S053248|pad|probable Alzheimer's disease|L134282||UMLS|E0699582||acronym|||||
|R186537|PID|S055176|pid|postinfection day|L132340|postinfection day|UMLS|E0699601|E0699598|acronym|||||
|R186538|PID|S055176|pid|post infection day|L131683|postinfection day|UMLS|E0699601|E0699598|acronym|||||
|R186539|PID|S055176|pid|post-infection day|L131859|postinfection day|UMLS|E0699601|E0699598|acronym|||||
|R186540|PID|S055176|pid|postinoculation day|L132352|postinoculation day|UMLS|E0699601|E0699587|acronym|||||
|R186541|PID|S055176|pid|post-inoculation day|L131867||UMLS|E0699601|E0699587|acronym|||||
|R186577|PM|S055749|pm|postmortem|L132392|postmortem|UMLS|E0699638|E0049354|acronym|||||
|R186578|PM|S055749|pm|post mortem|L131701|postmortem|UMLS|E0699638|E0049354|acronym|||||
|R186579|PM|S055749|pm|post-mortem|L131905|postmortem|UMLS|E0699638|E0049354|acronym|||||
|R186583|PM|S055749|pm|postmortem|L132392|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186584|PM|S055749|pm|post mortem|L131701|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186585|PM|S055749|pm|post-mortem|L131905|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186586|pm|S096084|pm|postmortem|L132392|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186587|pm|S096084|pm|post mortem|L131701|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186588|pm|S096084|pm|post-mortem|L131905|postmortem|UMLS|E0699639|E0049353|acronym|||||
|R186703|Pn|S058111|pn|photosynthesis|L128656|photosynthesis|UMLS|E0699725|E0047629|abbreviation|||||
|R186704|Pn|S058111|pn|photosynthesis rate|L128657|photosynthesis rate|UMLS|E0699725|E0699724|abbreviation|||||
|R186847|pol|S096170|pol|polymerase|L130790|polymerase|UMLS|E0699838|E0048767|abbreviation|||||
|R186948|Pol eta|S058159|pol eta|polymerase eta|L130865|polymerase eta|UMLS|E0699846|E0582510|abbreviation|||||
|R186949|Pol eta|S058159|pol eta|polymerase-eta|L130898|polymerase eta|UMLS|E0699846|E0582510|abbreviation|||||
|R186950|Pol eta|S058159|pol eta|polymerase η|L130877||UMLS|E0699846|E0582510|abbreviation|||||
|R186951|Pol eta|S058159|pol eta|polymerase-η|L130908||UMLS|E0699846|E0582510|abbreviation|||||
|R186952|Pol eta|S058159|pol eta|DNA polymerase eta|L011158|DNA polymerase eta|UMLS|E0699846|E0528006|abbreviation|||||
|R186953|Pol eta|S058159|pol eta|DNA polymerase-eta|L011170|DNA polymerase eta|UMLS|E0699846|E0528006|abbreviation|||||
|R186954|Pol eta|S058159|pol eta|DNA polymerase η|L011166||UMLS|E0699846|E0528006|abbreviation|||||
|R186955|Pol eta|S058159|pol eta|DNA polymerase-η|L011173||UMLS|E0699846|E0528006|abbreviation|||||
|R186956|pol eta|S096181|pol eta|polymerase eta|L130865|polymerase eta|UMLS|E0699846|E0582510|abbreviation|||||
|R186957|pol eta|S096181|pol eta|polymerase-eta|L130898|polymerase eta|UMLS|E0699846|E0582510|abbreviation|||||
|R186958|pol eta|S096181|pol eta|polymerase η|L130877||UMLS|E0699846|E0582510|abbreviation|||||
|R186959|pol eta|S096181|pol eta|polymerase-η|L130908||UMLS|E0699846|E0582510|abbreviation|||||
|R186960|pol eta|S096181|pol eta|DNA polymerase eta|L011158|DNA polymerase eta|UMLS|E0699846|E0528006|abbreviation|||||
|R186961|pol eta|S096181|pol eta|DNA polymerase-eta|L011170|DNA polymerase eta|UMLS|E0699846|E0528006|abbreviation|||||
|R186962|pol eta|S096181|pol eta|DNA polymerase η|L011166||UMLS|E0699846|E0528006|abbreviation|||||
|R186963|pol eta|S096181|pol eta|DNA polymerase-η|L011173||UMLS|E0699846|E0528006|abbreviation|||||
|R187268|PGD|S054722|pgd|preimplantation genetic diagnosis|L133328|preimplantation genetic diagnosis|UMLS|E0699876|E0504915|acronym|||||
|R187269|PGD|S054722|pgd|pre-implantation genetic diagnosis|L132922||UMLS|E0699876|E0504915|acronym|||||
|R187271|PGD|S054722|pgd|prolonged grief disorder|L134794|prolonged grief disorder|UMLS|E0699876|E0694751|acronym|||||
|R187272|PGD|S054722|pgd|phosphogluconate dehydrogenase|L128029|phosphogluconate dehydrogenase|UMLS|E0699876|E0047444|acronym|||||
|R187274|PGD|S054722|pgd|primary glomerular disease|L133911|primary glomerular disease|UMLS|E0699876|E0504916|acronym|||||
|R187276|PGD|S054722|pgd|prostaglandin D|L135037|prostaglandin D|UMLS|E0699876|E0504917|acronym|||||
|R187305|PIN|S055221|pin|pinacidil|L128978|pinacidil|UMLS|E0699893|E0218351|abbreviation|||||
|R187307|PHE|S054950|phe|phenylalanine|L127510|phenylalanine|UMLS|E0699894|E0047229|abbreviation|||||
|R187308|PHE|S054950|phe|phenyl-alanine|L127475||UMLS|E0699894|E0047229|abbreviation|||||
|R187309|PHE|S054950|phe|phenylephrine|L127556|phenylephrine|UMLS|E0699894|E0047233|abbreviation|||||
|R187310|PHE|S054950|phe|phenanthrene|L127379|phenanthrene|UMLS|E0699894|E0047191|abbreviation|||||
|R187311|PHE|S054950|phe|fentolamin|L076951|fentolamin|UMLS|E0699894|E0047227|abbreviation|||||
|R187312|PHE|S054950|phe|phentolamine|L127439|fentolamin|UMLS|E0699894|E0047227|abbreviation|||||
|R187313|PHE|S054950|phe|phenol|L127401|phenol|UMLS|E0699894|E0047202|abbreviation|||||
|R187316|PHE|S054950|phe|phenobarbital|L127396|phenobarbital|UMLS|E0699894|E0047199|abbreviation|||||
|R187317|PHE|S054950|phe|phenobarbitol|L127398|phenobarbital|UMLS|E0699894|E0047199|abbreviation|||||
|R187318|PHE|S054950|phe|phenylephrine|L127556|phenylephrine|UMLS|E0699895|E0047233|abbreviation|||||
|R187320|Phe|S057918|phe|phenylephrine|L127556|phenylephrine|UMLS|E0699895|E0047233|abbreviation|||||
|R187321|PHE|S054950|phe|phenylalanine|L127510|phenylalanine|UMLS|E0699896|E0047229|abbreviation|||||
|R187322|PHE|S054950|phe|phenyl-alanine|L127475||UMLS|E0699896|E0047229|abbreviation|||||
|R187323|Phe|S057918|phe|phenylalanine|L127510|phenylalanine|UMLS|E0699896|E0047229|abbreviation|||||
|R187324|Phe|S057918|phe|phenyl-alanine|L127475||UMLS|E0699896|E0047229|abbreviation|||||
|R187452|PDMS|S054203|pdms|plasma desorption mass spectrometry|L129282|plasma desorption mass spectrometry|UMLS|E0699960|E0500464|acronym|||||
|R187453|PDMS|S054203|pdms|patient data management system|L125049|patient data management system|UMLS|E0699960|E0045990|acronym|||||
|R187454|PDMS|S054203|pdms|Peabody Developmental Motor Scale|L026194|Peabody Developmental Motor Scale|UMLS|E0699960|E0695096|acronym|||||
|R187464|PGC|S054698|pgc|glomerular capillary pressure|L081939|glomerular capillary pressure|UMLS|E0699973|E0699967|acronym|||||
|R187468|PGC|S054698|pgc|glomerular capillary pressure|L081939|glomerular capillary pressure|UMLS|E0699974|E0699967|acronym|||||
|R187469|PGC|S054698|pgc|nucleus reticularis paragigantocellularis|L120340|nucleus reticularis paragigantocellularis|UMLS|E0699974|E0043201|acronym|||||
|R187470|Pgc|S057835|pgc|glomerular capillary pressure|L081939|glomerular capillary pressure|UMLS|E0699974|E0699967|acronym|||||
|R187472|PGC|S054698|pgc|porcine granulosa cell|L131343|porcine granulosa cell|UMLS|E0699975|E0699969|acronym|||||
|R187474|PEC|S054280|pec|porcine endothelial cell|L131333|porcine endothelial cell|UMLS|E0699980|E0699976|acronym|||||
|R187476|PEC|S054280|pec|pectin|L125319|pectin|UMLS|E0699981|E0046085|abbreviation|||||
|R187482|PNP|S055990|pnp|para-nitrophenol|L124243||UMLS|E0699990|E0418827|acronym|||||
|R187486|PTC|S056927|ptc|phosphatidylcholine|L127811|phosphatidylcholine|UMLS|E0700003|E0047411|acronym|||||
|R187487|PTC|S056927|ptc|phosphatidyl choline|L127758|phosphatidylcholine|UMLS|E0700003|E0047411|acronym|||||
|R187488|PTC|S056927|ptc|phosphatidyl-choline|L127786|phosphatidylcholine|UMLS|E0700003|E0047411|acronym|||||
|R187544|NOK|S049019|nok|next of kin|L117290||UMLS|E0700030|E0700026|acronym|||||
|R187545|NOK|S049019|nok|next-of-kin|L117292||UMLS|E0700030|E0700026|acronym|||||
|R187667|PO|S056025|po|posterior|L132135|posterior|UMLS|E0700083|E0049133|abbreviation|||||
|R187783|PS1|S056725|ps1|presenilin 1|L133612|presenilin 1|UMLS|E0700157|E0700155|acronym|||||
|R187784|PS1|S056725|ps1|presenilin-1|L133618|presenilin 1|UMLS|E0700157|E0700155|acronym|||||
|R187852|psi|S097100|psi|pseudouridine|L136189|pseudouridine|UMLS|E0700216|E0050832|abbreviation|||||
|R187853|psi|S097100|psi|packaging signal|L123625|packaging signal|UMLS|E0700216|E0700187|abbreviation|||||
|R187931|PRO|S056582|pro|propranolol|L134962|propranolol|UMLS|E0700268|E0050441|abbreviation|||||
|R187932|PRO|S056582|pro|protein|L135408|protein|UMLS|E0700268|E0050550|abbreviation|||||
|R187933|PRO|S056582|pro|protease|L135309|protease|UMLS|E0700268|E0050534|abbreviation|||||
|R187934|PRO|S056582|pro|progesterone|L134459|progesterone|UMLS|E0700268|E0050232|abbreviation|||||
|R187935|PRO|S056582|pro|proestrus|L134421|proestrus|UMLS|E0700268|E0050184|abbreviation|||||
|R187936|PRO|S056582|pro|prooestrus|L134892|proestrus|UMLS|E0700268|E0050184|abbreviation|||||
|R187937|PRO|S056582|pro|pro-estrus|L134199||UMLS|E0700268|E0050184|abbreviation|||||
|R187938|PRO|S056582|pro|pro-oestrus|L134221||UMLS|E0700268|E0050184|abbreviation|||||
|R187939|PRO|S056582|pro|propafenone|L134897|propafenone|UMLS|E0700268|E0301995|abbreviation|||||
|R188048|PER|S054484|per|perindopril|L126277|perindopril|UMLS|E0700322|E0309268|abbreviation|||||
|R188050|PER|S054484|per|period|L126296|period|UMLS|E0700323|E0046628|abbreviation|||||
