GroupID|EntryID|SF|SFUI|NormSF|NSFUI|PrefSF|LF|LFUI|NormLF|PrefLF|Source|SFEUI|LFEUI|Type|Score|Count|Frequency|UMLS.CUI
|E183091|NOR|S049040|nor|N048897||noradrenalin|L119321|noradrenalin||UMLS|E0697470|E0042997|abbreviation||||
|E183092|NOR|S049040|nor|N048897||noradrenaline|L119322|noradrenalin||UMLS|E0697470|E0042997|abbreviation||||
|E183093|NOR|S049040|nor|N048897||nor-adrenalin|L119310|||UMLS|E0697470|E0042997|abbreviation||||
|E183094|NOR|S049040|nor|N048897||nor-adrenaline|L119311|||UMLS|E0697470|E0042997|abbreviation||||
|E183105|NOR|S049040|nor|N048897||normal|L119370|normal||UMLS|E0697472|E0043012|abbreviation||||
|E183112|NOS|S049052|nos|N048918||nopaline synthase|L119309|nopaline synthase||UMLS|E0697483|E0697481|abbreviation||||
|E183141|NPA|S049111|npa|N048979||National Perinatal Association|L024263|National Perinatal Association||UMLS|E0697501|E0209980|acronym||||
|E183142|NPA|S049111|npa|N048979||National Pharmaceutical Association|L024264|National Pharmaceutical Association||UMLS|E0697501|E0209983|acronym||||
|E183143|NPA|S049111|npa|N048979||National Pituitary Agency|L024266|National Pituitary Agency||UMLS|E0697501|E0209982|acronym||||
|E183338|NPT|S049211|npt|N049085||neomycin phosphotransferase|L116047|neomycin phosphotransferase||UMLS|E0697569|E0696870|acronym||||
|E183377|NRC|S049288|nrc|N049150||Nuclear Regulatory Commission|L024947|Nuclear Regulatory Commission||UMLS|E0697600|E0209986|acronym||||
|E183378|NRC|S049288|nrc|N049150||National Research Council|L024281|National Research Council||UMLS|E0697600|E0209985|acronym||||
|E183461|NRL|S049333|nrl|N049196||neural retina leucine zipper protein|L116372|neural retina leucine zipper protein||UMLS|E0697632|E0697625|acronym||||
|E183462|NRL|S049333|nrl|N049196||neural retina leucine-zipper protein|L116374|neural retina leucine zipper protein||UMLS|E0697632|E0697625|acronym||||
|E183463|NRL|S049333|nrl|N049196||neural-retina leucine zipper protein|L116435|neural retina leucine zipper protein||UMLS|E0697632|E0697625|acronym||||
|E183464|NRL|S049333|nrl|N049196||neural-retina leucine-zipper protein|L116437|neural retina leucine zipper protein||UMLS|E0697632|E0697625|acronym||||
|E183465|NRL|S049333|nrl|N049196||neural retina leucine zipper|L116371|neural retina leucine zipper||UMLS|E0697632|E0697624|acronym||||
|E183466|NRL|S049333|nrl|N049196||neural retina leucine-zipper|L116373|neural retina leucine zipper||UMLS|E0697632|E0697624|acronym||||
|E183467|NRL|S049333|nrl|N049196||neural-retina leucine zipper|L116434|neural retina leucine zipper||UMLS|E0697632|E0697624|acronym||||
|E183468|NRL|S049333|nrl|N049196||neural-retina leucine-zipper|L116436|neural retina leucine zipper||UMLS|E0697632|E0697624|acronym||||
|E183665|NTA|S049551|nta|N049421||National Tuberculosis Association|L024307|National Tuberculosis Association||UMLS|E0697767|E0004411|acronym||||
|E183821|Nuc|S050508|nuc|N049507||nuclease|L120006|nuclease||UMLS|E0697852|E0043166|abbreviation||||
|E183822|Nuc|S050508|nuc|N049507||nucleosome|L120153|nucleosome||UMLS|E0697852|E0043193|abbreviation||||
|E183867|NVB|S049655|nvb|N049557||novobiocin|L119707|novobiocin||UMLS|E0697879|E0043139|abbreviation||||
|E183896|NY|S049693|ny|N049596||New York|L024600|New York||UMLS|E0697909|E0004452|acronym||||
|E184037|OB|S050871|ob|N049971||osteoblast|L122611|osteoblast||UMLS|E0698056|E0069543|acronym||||
|E184039|OB|S050871|ob|N049971||obesity|L120525|obesity||UMLS|E0698056|E0043331|abbreviation||||
|E184041|OB|S050871|ob|N049971||osteoblast|L122611|osteoblast||UMLS|E0698057|E0069543|acronym||||
|E184042|ob|S093904|ob|N049971||osteoblast|L122611|osteoblast||UMLS|E0698057|E0069543|acronym||||
|E184119|OC|S050903|oc|N050006||open circular|L121615|open circular||UMLS|E0698105|E0748083|acronym||||
|E184120|OC|S050903|oc|N050006||open-circular|L121678|open circular||UMLS|E0698105|E0748083|acronym||||
|E184147|OCC|S050915|occ|N050021||occiput|L120684|occiput||UMLS|E0698129|E0043489|abbreviation||||
|E184148|OCC|S050915|occ|N050021||occlusion|L120690|occlusion||UMLS|E0698129|E0043496|abbreviation||||
|E184149|OCC|S050915|occ|N050021||occupation|L120718|occupation||UMLS|E0698129|E0043504|abbreviation||||
|E184150|OCC|S050915|occ|N050021||occurence|L120750|occurence||UMLS|E0698129|E0043516|abbreviation||||
|E184151|OCC|S050915|occ|N050021||occurrence|L120751|occurence||UMLS|E0698129|E0043516|abbreviation||||
|E184201|OCT|S050942|oct|N050055||organic cation transporter|L122185|organic cation transporter||UMLS|E0698163|E0698151|acronym||||
|E184203|OCT|S050942|oct|N050055||octopamine|L120849|octopamine||UMLS|E0698163|E0067768|abbreviation||||
|E184257|OD|S050963|od|N050084||Doctor of Optometry|L012001|||UMLS|E0698220|E0210032|acronym||||
|E184572|OHP|S051161|ohp|N050283||hydroxyproline|L091621|hydroxyproline||UMLS|E0698415|E0032548|abbreviation||||
|E184573|OHP|S051161|ohp|N050283||hydroxy-proline|L091455|||UMLS|E0698415|E0032548|abbreviation||||
|E184656|NW|S049676|nw|N049579||Northwest|L024894|Northwest||UMLS|E0698450|E0004493|acronym||||
|E184657|NW|S049676|nw|N049579||northwest|L119645|Northwest||UMLS|E0698450|E0004493|acronym||||
|E184659|NW|S049676|nw|N049579||Northwest|L024894|Northwest||UMLS|E0698451|E0697888|acronym||||
|E184660|NW|S049676|nw|N049579||northwest|L119645|Northwest||UMLS|E0698451|E0697888|acronym||||
|E184662|NW|S049676|nw|N049579||north-west|L119640|||UMLS|E0698451|E0697888|acronym||||
|E184887|OM|S051270|om|N050410||omental|L121453|omental||UMLS|E0698582|E0043757|abbreviation||||
|E184907|OME|S051288|ome|N050429||omeprazole|L121455|omeprazole||UMLS|E0698598|E0418024|abbreviation||||
|E185215|OP|S051388|op|N050571||opaque|L121603|opaque||UMLS|E0698739|E0043884|abbreviation||||
|E185271|OPZ|S051471|opz|N050673||opsonised zymosan|L121807|||UMLS|E0698798|E0698796|abbreviation||||
|E185272|OPZ|S051471|opz|N050673||opsonized zymosan|L121808|||UMLS|E0698798|E0698796|abbreviation||||
|E185279|OPS|S051463|ops|N050664||O-polysaccharide|L025063|||UMLS|E0698804|E0698802|acronym||||
|E185566|OST|S051623|ost|N050848||organic solute transporter|L122213|organic solute transporter||UMLS|E0699013|E0699010|acronym||||
|E185631|OT|S051631|ot|N050857||Orientia tsutsugamushi|L025395|Orientia tsutsugamushi||UMLS|E0699066|E0353720|acronym||||
|E185740|OX|S051713|ox|N050944||oxazolone|L123100|oxazolone||UMLS|E0699127|E0044828|abbreviation||||
|E185741|OX|S051713|ox|N050944||oxalate|L123087|oxalate||UMLS|E0699127|E0044808|abbreviation||||
|E185742|OX|S051713|ox|N050944||oxaliplatin|L123090|oxaliplatin||UMLS|E0699127|E0305364|abbreviation||||
|E185743|OX|S051713|ox|N050944||oxalic acid|L123089|oxalic acid||UMLS|E0699127|E0071129|abbreviation||||
|E185744|OX|S051713|ox|N050944||oxandrolone|L123095|oxandrolone||UMLS|E0699127|E0044819|abbreviation||||
|E185745|OX|S051713|ox|N050944||oxidation|L123107|oxidation||UMLS|E0699127|E0044836|abbreviation||||
|E185746|OX|S051713|ox|N050944||oxydation|L123220|oxidation||UMLS|E0699127|E0044836|abbreviation||||
|E185757|OXT|S051751|oxt|N051010||oxytocin|L123360|oxytocin||UMLS|E0699129|E0044930|abbreviation||||
|E185765|OXO|S051743|oxo|N050995||oxalate oxidase|L123088|oxalate oxidase||UMLS|E0699133|E0699131|abbreviation||||
|E185767|OXO|S051743|oxo|N050995||oxotremorine|L123207|oxotremorine||UMLS|E0699134|E0044866|abbreviation||||
|E185768|OXO|S051743|oxo|N050995||oxytremorine|L123368|oxotremorine||UMLS|E0699134|E0044866|abbreviation||||
|E185769|OXO|S051743|oxo|N050995||oxonate|L123203|oxonate||UMLS|E0699134|E0509614|abbreviation||||
|E185770|OXO|S051743|oxo|N050995||oxolinic acid|L123202|oxolinic acid||UMLS|E0699134|E0044858|abbreviation||||
|E185785|OXA|S051737|oxa|N050973||orexin A|L122136|orexin A||UMLS|E0699138|E0566886|abbreviation||||
|E185786|OXA|S051737|oxa|N050973||orexin-A|L122146|orexin A||UMLS|E0699138|E0566886|abbreviation||||
|E185829|P|S052024|p|N051035||phosphorus|L128339|phosphorus||UMLS|E0699175|E0047494|abbreviation||||
|E185841|P|S052024|p|N051035||pressure|L133641|pressure||UMLS|E0699175|E0049868|abbreviation||||
|E185849|p|S094283|p|N051035||pint|L128999|pint||UMLS|E0699178|E0048001|abbreviation||||
|E185850|p|S094283|p|N051035||pupil|L136727|pupil||UMLS|E0699178|E0051208|abbreviation||||
|E185851|p|S094283|p|N051035||proton|L135925|proton||UMLS|E0699178|E0050605|abbreviation||||
|E185852|p|S094283|p|N051035||sound pressure|L149362|sound pressure||UMLS|E0699178|E0699179|abbreviation||||
|E186234|PGP|S054835|pgp|N054271||P-glycoprotein|L025584|||UMLS|E0699364|E0694317|acronym||||
|E186235|PGP|S054835|pgp|N054271||phosphoglycoprotein|L128047|phosphoglycoprotein||UMLS|E0699364|E0206379|acronym||||
|E186236|PGP|S054835|pgp|N054271||phospho-glycoprotein|L127958|||UMLS|E0699364|E0206379|acronym||||
|E186237|PGP|S054835|pgp|N054271||permeability glycoprotein|L126705|permeability glycoprotein||UMLS|E0699364|E0699360|acronym||||
|E186238|PGP|S054835|pgp|N054271||permeability-glycoprotein|L126714|permeability glycoprotein||UMLS|E0699364|E0699360|acronym||||
|E186314|PB|S053562|pb|N052917||postburn|L132086|postburn||UMLS|E0699456|E0418949|acronym||||
|E186315|PB|S053562|pb|N052917||post-burn|L131791|||UMLS|E0699456|E0418949|acronym||||
|E186405|PFC|S054592|pfc|N054015||perfluorochemical|L126092|perfluorochemical||UMLS|E0699493|E0337814|acronym||||
|E186417|PCP|S053906|pcp|N053268||parachlorophenol|L124324|parachlorophenol||UMLS|E0699511|E0067854|acronym||||
|E186418|PCP|S053906|pcp|N053268||para-chlorophenol|L124168|||UMLS|E0699511|E0067854|acronym||||
|E186452|PTA|S056908|pta|N057505||phosphotransacetylase|L128480|phosphotransacetylase||UMLS|E0699550|E0047514|acronym||||
|E186472|PCD|S053794|pcd|N053151||Purkinje cell degeneration|L027951|Purkinje cell degeneration||UMLS|E0699565|E0699561|acronym||||
|E186475|PRV|S056658|prv|N057161||pseudorabies virus|L136180|pseudorabies virus||UMLS|E0699572|E0209671|acronym||||
|E186476|PRV|S056658|prv|N057161||pseudo-rabies virus|L136125|||UMLS|E0699572|E0209671|acronym||||
|E186494|PAD|S053248|pad|N052535||probable Alzheimer's disease|L134282|||UMLS|E0699582||acronym||||
|E186537|PID|S055176|pid|N054828||postinfection day|L132340|postinfection day||UMLS|E0699601|E0699598|acronym||||
|E186538|PID|S055176|pid|N054828||post infection day|L131683|postinfection day||UMLS|E0699601|E0699598|acronym||||
|E186539|PID|S055176|pid|N054828||post-infection day|L131859|postinfection day||UMLS|E0699601|E0699598|acronym||||
|E186540|PID|S055176|pid|N054828||postinoculation day|L132352|postinoculation day||UMLS|E0699601|E0699587|acronym||||
|E186541|PID|S055176|pid|N054828||post-inoculation day|L131867|||UMLS|E0699601|E0699587|acronym||||
|E186577|PM|S055749|pm|N055481||postmortem|L132392|postmortem||UMLS|E0699638|E0049354|acronym||||
|E186578|PM|S055749|pm|N055481||post mortem|L131701|postmortem||UMLS|E0699638|E0049354|acronym||||
|E186579|PM|S055749|pm|N055481||post-mortem|L131905|postmortem||UMLS|E0699638|E0049354|acronym||||
|E186583|PM|S055749|pm|N055481||postmortem|L132392|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186584|PM|S055749|pm|N055481||post mortem|L131701|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186585|PM|S055749|pm|N055481||post-mortem|L131905|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186586|pm|S096084|pm|N055481||postmortem|L132392|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186587|pm|S096084|pm|N055481||post mortem|L131701|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186588|pm|S096084|pm|N055481||post-mortem|L131905|postmortem||UMLS|E0699639|E0049353|acronym||||
|E186703|Pn|S058111|pn|N055639||photosynthesis|L128656|photosynthesis||UMLS|E0699725|E0047629|abbreviation||||
|E186704|Pn|S058111|pn|N055639||photosynthesis rate|L128657|photosynthesis rate||UMLS|E0699725|E0699724|abbreviation||||
|E186847|pol|S096170|pol|N055817||polymerase|L130790|polymerase||UMLS|E0699838|E0048767|abbreviation||||
|E186948|Pol eta|S058159|pol eta|N055821||polymerase eta|L130865|polymerase eta||UMLS|E0699846|E0582510|abbreviation||||
|E186949|Pol eta|S058159|pol eta|N055821||polymerase-eta|L130898|polymerase eta||UMLS|E0699846|E0582510|abbreviation||||
|E186950|Pol eta|S058159|pol eta|N055821||polymerase η|L130877|||UMLS|E0699846|E0582510|abbreviation||||
|E186951|Pol eta|S058159|pol eta|N055821||polymerase-η|L130908|||UMLS|E0699846|E0582510|abbreviation||||
|E186952|Pol eta|S058159|pol eta|N055821||DNA polymerase eta|L011158|DNA polymerase eta||UMLS|E0699846|E0528006|abbreviation||||
|E186953|Pol eta|S058159|pol eta|N055821||DNA polymerase-eta|L011170|DNA polymerase eta||UMLS|E0699846|E0528006|abbreviation||||
|E186954|Pol eta|S058159|pol eta|N055821||DNA polymerase η|L011166|||UMLS|E0699846|E0528006|abbreviation||||
|E186955|Pol eta|S058159|pol eta|N055821||DNA polymerase-η|L011173|||UMLS|E0699846|E0528006|abbreviation||||
|E186956|pol eta|S096181|pol eta|N055821||polymerase eta|L130865|polymerase eta||UMLS|E0699846|E0582510|abbreviation||||
|E186957|pol eta|S096181|pol eta|N055821||polymerase-eta|L130898|polymerase eta||UMLS|E0699846|E0582510|abbreviation||||
|E186958|pol eta|S096181|pol eta|N055821||polymerase η|L130877|||UMLS|E0699846|E0582510|abbreviation||||
|E186959|pol eta|S096181|pol eta|N055821||polymerase-η|L130908|||UMLS|E0699846|E0582510|abbreviation||||
|E186960|pol eta|S096181|pol eta|N055821||DNA polymerase eta|L011158|DNA polymerase eta||UMLS|E0699846|E0528006|abbreviation||||
|E186961|pol eta|S096181|pol eta|N055821||DNA polymerase-eta|L011170|DNA polymerase eta||UMLS|E0699846|E0528006|abbreviation||||
|E186962|pol eta|S096181|pol eta|N055821||DNA polymerase η|L011166|||UMLS|E0699846|E0528006|abbreviation||||
|E186963|pol eta|S096181|pol eta|N055821||DNA polymerase-η|L011173|||UMLS|E0699846|E0528006|abbreviation||||
|E187268|PGD|S054722|pgd|N054158||preimplantation genetic diagnosis|L133328|preimplantation genetic diagnosis||UMLS|E0699876|E0504915|acronym||||
|E187269|PGD|S054722|pgd|N054158||pre-implantation genetic diagnosis|L132922|||UMLS|E0699876|E0504915|acronym||||
|E187271|PGD|S054722|pgd|N054158||prolonged grief disorder|L134794|prolonged grief disorder||UMLS|E0699876|E0694751|acronym||||
|E187272|PGD|S054722|pgd|N054158||phosphogluconate dehydrogenase|L128029|phosphogluconate dehydrogenase||UMLS|E0699876|E0047444|acronym||||
|E187274|PGD|S054722|pgd|N054158||primary glomerular disease|L133911|primary glomerular disease||UMLS|E0699876|E0504916|acronym||||
|E187276|PGD|S054722|pgd|N054158||prostaglandin D|L135037|prostaglandin D||UMLS|E0699876|E0504917|acronym||||
|E187305|PIN|S055221|pin|N054882||pinacidil|L128978|pinacidil||UMLS|E0699893|E0218351|abbreviation||||
|E187307|PHE|S054950|phe|N054450||phenylalanine|L127510|phenylalanine||UMLS|E0699894|E0047229|abbreviation||||
|E187308|PHE|S054950|phe|N054450||phenyl-alanine|L127475|||UMLS|E0699894|E0047229|abbreviation||||
|E187309|PHE|S054950|phe|N054450||phenylephrine|L127556|phenylephrine||UMLS|E0699894|E0047233|abbreviation||||
|E187310|PHE|S054950|phe|N054450||phenanthrene|L127379|phenanthrene||UMLS|E0699894|E0047191|abbreviation||||
|E187311|PHE|S054950|phe|N054450||fentolamin|L076951|fentolamin||UMLS|E0699894|E0047227|abbreviation||||
|E187312|PHE|S054950|phe|N054450||phentolamine|L127439|fentolamin||UMLS|E0699894|E0047227|abbreviation||||
|E187313|PHE|S054950|phe|N054450||phenol|L127401|phenol||UMLS|E0699894|E0047202|abbreviation||||
|E187316|PHE|S054950|phe|N054450||phenobarbital|L127396|phenobarbital||UMLS|E0699894|E0047199|abbreviation||||
|E187317|PHE|S054950|phe|N054450||phenobarbitol|L127398|phenobarbital||UMLS|E0699894|E0047199|abbreviation||||
|E187318|PHE|S054950|phe|N054450||phenylephrine|L127556|phenylephrine||UMLS|E0699895|E0047233|abbreviation||||
|E187320|Phe|S057918|phe|N054450||phenylephrine|L127556|phenylephrine||UMLS|E0699895|E0047233|abbreviation||||
|E187321|PHE|S054950|phe|N054450||phenylalanine|L127510|phenylalanine||UMLS|E0699896|E0047229|abbreviation||||
|E187322|PHE|S054950|phe|N054450||phenyl-alanine|L127475|||UMLS|E0699896|E0047229|abbreviation||||
|E187323|Phe|S057918|phe|N054450||phenylalanine|L127510|phenylalanine||UMLS|E0699896|E0047229|abbreviation||||
|E187324|Phe|S057918|phe|N054450||phenyl-alanine|L127475|||UMLS|E0699896|E0047229|abbreviation||||
|E187452|PDMS|S054203|pdms|N053536||plasma desorption mass spectrometry|L129282|plasma desorption mass spectrometry||UMLS|E0699960|E0500464|acronym||||
|E187453|PDMS|S054203|pdms|N053536||patient data management system|L125049|patient data management system||UMLS|E0699960|E0045990|acronym||||
|E187454|PDMS|S054203|pdms|N053536||Peabody Developmental Motor Scale|L026194|Peabody Developmental Motor Scale||UMLS|E0699960|E0695096|acronym||||
|E187464|PGC|S054698|pgc|N054135||glomerular capillary pressure|L081939|glomerular capillary pressure||UMLS|E0699973|E0699967|acronym||||
|E187468|PGC|S054698|pgc|N054135||glomerular capillary pressure|L081939|glomerular capillary pressure||UMLS|E0699974|E0699967|acronym||||
|E187469|PGC|S054698|pgc|N054135||nucleus reticularis paragigantocellularis|L120340|nucleus reticularis paragigantocellularis||UMLS|E0699974|E0043201|acronym||||
|E187470|Pgc|S057835|pgc|N054135||glomerular capillary pressure|L081939|glomerular capillary pressure||UMLS|E0699974|E0699967|acronym||||
|E187472|PGC|S054698|pgc|N054135||porcine granulosa cell|L131343|porcine granulosa cell||UMLS|E0699975|E0699969|acronym||||
|E187474|PEC|S054280|pec|N053608||porcine endothelial cell|L131333|porcine endothelial cell||UMLS|E0699980|E0699976|acronym||||
|E187476|PEC|S054280|pec|N053608||pectin|L125319|pectin||UMLS|E0699981|E0046085|abbreviation||||
|E187482|PNP|S055990|pnp|N055722||para-nitrophenol|L124243|||UMLS|E0699990|E0418827|acronym||||
|E187486|PTC|S056927|ptc|N057528||phosphatidylcholine|L127811|phosphatidylcholine||UMLS|E0700003|E0047411|acronym||||
|E187487|PTC|S056927|ptc|N057528||phosphatidyl choline|L127758|phosphatidylcholine||UMLS|E0700003|E0047411|acronym||||
|E187488|PTC|S056927|ptc|N057528||phosphatidyl-choline|L127786|phosphatidylcholine||UMLS|E0700003|E0047411|acronym||||
|E187544|NOK|S049019|nok|N048752||next of kin|L117290|||UMLS|E0700030|E0700026|acronym||||
|E187545|NOK|S049019|nok|N048752||next-of-kin|L117292|||UMLS|E0700030|E0700026|acronym||||
|E187667|PO|S056025|po|N055757||posterior|L132135|posterior||UMLS|E0700083|E0049133|abbreviation||||
|E187783|PS1|S056725|ps1|N057226||presenilin 1|L133612|presenilin 1||UMLS|E0700157|E0700155|acronym||||
|E187784|PS1|S056725|ps1|N057226||presenilin-1|L133618|presenilin 1||UMLS|E0700157|E0700155|acronym||||
|E187852|psi|S097100|psi|N057351||pseudouridine|L136189|pseudouridine||UMLS|E0700216|E0050832|abbreviation||||
|E187853|psi|S097100|psi|N057351||packaging signal|L123625|packaging signal||UMLS|E0700216|E0700187|abbreviation||||
|E187931|PRO|S056582|pro|N056905||propranolol|L134962|propranolol||UMLS|E0700268|E0050441|abbreviation||||
|E187932|PRO|S056582|pro|N056905||protein|L135408|protein||UMLS|E0700268|E0050550|abbreviation||||
|E187933|PRO|S056582|pro|N056905||protease|L135309|protease||UMLS|E0700268|E0050534|abbreviation||||
|E187934|PRO|S056582|pro|N056905||progesterone|L134459|progesterone||UMLS|E0700268|E0050232|abbreviation||||
|E187935|PRO|S056582|pro|N056905||proestrus|L134421|proestrus||UMLS|E0700268|E0050184|abbreviation||||
|E187936|PRO|S056582|pro|N056905||prooestrus|L134892|proestrus||UMLS|E0700268|E0050184|abbreviation||||
|E187937|PRO|S056582|pro|N056905||pro-estrus|L134199|||UMLS|E0700268|E0050184|abbreviation||||
|E187938|PRO|S056582|pro|N056905||pro-oestrus|L134221|||UMLS|E0700268|E0050184|abbreviation||||
|E187939|PRO|S056582|pro|N056905||propafenone|L134897|propafenone||UMLS|E0700268|E0301995|abbreviation||||
|E188048|PER|S054484|per|N053875||perindopril|L126277|perindopril||UMLS|E0700322|E0309268|abbreviation||||
|E188050|PER|S054484|per|N053875||period|L126296|period||UMLS|E0700323|E0046628|abbreviation||||
|E188051|PER|S054484|per|N053875||PERIOD protein|L025683|PERIOD protein||UMLS|E0700323|E0700318|abbreviation||||
|E188052|PER|S054484|per|N053875||period protein|L126302|PERIOD protein||UMLS|E0700323|E0700318|abbreviation||||
|E188066|Put|S058661|put|N057850||putrescin|L136876|putrescin||UMLS|E0700327|E0051319|abbreviation||||
|E188067|Put|S058661|put|N057850||putrescine|L136877|putrescin||UMLS|E0700327|E0051319|abbreviation||||
|E188068|Put|S058661|put|N057850||putamen|L136870|putamen||UMLS|E0700327|E0051311|abbreviation||||
|E188069|Put|S058661|put|N057850||proline utilisation|L134754|proline utilisation||UMLS|E0700327|E0700324|abbreviation||||
|E188070|Put|S058661|put|N057850||proline utilization|L134755|proline utilisation||UMLS|E0700327|E0700324|abbreviation||||
|E188072|PYR|S057382|pyr|N058043||pyrene|L136932|pyrene||UMLS|E0700332|E0070203|abbreviation||||
|E188073|PYR|S057382|pyr|N058043||pyruvate|L137066|pyruvate||UMLS|E0700332|E0302112|abbreviation||||
|E188074|Pyr|S058717|pyr|N058043||pyrene|L136932|pyrene||UMLS|E0700332|E0070203|abbreviation||||
|E188075|Pyr|S058717|pyr|N058043||pyruvate|L137066|pyruvate||UMLS|E0700332|E0302112|abbreviation||||
|E188090|PGN|S054832|pgn|N054267||plasminogen|L129500|plasminogen||UMLS|E0700339|E0048224|abbreviation||||
|E188152|Pf|S057781|pf|N053995||water permeability coefficient|L168158|water permeability coefficient||UMLS|E0700365|E0700353|abbreviation||||
|E188154|PF|S054573|pf|N053995||postfertilisation|L132319|postfertilisation||UMLS|E0700366|E0417839|acronym||||
|E188155|PF|S054573|pf|N053995||postfertilization|L132320|postfertilisation||UMLS|E0700366|E0417839|acronym||||
|E188156|PF|S054573|pf|N053995||post-fertilisation|L131841|postfertilisation||UMLS|E0700366|E0417839|acronym||||
|E188157|PF|S054573|pf|N053995||post-fertilization|L131842|postfertilisation||UMLS|E0700366|E0417839|acronym||||
|E188166|PF|S054573|pf|N053995||postfertilisation|L132319|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188167|PF|S054573|pf|N053995||postfertilization|L132320|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188170|PF|S054573|pf|N053995||post-fertilisation|L131841|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188171|PF|S054573|pf|N053995||post-fertilization|L131842|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188172|pF|S094914|pf|N053995||postfertilisation|L132319|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188173|pF|S094914|pf|N053995||postfertilization|L132320|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188176|pF|S094914|pf|N053995||post-fertilisation|L131841|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188177|pF|S094914|pf|N053995||post-fertilization|L131842|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188178|pf|S095630|pf|N053995||postfertilisation|L132319|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188179|pf|S095630|pf|N053995||postfertilization|L132320|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188182|pf|S095630|pf|N053995||post-fertilisation|L131841|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188183|pf|S095630|pf|N053995||post-fertilization|L131842|postfertilisation||UMLS|E0700367|E0700360|acronym||||
|E188188|PNG|S055970|png|N055701||Papua New Guinean|L025957|Papua New Guinean||UMLS|E0700373|E0700370|acronym||||
|E188189|PNG|S055970|png|N055701||PAN GU|L025632|PAN GU||UMLS|E0700374|E0700368|abbreviation||||
|E188190|PNG|S055970|png|N055701||pan gu|L123877|PAN GU||UMLS|E0700374|E0700368|abbreviation||||
|E188193|PKC|S055348|pkc|N055019||proteinkinase C|L135855|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188194|PKC|S055348|pkc|N055019||protein kinase C|L135526|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188195|PKC|S055348|pkc|N055019||proteinkinase-C|L135857|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188196|PKC|S055348|pkc|N055019||protein kinase-C|L135651|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188197|PKC|S055348|pkc|N055019||protein-kinase C|L135799|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188198|PKC|S055348|pkc|N055019||protein-kinase-C|L135800|proteinkinase C||UMLS|E0700375|E0050561|acronym||||
|E188244|PLA|S055487|pla|N055160||placebo|L129095|placebo||UMLS|E0700409|E0048120|abbreviation||||
|E188245|PLA|S055487|pla|N055160||left atrial pressure|L101873|left atrial pressure||UMLS|E0700409|E0579939|abbreviation||||
|E188246|PLA|S055487|pla|N055160||left-atrial pressure|L102180|left atrial pressure||UMLS|E0700409|E0579939|abbreviation||||
|E188250|PLA|S055487|pla|N055160||left atrial pressure|L101873|left atrial pressure||UMLS|E0700410|E0579939|abbreviation||||
|E188251|PLA|S055487|pla|N055160||left-atrial pressure|L102180|left atrial pressure||UMLS|E0700410|E0579939|abbreviation||||
|E188252|Pla|S058063|pla|N055160||left atrial pressure|L101873|left atrial pressure||UMLS|E0700410|E0579939|abbreviation||||
|E188253|Pla|S058063|pla|N055160||left-atrial pressure|L102180|left atrial pressure||UMLS|E0700410|E0579939|abbreviation||||
|E188307|PPA|S056198|ppa|N056233||pulmonary artery pressure|L136406|pulmonary artery pressure||UMLS|E0700494|E0500001|acronym||||
|E188308|PPA|S056198|ppa|N056233||pulmonary-artery pressure|L136567|pulmonary artery pressure||UMLS|E0700494|E0500001|acronym||||
|E188309|PPA|S056198|ppa|N056233||pulmonary arterial pressure|L136369|pulmonary arterial pressure||UMLS|E0700494|E0355286|acronym||||
|E188379|PAC|S053212|pac|N052497||paclitaxel|L123644|paclitaxel||UMLS|E0700577|E0406270|abbreviation||||
|E188391|Po|S058130|po|N055757||open state probability|L121669|open state probability||UMLS|E0700592|E0629543|acronym||||
|E188392|Po|S058130|po|N055757||open-state probability|L121696|open state probability||UMLS|E0700592|E0629543|acronym||||
|E188393|Po|S058130|po|N055757||channel open probability|L056164|channel open probability||UMLS|E0700592|E0700077|acronym||||
|E188394|Po|S058130|po|N055757||open probability|L121640|open probability||UMLS|E0700592|E0700072|acronym||||
|E188462|PE|S054252|pe|N053580||periventricular nucleus|L126677|periventricular nucleus||UMLS|E0700622|E0700621|abbreviation||||
|E188464|PE|S054252|pe|N053580||postexposure|L132315|postexposure||UMLS|E0700623|E0049189|acronym||||
