LF1|LF2|Synonym
insulin-like growth factor-II receptor|insulin-like growth factor-I receptor|Y
electrostatic capacity|electro-static capacity|Y
Structured Clinical Interview for DSM IV|Structured Clinical Interview for DSM-IV|Y
gastro-intestinal transit|gastrointestinal transit|Y
recurrent urinary tract infection|recurrent urinary tract infections|Y
pentylenetetrazol-kindled|pentylene tetrazol-kindled|Y
pentylenetetrazol-kindled|pentylenetetrazole-kindled|Y
pentylenetetrazol-kindled|pentylene-tetrazol-kindled|Y
cell-penetrating peptides|cell-penetrating peptide|Y
phospholipase-C-related catalytically inactive protein|phospholipase C-related catalytically inactive protein|Y
interleukin-11 receptor alpha subunit|interleukine-11 receptor alpha subunit|Y
thermoluminescence dosemeter|thermoluminescence dosemeters|Y
Wiskott-Aldrich syndrome protein homology 2|Wiskott-Aldrich syndrome protein homology 1|Y
peroxisome-proliferator-activated receptor-β|peroxisome proliferator-activated receptor-β|Y
trans-mural myocardial infarction|transmural myocardial infarction|Y
autolysed antigen-extracted allogeneic bone|autolysed antigen extracted allogeneic bone|Y
autolysed antigen-extracted allogeneic bone|autolyzed antigen-extracted allogeneic bone|Y
anti-T-cell receptor alpha/beta monoclonal antibody|anti-T-cell receptor alpha beta monoclonal antibody|Y
anti-T-cell receptor alpha/beta monoclonal antibody|anti-T cell receptor alpha/beta monoclonal antibody|Y
bacterial multicomponent mono-oxygenase|bacterial multicomponent monooxygenase|Y
intradermal reaction|intra-dermal reaction|Y
glycogen synthase kinase 3|glycogen synthase kinase 3β|Y
glycogen synthase kinase 3|glycogen synthase kinase 3α|Y
catalysed reporter deposition-fluorescence in situ hybridisation|catalysed reporter deposition fluorescence in situ hybridisation|Y
catalysed reporter deposition-fluorescence in situ hybridisation|catalysed reporter deposition-fluorescence in situ hybridization|Y
non-histone chromosomal protein|nonhistone chromosomal protein|Y
anti-intercellular adhesion molecule1 antibody|anti-intercellular adhesion molecule-1 antibody|Y
tanned-red-cell hemagglutination inhibition immunoassay|tanned-red-cell haemagglutination inhibition immunoassay|Y
inpatient rehabilitation facility|in-patient rehabilitation facility|Y
tumor necrosis factor-β production|tumour necrosis factor-β production|Y
polarization-division multiplexing quadrature phase shift keying|polarization division multiplexing quadrature phase shift keying|Y
polarization-division multiplexing quadrature phase shift keying|polarisation-division multiplexing quadrature phase shift keying|Y
polarization-division multiplexing quadrature phase shift keying|polarization-division-multiplexing quadrature phase shift keying|Y
retinoic-acid-receptor-related orphan receptor γ t|retinoic-acid-receptor-related orphan receptor γ T|Y
retinoic-acid-receptor-related orphan receptor γ t|retinoic-acid-receptor-related orphan receptor γ|Y
creatine phospho-kinase|creatine phosphokinase|Y
non-aqueous reversed phase high-performance liquid chromatography|nonaqueous reversed-phase high-performance liquid chromatography|Y
non-aqueous reversed phase high-performance liquid chromatography|non-aqueous reversed-phase high-performance liquid chromatography|Y
non-aqueous reversed phase high-performance liquid chromatography|non-aqueous reversed phase high performance liquid chromatography|Y
non-aqueous reversed phase high-performance liquid chromatography|nonaqueous reversed phase high performance liquid chromatography|Y
matrix assisted laser desorption ionization mass spectrometry|matrix-assisted laser desorption ionization mass spectrometry|Y
matrix assisted laser desorption ionization mass spectrometry|matrix assisted laser desorption ionisation mass spectrometry|Y
matrix assisted laser desorption ionization mass spectrometry|matrix assisted laser desorption ionization-mass spectrometry|Y
matrix assisted laser desorption ionization mass spectrometry|matrix assisted laser desorption-ionization mass spectrometry|Y
matrix assisted laser desorption ionization mass spectrometry|matrix assisted laser desorption/ionization mass spectrometry|Y
temperature programmed desorption mass spectrometry|temperature programed desorption mass spectrometry|Y
γ-glutamyl cysteine synthetase|γ-glutamylcysteine synthetase|Y
γ-glutamyl cysteine synthetase|γglutamyl cysteine synthetase|Y
distal inter-phalangeal joint|distal interphalangeal joint|Y
mitogen-activated protein kinase kinase kinase 3|mitogen-activated protein kinase kinase kinase 1|Y
mitogen-activated protein kinase kinase kinase 3|mitogen-activated protein kinase kinase kinase|Y
mitogen-activated protein kinase kinase kinase 3|mitogen activated protein kinase kinase kinase 3|Y
mitogen-activated protein kinase kinase kinase 3|mitogen-activated protein kinase kinase kinase 4|Y
nuclear-factor erythroid 2-related factor 2|nuclear factor erythroid 2-related factor 2|Y
anti-IL-6 receptor monoclonal antibody|antiIL-6 receptor monoclonal antibody|Y
anti-IL-6 receptor monoclonal antibody|anti-IL6 receptor monoclonal antibody|Y
hepatitis C virus genotype 3a|hepatitis C virus genotype 3|Y
B-cell-specific Moloney murine leukaemia virus integration site 1|B cell-specific Moloney murine leukaemia virus integration site 1|Y
B-cell-specific Moloney murine leukaemia virus integration site 1|B-cell-specific Moloney murine leukemia virus integration site 1|Y
maximum expiratory flow rate at 25% of vital capacity|maximum expiratory flow rate at 50% of vital capacity|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|Y
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Y
Women's Health and Aging Study I|Women's Health and Aging Study II|Y
nonaqueous reversed-phase high-performance liquid chromatography|non-aqueous reversed-phase high-performance liquid chromatography|Y
nonaqueous reversed-phase high-performance liquid chromatography|non-aqueous reversed-phase high performance liquid chromatography|Y
robust multiarray analysis|robust multi-array analysis|Y
Barrett's esophageal adenocarcinoma|Barrett's oesophageal adenocarcinoma|Y
dextranomer hyaluronic acid co-polymer|dextranomer hyaluronic acid copolymer|Y
IkappaB kinase complex|I-kappaB kinase complex|Y
serum insulin-like growth factor-1 level|serum insulin-like growth factor-I level|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype G|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype B|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype C|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype A|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype D|Y
human immunodeficiency virus type 1 subtype E|human immunodeficiency virus type 1 subtype F|Y
ouabain-like immunoreactivity|ouabainlike immunoreactivity|Y
near infra-red fluorescence imaging|near infrared fluorescence imaging|Y
suprachoroidal hemorrhage|supra-choroidal hemorrhage|Y
granulocyte macrophage-colony stimulating factor|granulocyte macrophage colony stimulating factor|Y
granulocyte macrophage-colony stimulating factor|granulocyte/macrophage-colony stimulating factor|Y
granulocyte macrophage-colony stimulating factor|granulocyte macrophage-colony-stimulating factor|Y
intra-uterine transfusion|intrauterine transfusion|Y
ubiquitous surface protein A|ubiquitous surface protein A1|Y
forkhead box other 3a|forkhead box other 3|Y
A disintegrin and metalloproteinase 3|A disintegrin and metalloproteinase 13|Y
A disintegrin and metalloproteinase 3|A disintegrin and metalloproteinase 23|Y
interleukin-13 receptor-α2 subunit|interleukine-13 receptor-α2 subunit|Y
ortho-toluoylcholine|ortho-toluoyl choline|Y
interleukin 13 receptor α 2 subunit|interleukine 13 receptor α 2 subunit|Y
interleukin 13 receptor α 2 subunit|interleukin 13 receptor α2 subunit|Y
faction of inspired oxygen|fraction of inspired oxygen|Y
follicle stimulating hormone releasing factor|follicle-stimulating hormone releasing factor|Y
receptor-type protein-tyrosine phosphatase-β|receptor-type protein-tyrosine phosphatase β|Y
prostaglandin I-2 synthase|prostaglandin I2 synthase|Y
proton transfer reaction mass spectrometry|proton transfer reaction mass spectrometer|Y
anterodorsal thalami nucleus|anterodorsal thalamic nucleus|Y
X-ray repair cross-complementation group 1|X-ray repair cross complementation group 1|Y
X-ray repair cross-complementation group 1|x-ray repair cross-complementation group 1|Y
gonadotrophin-releasing hormone agonist|gonadotropin-releasing hormone agonist|Y
post-encephalitic parkinsonism|postencephalitic parkinsonism|Y
extra-cranial carotid artery disease|extracranial carotid artery disease|Y
plasma insulin-like growth factor 1 level|plasma insulinlike growth factor 1 level|Y
plasma insulin-like growth factor 1 level|plasma insulin-like growth factor I level|Y
Schedule of Affective Disorders and Schizophrenia-Lifetime Version|Schedule for Affective Disorders and Schizophrenia-Lifetime Version|Y
nonaltered auditory feedback|non-altered auditory feedback|Y
congenital hypo-myelinating neuropathy|congenital hypomyelinating neuropathy|Y
osteoarticular infection|osteo-articular infection|Y
human adenovirus serotype 25|human adenovirus serotype 5|Y
thyroxin radioimmunoassay|thyroxin radio-immunoassay|Y
inositol 1,4,5-trisphosphate receptor|inositol 1,4,5-trisphosphate receptors|Y
A disintegrin and metalloprotease-19|A disintegrin and metalloprotease-9|Y
receptor-like protein tyrosine phosphatase-zeta|receptor-like protein tyrosine phosphatase zeta|Y
receptor-like protein tyrosine phosphatase-zeta|receptor-like protein-tyrosine phosphatase-zeta|Y
B-lymphocyte induced maturation protein-1|B lymphocyte induced maturation protein-1|Y
B-lymphocyte induced maturation protein-1|B-lymphocyte induced maturation protein 1|Y
peptide nucleic acid-DNA chimaera|peptide nucleic acid-DNA chimera|Y
α-methyl-acyl-coenzyme-A racemase|α-methylacyl-coenzyme-A racemase|Y
prostaglandin F-2alpha|prostaglandin F-2 alpha|Y
prostaglandin F-2alpha|prostaglandin F2alpha|Y
multilinear regression|multi-linear regression|Y
synchrotron radiation-excited x-ray fluorescence|synchrotron radiation-excited X-ray fluorescence|Y
IL-2 receptor α-subunit|IL2 receptor α-subunit|Y
a disintegrin and metalloproteinase 19|a disintegrin and metalloproteinase 9|Y
degrees of polymerization|degree of polymerization|Y
expressed sequence tag|expressed sequenced tag|Y
intraosseous pressure|intra-osseous pressure|Y
IL-1beta converting enzyme|IL-1 beta converting enzyme|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase-4|Y
mitogen-activated protein kinase kinase-1|mitogen activated protein kinase kinase-1|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase-3|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase-2|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase-7|Y
mitogen-activated protein kinase kinase-1|mitogen-activated protein kinase kinase 1|Y
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor II mRNA binding protein 2|Y
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor II mRNA-binding protein 1|Y
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor II mRNA binding protein|Y
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor II mRNA binding protein 3|Y
2-arachidonylglycerol|2-arachidonoylglycerol|Y
Fourier transform infrared|Fourier transform infra red|Y
Fourier transform infrared|Fourier transform infra-red|Y
small-conductance calcium-activated potassium channel|small conductance calcium-activated potassium channel|Y
surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|surface-enhanced laser desorption/ionisation time-of-flight mass spectrometry|Y
surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|surface-enhanced laser desorption ionization time-of-flight mass spectrometry|Y
surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|surface enhanced laser desorption ionisation time-of-flight mass spectrometry|Y
Na-K-2Cl co-transporter 2|Na-K-Cl co-transporter 2|Y
ventriculo-atrial conduction|ventriculoatrial conduction|Y
γ-aminobutyric acid transporter|γ-amino-butyric acid transporter|Y
γ-aminobutyric acid transporter|γ-amino butyric acid transporter|Y
gastroœsophageal pressure gradient|gastro-œsophageal pressure gradient|Y
peptide nucleic acid-fluorescence in situ hybridisation|peptide nucleic acid fluorescence in situ hybridisation|Y
peptide nucleic acid-fluorescence in situ hybridisation|peptide nucleic acid-fluorescence in situ hybridization|Y
Vibrio cholerae O1 El-Tor|Vibrio cholerae O1 ElTor|Y
lithium-pilocarpine induced status epilepticus|lithium/pilocarpine induced status epilepticus|Y
non-selective cation channel|nonselective cation channel|Y
anti-synthetase syndrome|antisynthetase syndrome|Y
esophago-duodenal anastomosis|esophagoduodenal anastomosis|Y
X-ray repair cross complementing protein 1|x-ray repair cross complementing protein 1|Y
X-ray repair cross complementing protein 1|X-ray repair cross complementing protein 2|Y
dihydroxy-phenylethanol|dihydroxyphenylethanol|Y
frontal mid-line θ rhythm|frontal midline θ rhythm|Y
Yo-Yo Intermittent Recovery Test level 1|Yo-Yo Intermittent Recovery Test level 2|Y
tumour necrosis factor related apoptosis-inducing ligand|tumor necrosis factor related apoptosis-inducing ligand|Y
tumour necrosis factor related apoptosis-inducing ligand|tumour necrosis factor-related apoptosis-inducing ligand|Y
tumour necrosis factor related apoptosis-inducing ligand|tumour necrosis factor related apoptosis inducing ligand|Y
augmented correlation-consistent polarized valence triple zeta basis set|augmented correlation-consistent polarised valence triple zeta basis set|Y
augmented correlation-consistent polarized valence triple zeta basis set|augmented correlation consistent polarized valence triple zeta basis set|Y
augmented correlation-consistent polarized valence triple zeta basis set|augmented correlation-consistent polarized valence triple-zeta basis set|Y
Rab-interacting lysosomal protein|Rab7-interacting lysosomal protein|Y
supercritical fluid chromatography/mass spectrometry|supercritical fluid chromatography-mass spectrometry|Y
poly(ethylene terephthalate)|poly-(ethylene terephthalate)|Y
poly(ethylene terephthalate)|poly(ethyleneterephthalate)|Y
poly(ethylene terephthalate)|poly (ethylene terephthalate)|Y
tissue-bound angiotensin converting enzyme|tissue-bound angiotensin-converting enzyme|Y
tissue-bound angiotensin converting enzyme|tissue bound angiotensin converting enzyme|Y
interferon-alfa-2b-induced|interferon-alfa2b-induced|Y
three-dimensional volumetric interpolated breath-hold examination|three dimensional volumetric interpolated breath-hold examination|Y
dioleoylphosphatidylcholine|dioleoylphosphatidyl-choline|Y
anti-phospholipid antibody|antiphospholipid antibody|Y
non starch polysaccharide|nonstarch polysaccharide|Y
chemotherapy induced peripheral neuropathy|chemotherapy-induced peripheral neuropathy|Y
chlorambucil, vinblastine, procarbazine and prednisolone|chlorambucil, vinblastine, procarbazine and prednisone|Y
acid-sensing ion channel 1a|acid-sensing ion channel 1|Y
sporulation protein IIIJ|sporulation protein IIJ|Y
electro-phoretic deposition|electrophoretic deposition|Y
nucleotide-binding domain and leucine-rich repeat containing protein|nucleotide-binding domain and leucine-rich repeat-containing protein|Y
G-protein-coupled oestrogen receptor 1|G-protein-coupled estrogen receptor 1|Y
sterically stabilized liposome|sterically stabilized liposomes|Y
lymphokine activated killer cells|lymphokine activated killer cell|Y
temporo-mandibular joint dysfunction|temporomandibular joint dysfunction|Y
non-fermentative bacillus|nonfermentative bacillus|Y
intra-molecular chaperone|intramolecular chaperone|Y
alpha-difluoromethyl ornithine|alpha-difluoromethylornithine|Y
near point accomodation|near point accommodation|Y
enzyme linked immuno-absorbant assay|enzyme linked immunoabsorbant assay|Y
American Society of Anaesthesiology Grade 2|American Society of Anaesthesiology Grade V|Y
American Society of Anaesthesiology Grade 2|American Society of Anaesthesiology Grade 5|Y
American Society of Anaesthesiology Grade 2|American Society of Anesthesiology Grade 2|Y
type IIa sodium phosphate co-transporter|type IIa sodium phosphate cotransporter|Y
type IIa sodium phosphate co-transporter|type IIa sodium/phosphate co-transporter|Y
type IIa sodium phosphate co-transporter|type II sodium phosphate co-transporter|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor γ coactivator-1 α|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor-γ coactivator-1α|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor-γ coactivator-1 α|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor-γ co-activator 1 α|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor-γ co-activator-1α|Y
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor-γ co-activator-1 α|Y
pressurized metered dose inhalers|pressurized metered dose inhaler|Y
high resolution gas chromatography-high resolution mass spectrometry|high resolution gas chromatography/high resolution mass spectrometry|Y
polymorphonuclear neutrophil granulocytes|Polymorphonuclear neutrophil granulocytes|Y
polymorphonuclear neutrophil granulocytes|polymorphonuclear neutrophil granulocyte|Y
polymorphonuclear neutrophil granulocytes|polymorphonuclear neutrophilic granulocytes|Y
erythroid burst-forming units|erythroid burst-forming unit|Y
phosphorylated calcium-calmodulin dependent protein kinase II|phosphorylated calcium-calmodulin-dependent protein kinase II|Y
phosphorylated calcium-calmodulin dependent protein kinase II|phosphorylated calcium/calmodulin dependent protein kinase II|Y
inductively coupled plasma-quadrupole mass spectrometry|inductively coupled plasma quadrupole mass spectrometry|Y
[3H]N-methylscopolamine|[3H]N-methyl scopolamine|Y
1-ethyl-3-(3-dimethylaminopropyl) carbodiimide|1-ethyl-3-(3-dimethylaminopropyl)carbodiimide|Y
1-ethyl-3-(3-dimethylaminopropyl) carbodiimide|1-ethyl-3-(3-dimethylaminopropyl)-carbodiimide|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-κ|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-δ|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-μ|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase ψ|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein tyrosine phosphatase-ψ|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-η|Y
receptor-like protein-tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-ζ|Y
gastroentero-pancreatic|gastroenteropancreatic|Y
gastroentero-pancreatic|gastro-entero-pancreatic|Y
v-rel reticuloendotheliosis viral oncogene homolog A|v-rel reticuloendotheliosis viral oncogene homologue A|Y
v-rel reticuloendotheliosis viral oncogene homolog A|v-rel reticuloendotheliosis viral oncogene homolog B|Y
neuro-psychiatric SLE|neuropsychiatric SLE|Y
interleukine-18 receptor alpha|interleukin-18 receptor alpha|Y
trauma focused cognitive behavioural therapy|trauma focused cognitive behavioral therapy|Y
trauma focused cognitive behavioural therapy|trauma-focused cognitive behavioural therapy|Y
neuro-intermediate lobe|neurointermediate lobe|Y
immunoelectroosmophoresis|immunoelectro-osmophoresis|Y
non-muscle myosin heavy chain IIA|nonmuscle myosin heavy chain IIA|Y
non-muscle myosin heavy chain IIA|non-muscle myosin heavy chain II|Y
high-performance liquid chromatography-evaporative light scattering detection|high performance liquid chromatography-evaporative light scattering detection|Y
augmented correlation-consistent polarized valence quadruple-zeta basis set|augmented correlation-consistent polarized valence quadruple zeta basis set|Y
augmented correlation-consistent polarized valence quadruple-zeta basis set|augmented correlation-consistent polarised valence quadruple-zeta basis set|Y
anti-sheep immunoglobulin G|antisheep immunoglobulin G|Y
enzyme-linked immuno-absorbent assay|enzyme-linked immunoabsorbent assay|Y
orthophenylenediamine|ortho-phenylenediamine|Y
Shiga toxin-producing Escherichia coli|Shigatoxin-producing Escherichia coli|Y
G-protein α inhibitory subunit|G-protein α1 inhibitory subunit|Y
G-protein α inhibitory subunit|G-protein α3 inhibitory subunit|Y
ribosomal protein S17|ribosomal protein S7|Y
single strand conformation polymorphism|single strand conformational polymorphism|Y
University of Washington Quality-of-Life questionnaire|University of Washington Quality-of-Life Questionnaire|Y
ras-related GTP-binding protein 10|ras-related GTP-binding protein 1|Y
steroid receptor co-activator|steroid receptor coactivator|Y
platelet-derived growth factor receptor β|platelet-derived growth factor receptor α|Y
interleukine-13 receptor alpha1 subunit|interleukin-13 receptor alpha1 subunit|Y
extraskeletal myxoid chondrosarcoma|extra-skeletal myxoid chondrosarcoma|Y
contra-lateral breast cancer|contralateral breast cancer|Y
zinc finger homeodomain enhancer-binding protein-1|zinc finger homeodomain enhancer-binding protein|Y
zinc finger homeodomain enhancer-binding protein-1|zinc finger homeodomain enhancer-binding protein-2|Y
polylactide co-glycolide|polylactide coglycolide|Y
nonspecific interstitial pneumonitis|non-specific interstitial pneumonitis|Y
sulfachlorpyridazine|sulfachloropyridazine|Y
posttransplantation lymphoproliferative disorder|post-transplantation lympho-proliferative disorder|Y
posttransplantation lymphoproliferative disorder|post-transplantation lymphoproliferative disorder|Y
posttransplantation lymphoproliferative disorder|post transplantation lymphoproliferative disorders|Y
posttransplantation lymphoproliferative disorder|posttransplantation lympho-proliferative disorder|Y
Joint Commission for Accreditation of Health Care Organizations|Joint Commission on Accreditation of Health Care Organizations|Y
pre-axial polydactyly type IV|preaxial polydactyly type IV|Y
hexa-fluoro-isopropanol|hexafluoro-isopropanol|Y
cranio-facial anomaly|craniofacial anomaly|Y
Occupational Safety and Health Administration's|Occupational Safety and Health Administration|Y
retinoblastoma protein-interacting zinc finger|retinoblastoma protein-interacting zinc-finger|Y
retinoblastoma protein-interacting zinc finger|retinoblastoma protein-interacting zinc finger 2|Y
retinoblastoma protein-interacting zinc finger|retinoblastoma protein-interacting zinc finger 1|Y
capillary electrophoresis-time-of-flight mass spectrometry|capillary electrophoresis-time-of-flight/mass spectrometry|Y
capillary electrophoresis-time-of-flight mass spectrometry|capillary electrophoresis-time-of-flight-mass spectrometry|Y
capillary electrophoresis-time-of-flight mass spectrometry|capillary electrophoresis time-of-flight mass spectrometry|Y
quantitative ultra-sound index|quantitative ultrasound index|Y
anti-interleukin-5 antibody|anti-interleukin-15 antibody|Y
anti-T-cell receptor-alpha beta antibody|anti-T-cell receptor-alphabeta antibody|Y
anti-T-cell receptor-alpha beta antibody|anti-T cell receptor-alpha beta antibody|Y
anti-T-cell receptor-alpha beta antibody|anti-T-cell receptor-alpha/beta antibody|Y
anti-T-cell receptor-alpha beta antibody|anti-T-cell receptor alpha beta antibody|Y
extracellular-signal regulated protein kinase 5|extracellular-signal-regulated protein kinase 5|Y
placental lactogen-II|placental lactogen-I|Y
craniocervical malformation|cranio-cervical malformation|Y
technetium-99m galactosyl neoglycoalbumin|technetium-99m galactosylneoglycoalbumin|Y
technetium-99m galactosyl neoglycoalbumin|technetium-99m galactosyl-neoglycoalbumin|Y
lisdexamfetamine dimesylate|lis-dexamfetamine dimesylate|Y
ovine submaxillary mucin|bovine submaxillary mucin|Y
endoscopic ultrasound guided fine-needle aspiration|endoscopic ultrasound-guided fine-needle aspiration|Y
endoscopic ultrasound guided fine-needle aspiration|endoscopic ultrasound guided fine needle aspiration|Y
ductal intraepithelial neoplasia|ductal intra-epithelial neoplasia|Y
quantitative fluorescence in-situ hybridisation|quantitative fluorescence in situ hybridisation|Y
quantitative fluorescence in-situ hybridisation|quantitative fluorescence in-situ hybridization|Y
malignancy-associated changes|malignancy-associated change|Y
alpha-glucosyltransferase|alpha-glucosyl transferase|Y
interferon-alpha2b-induced|interferon-alpha-2b-induced|Y
cluster of differentiation 147|cluster of differentiation 17|Y
tumour-to-background ratio|tumor-to-background ratio|Y
leucocyte-associated immunoglobulin-like receptor-1|leucocyte-associated immunoglobulin-like receptor 1|Y
intravascular bronchiolo-alveolar tumour|intravascular bronchiolo-alveolar tumor|Y
magic-angle spinning nuclear magnetic resonance|magic-angle-spinning nuclear magnetic resonance|Y
histamine-releasing factor|histamine-releasing factors|Y
melatonin receptor 1A|melatonin receptor 1|Y
scanning electron microscopy/X-ray energy dispersive spectrometry|scanning electron microscopy X-ray energy dispersive spectrometry|Y
scanning electron microscopy/X-ray energy dispersive spectrometry|scanning electron microscopy/x-ray energy dispersive spectrometry|Y
right ventricular preejection period|right ventricular pre-ejection period|Y
poly-laevo-lactic acid|poly-laevolactic acid|Y
non-invasive positive pressure ventilation|non-invasive positive-pressure ventilation|Y
multiple-monitored electroconvulsive therapy|multiple-monitored electro-convulsive therapy|Y
Chronic Disease Self-Management Programme|Chronic Disease Self-Management Program|Y
Na-K-2Cl cotransporter-2|Na-K-Cl cotransporter-2|Y
Na-K-2Cl cotransporter-2|Na-K-2Cl co-transporter-2|Y
para-aminohippurate clearance|paraaminohippurate clearance|Y
chronic intestinal pseudoobstruction|chronic intestinal pseudo-obstruction|Y
walleye epidermal hyperplasia virus type 1|walleye epidermal hyperplasia virus type 2|Y
cellular immunodeficiency|cellular immuno-deficiency|Y
hemoglobin A2-Monreale|haemoglobin A2-Monreale|Y
transient receptor potential vanilloid type 4|transient receptor potential vanilloid type 5|Y
transient receptor potential vanilloid type 4|transient receptor potential vanilloid type 1|Y
transient receptor potential vanilloid type 4|transient receptor potential vanilloid type 2|Y
transient receptor potential vanilloid type 4|transient receptor potential vanilloid type 3|Y
hyperglycæmic hyperosmolar non-ketotic syndrome|hyperglycæmic hyperosmolar nonketotic syndrome|Y
hyperglycæmic hyperosmolar non-ketotic syndrome|hyperglycemic hyperosmolar non-ketotic syndrome|Y
transforming growth factor beta signalling pathway|transforming growth factor beta signaling pathway|Y
transforming growth factor beta signalling pathway|transforming growth factor-beta signalling pathway|Y
desaminotyrosylfibrinopeptide A|desaminotyrosyl-fibrinopeptide A|Y
multicolour fluorescence in situ hybridisation|multi-colour fluorescence in situ hybridisation|Y
Agrobacterium tumefaciens mediated transformation|Agrobacterium tumefaciens-mediated transformation|Y
trifluoro-methylphenylpiperazine|trifluoro-methylphenyl piperazine|Y
trifluoro-methylphenylpiperazine|trifluoromethylphenylpiperazine|Y
dimethylarginine dimethylaminohydrolase|dimethylarginine dimethylamino-hydrolase|Y
laevonorgestrel-releasing intra-uterine device|levonorgestrel-releasing intrauterine device|Y
laevonorgestrel-releasing intra-uterine device|laevonorgestrel releasing intra-uterine device|Y
laevonorgestrel-releasing intra-uterine device|laevonorgestrel-releasing intrauterine device|Y
calcium/calmodulin-dependent kinase kinase|calcium-calmodulin-dependent kinase kinase|Y
calcium/calmodulin-dependent kinase kinase|calcium/calmodulin dependent kinase kinase|Y
micro-computed tomography|microcomputed tomography|Y
pituitary tumor-derived fibroblast growth factor receptor 4|pituitary tumor-derived fibroblast growth factor receptor-4|Y
pituitary tumor-derived fibroblast growth factor receptor 4|pituitary tumour-derived fibroblast growth factor receptor 4|Y
pituitary tumor-derived fibroblast growth factor receptor 4|pituitary tumor derived fibroblast growth factor receptor 4|Y
healthcare associated infection|health care associated infection|Y
healthcare associated infection|health-care associated infection|Y
peroxisome proliferator activated receptor gamma coactivator 1 alpha protein|peroxisome proliferator activated receptor gamma coactivator 1alpha protein|Y
peroxisome proliferator activated receptor gamma coactivator 1 alpha protein|peroxisome proliferator-activated receptor gamma coactivator 1alpha protein|Y
1-palmitoyl-2-oleoyl phosphatidylcholine|1-palmitoyl-2-oleoylphosphatidylcholine|Y
1-palmitoyl-2-oleoyl phosphatidylcholine|1-palmitoyl-2-oleoyl-phosphatidylcholine|Y
broncho-pulmonary dysplasia|bronchopulmonary dysplasia|Y
video-laryngo-stroboscopy|videolaryngo-stroboscopy|Y
video-laryngo-stroboscopy|video-laryngostroboscopy|Y
tumor-infiltrating lymphocyte|tumour-infiltrating lymphocyte|Y
ouabainlike compound|ouabain-like compound|Y
multifluor fluorescence in-situ hybridisation|multifluor fluorescence in situ hybridisation|Y
