LF1|LF2|Synonym
computerized tomography|computed tomography scan|
TIR domain-containing adaptor inducing IFN-β|TIR domain containing adaptor inducing IFN-beta|
American Society of Anaesthesiology status 4|American Society of Anaesthesiologists class 3|
cDNA amplified fragment-length polymorphism|amplified fragment length polymorphic|
sex-determining region Y|sex determining region Y-box 3|
β-site APP cleaving enzyme 2|beta-site APP cleaving enzyme-1|
a disintegrin and metalloproteinase 13|A disintegrin and metalloproteinase 23|
NGF receptor|N/OFQ receptor|
human adenovirus 10|human adenovirus type 12|
intracellular chloride concentration|intracellular free Ca2+ concentrations|
C-C chemokine ligand 21|C-X-C chemokine ligand-8|
Moloney sarcoma virus-transformed|Rous sarcoma virus-transformed|
American Society of Anaesthesiologists grade III|American Society of Anesthesiology Grade V|
a disintegrin and metalloprotease-28|A disintegrin and metalloprotease-7|
diethanolamine|diethylamine|
human adenovirus type A|human adenovirus F|
dihydroxy-eicosatrienoic acid|dihydroxyeicosatetraenoic acid|
A disintegrin and metalloproteinase-13|a disintegrin and metalloproteinase 21|
recombinant human bone morphogenetic protein|human bone morphogenetic protein 4|
paranitroanilide|para-nitroanisole|
polymerase ζ|polymerase-λ|
endonuclease|AP endonuclease 2|
proton-induced X-ray-emission method|proton-induced X-ray-emission analysis|
Bos taurus autosome 29|Bos taurus autosome 22|
a disintegrin and metalloprotease with thrombospondin motifs-18|a disintegrin and metalloproteinase with thrombospondin motifs-19|
antiinterleukin 1 antibody|antiinterleukin 2 receptor antibody|
galactorrhoea amenorrhoea hyperprolactinæmia syndrome|galactorrhœa amenorrhœa hyperprolactinemia syndrome|
aortic smooth muscle cell|smooth muscle cell|
uncoordinated protein 76|uncoordinated protein 13|
melanocyte-stimulating hormone receptor|melanocyte-stimulating hormones|
human adenovirus type 24|human adenovirus 40|
secreted a disintegrin and metalloproteinase 28|a disintegrin and metalloprotease 3|
zona pellucida protein|zona pellucida glycoprotein 4|
anti-IL6R monoclonal antibody|antiIL-2 monoclonal antibody|
oxytryptamine|hydroxytryptamine|
interleukin-7 receptor α|interleukin 4 receptor|
procarboxypeptidase B|carboxypeptidase A|
American Society of Anesthesiologists class 4|American Society of Anaesthesiology status I|
no acute distress|no acute disease|
prostaglandin F1-α|prostaglandin G2|
matrix-assisted laser desorption/ionisation time-of-flight mass spectrometry|surface-enhanced laser desorption/ionization time-of-flight mass spectrometry|
gamma-amino butyric acid type-A receptor|gamma-aminobutyric acid type B receptor|
human adenovirus type 40|human adenovirus serotype 23|
receptor protein tyrosine phosphatase-η|receptor-like protein tyrosine phosphatase-alpha|
small nuclear RNPs|U4 small nuclear RNA|
interleukin-7 receptor α-chain|interleukin-18 receptor alpha chain|
acute myeloid leukemic cell|mouse myeloid leukemia cells|
C-C chemokine ligand-5|C-X-C chemokine ligand-8|
ultrasound-guided fine-needle aspiration|ultrasound-guided fine-needle aspiration biopsy|
standardized rate ratio|standardized uptake ratio|
American Society of Anaesthesiology class IV|American Society of Anaesthesiologists Grade IV|
recombinant murine interleukin 18|recombinant murine α interferon|
acute respiratory infection|recurrent respiratory infection|
proteasome subunit beta type 4|proteasome subunit α type 6|
A disintegrin and metalloprotease 15|A disintegrin and metalloprotease-7|
anti-IL17 monoclonal antibody|anti-CD3 monoclonal antibody|
naphthylacetic acid|phenylacetic acid|
American Society of Anesthesiologists grade 3|American Society of Anaesthesiologists Status 2|
kruppel-like factor-2|krüppel-like factor 5|
tetra-ethyl-ammonium bromide|tetramethylammonium hydroxide|
insulin-like growth factor 1-mediated|insulin-like growth factor-I-mediated|
anti-interleukin 8 antibody|anti-interleukin-2 receptor antibody|
calf thymus|calf thymus DNA|
corticotropin-releasing-hormone receptor-2|corticotropin-releasing factor receptor-1|
peroxidase-antiperoxidase complex|peroxidase-anti-peroxidase|
α-fœtoprotein|α 1-fetoprotein|
anti-interleukin-7 antibody|anti-interleukin 1alpha antibody|
ccnu, cyclophosphamide, vincristine|bcnu, cyclophosphamide, prednisone|
anti-interleukin-6 antibody|antiinterleukin 1 antibody|
peroxisome-proliferator-activated receptor-γ coactivator-1 α|peroxisome proliferator-activated receptor-gamma 2|
Equid herpesvirus|equine herpesvirus 2|
guanylyl cyclase activating protein-2|guanylate cyclase-activating protein II|
receptor protein tyrosine phosphatase β|receptor protein-tyrosine phosphatase μ|
branched-chain α-ketoacid dehydrogenase|branched chain alpha-keto acid dehydrogenase complex|
American Society of Anaesthesiology Grade 5|American Society of Anaesthesiology grade III|
ethylacetate|retinyl acetate|
human adenovirus type 50|human adenovirus serotype D|
American Society of Anaesthesiologists Grade III|American Society of Anesthesiology Grade 2|
left ventricular peak systolic pressure|right ventricular systolic pressure|
S100 calcium binding protein A6|S100 calcium binding protein A14|
anti-human T-cell lymphotropic virus type I antibody|human T-cell lymphotropic virus type-1 antibody|
avidin-biotin peroxidase complex method|avidin-biotin-peroxidase-complex method|
N-formyl-methionyl-leucyl-phenylalanyl-lysine|formyl-methionyl-leucyl-phenylalanine-lysine|
C-C chemokine ligand-18|C-C chemokine ligand 21|
traumatic brain injured|minor traumatic brain injury|
(-)-epigallocatechin 3-O-gallate|epigallocatechin gallate|
seventh component of complement|fourth component of complement|
hereditary sensory and autonomic neuropathy type 3|hereditary sensory autonomic neuropathy|
anti-IL 4 receptor monoclonal antibody|anti-toll-like receptor 2 monoclonal antibody|
fluorescent in situ hybridization|fluorescence-in-situ-hybridization|
intra-uterine insemination|intra-peritoneal insemination|
Escherichia coli strain BL-21|Escherichia coli strain DH5α|
G-protein γ-like domain|G protein γ-subunit like domain|
phospho-glycero-kinase|phosphoglycerokinase|
DOXP reducto-isomerase|DXP reductoisomerase|
human cationic amino acid transporter|mouse cationic amino acid transporter 1|
Na+/H+ exchanger|Na+/H+ exchanger 3|
American Society of Anesthesiologists physical status 4|American Society of Anesthesiologists class I|
mass-analyzed threshold ionization spectroscopy|mass-analyzed threshold ionisation|
polydispersity index|polydispersity|
ileopouch anal anastomosis|ileoanal anastomosis|
src homology 2 domain containing protein tyrosine phosphatase 2|Src homology 2 domain-containing protein-tyrosine phosphatase-1|
A disintegrin and metalloprotease 22|a disintegrin and metalloprotease 29|
cluster of differentiation 103|cluster of differentiation 33|
anti-toll like receptor 3 monoclonal antibody|anti-toll-like receptor-2 monoclonal antibody|
cytochrome P-450 2B10|cytochrome P-4502E1|
human leucocyte antigen A10|human leucocyte antigen A2|
βB2 crystallin|β B2 crystallin|
American Society of Anesthesiology status IV|American Society of Anaesthesiology physical status 5|
coccygeal vertebra 3|3rd coccygeal vertebra|
ras guanosine triphosphatase activating protein|guanosinetriphosphatase activating protein 1|
fluorescein maleimide|fluorescein-maleimide|
krueppel-like factor 5|kruppel-like factor 8|
interleukin 26|interleukin-1 β|
interleukin-13 receptor α2 subunit|interleukin-13 receptor α 1-subunit|
Mycobacterium phlei|Mycobacterium xenopei|
hydroxypalmitoyl-coenzyme A|bromopalmitoyl coenzyme A|
recombinant interleukin 7|recombinant interleukine-1β|
anti-T cell receptor α β monoclonal antibody|anti-toll-like receptor 3 monoclonal antibody|
human B-cell lymphotropic virus|human T lymphotropic virus III|
antiIL-8 monoclonal antibody|anti-CD25 monoclonal antibody|
uncoordinated protein 44|uncoordinated protein 119|
Brain stem auditory evoked potentials|brain stem auditory evoked potential|
interleukin converting enzyme|endothelin converting enzyme 1|
tuberculin R|tuberculin|
portal vein thrombosis|portal vein stenosis|
tissue inhibitor of metalloproteinases 2|tissue inhibitor metalloprotease-1|
digital subtraction angiographic|digital video subtraction angiography|
calcifying epithelial odontogenic tumor|calcifying cystic odontogenic tumor|
partial least squares-2|partial least squares 2|
galactorrhea-amenorrhœa hyperprolactinaemia syndrome|galactorrhoea amenorrhœa hyperprolactinæmia syndrome|
galactorrhea amenorrhea hyperprolactinemia syndrome|galactorrhœa-amenorrhea hyperprolactinemia syndrome|
gamma amino-butyric acidA|gamma amino butyric acidA|
seven in absentia homolog|seven-in-absentia homologue-1|
American Society of Anaesthesiologists class IV|American Society of Anesthesiology Grade II|
interleukin-15 receptor-alpha|interleukine-5 receptor-α|
neurotensin|urotensin 1|
antiinterleukin 3 antibody|antiinterleukin 2 antibody|
GH-releasing peptide|GH-releasing hexapeptide|
American Society of Anaesthesiologists class I|American Society of Anesthesiology grade II|
α-2B adrenergic receptor|α 2C-adrenergic receptor|
X-ray repair cross complementing group 1|excision repair cross complementing group 6|
canine myasthenia gravis|congenital myasthenia gravis|
Radiation Therapy Oncology Group criterion|Radiation Therapy Oncology Group Grade 4|
human adenovirus type 5|human adenovirus serotype 1|
embryonic day 21|embryonic day 9|
American Society of Anaesthesiology Class IV|American Society of Anaesthesiology grade III|
D-thyroxine|L-thyroxine|
lysosome-associated membrane protein|vesicle-associated membrane protein 8|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin1 receptor domain-containing adapter-inducing interferon-β|
γ-glutamyl transferase|γ-glutamyl transpeptidase|
American Society of Anaesthesiologists Status III|American Society of Anaesthesiologists class V|
neural precursor cell expressed developmentally downregulated 1|neuronal precursor cell-expressed developmentally downregulated 4-2|
glycoprotein 70|β2-glycoprotein 1|
apolipoprotein D|apolipoprotein J|
transforming growth factor-beta 1|transforming growth factor beta-induced|
1-palmitoyl-2-oleoyl-sn-glycero-3-phosphatidylcholine|1,2-dipalmitoyl-sn-glycero-3-phosphatidylcholine|
secretory phospholipase A(2) IIa|secretory phospholipase A(2)-IIA|
recombinant human interferon α|recombinant human interleukin-1α|
a disintegrin and metalloprotease-15|A disintegrin and metalloproteinase-23|
diaspirin cross-linked hæmoglobin|diaspirin-cross-linked hemoglobin|
leucine specific tRNA|glycine specific tRNA|
UDP-glucuronosyl transferase 2B10|UDP-glucuronosyltransferase 1|
Toll/IL-1 receptor domain-containing adaptor-inducing IFN-beta|toll-IL-1 receptor domain-containing adaptor-inducing IFNbeta|
agar colony forming unit|colony-forming units|
N omega-nitro-L-arginine methyl ester|N-nitro-L-arginine methyl ester|
nasal resistance|arsenical resistance|
transforming growth factor type-β|transforming growth factor-beta|
a disintegrin and metalloprotease 5|a disintegrin and metalloproteinase-19|
G-protein α i3-subunit|G protein β-subunit|
anti-interleukin-1alpha autoantibody|anti-interleukin-12p40 antibody|
cyclophosphamide, 5 fluorouracil, prednisone, tamoxifen|cyclophosphamide, methotrexate, 5-fluorouracil, prednisone, and tamoxifen|
intraflagellar transport complex|intraflagellar transport|
in-vivo confocal microscopy|in vivo confocal microscopy|
Smad interacting protein 1|JNK interacting protein 1|
human adenovirus serotype 15|human adenovirus serotype 23|
antero-superior iliac spine|anterior superior iliac spine|
interleukin-15 receptor α-chain|interleukin-3 receptor α chain|
gonadotrophin surge-attenuating factor|gonadotropin releasing factor|
adenosine 5'-monophosphate|adenine arabinoside 5'-monophosphate|
gamma linoleic acid|linoleic acid|
American Society of Anesthesiologists class 3|American Society of Anesthesiologists Class|
a disintegrin and metalloprotease-22|a disintegrin and metalloproteinase-29|
American Board of Orthodontists|American Board of Endodontics|
American Society of Anesthesiology status V|American Society of Anesthesiologists Class 4|
bcl-2-associated X-protein|CD2-associated protein|
penicillinase producing neisseria gonorrheae|penicillinase producing Neisseria gonorrhoeae|
corticotropin releasing factor receptor subtype 1|corticotrophin-releasing factor receptor 1|
alpha-amino-butyric acid|α-aminobutyric acid|
recombinant murine interleukin 4|recombinant human interleukin-1 α|
American Society of Anaesthesiology physical status V|American Society of Anaesthesiologists status IV|
β(2) microglobulin|β(2)-microglobulin|
cell surface protein|outer surface protein|
anti-cytotoxic T-lymphocyte antigen-4 monoclonal antibody|anticytotoxic T-lymphocyte antigen 4 antibody|
a disintegrin and metalloprotease 12|A disintegrin and metalloproteinase-7|
brush border membrane|renal brush-border membranes|
American Society of Anaesthesiology Class 3|American Society of Anesthesiologists Status 2|
interleukin 5 receptor α|interleukin 3 receptor α chain|
small ubiquitin-related modifier-3|small ubiquitin-like modifier-1|
chromogenic in situ hybridization|chromosomal in situ hybridisation|
proteinase activated receptor|protease activated receptor-1|
interleukine-15 receptor alpha chain|interleukine-7 receptor α-chain|
mitogen-activated protein kinase 14|mitogen-activated protein kinase phosphatase 1|
verotoxin-producing Escherichia coli O157|verotoxin producing Escherichia coli|
proteasome subunit alpha type 7|proteasome subunit α type-1|
human adenovirus serotype 17|human adenovirus type 37|
promyelocytic leukaemia-retinoic acid receptor alpha|promyelocytic leukemia/retinoic acid receptor alpha|
h post-injection|post injection|
gonadotropin-releasing hormones|gonadotropin releasing hormone receptor|
excision repair cross complementing 3|excision repair cross complementation group 4|
peroxisome-proliferator-activated receptor γ coactivator-1α|peroxisome-proliferator-activated receptor-beta|
H(+)-adenosinetriphosphatase|adenosine 5-triphosphate|
heat shock protein 65|heat shock protein 90-α|
American Society of Anesthesiologists physical status 1|American Society of Anaesthesiology physical status 4|
matrix-assisted laser desorption/ionisation time of flight mass spectrometric|matrix-assisted laser desorption/ionization-mass spectrometry|
laser-desorption ionisation time-of-flight mass spectrometry|matrix-assisted laser desorption ionization time-of-flight mass spectrometric|
P21-activated kinase 1|p21 activated kinase|
epidermal cell derived thymocyte activating factor|epidermal derived thymocyte activating factor|
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor-II mRNA binding protein|
three colour fluorescence in situ hybridisation|interphase fluorescence in situ hybridisation|
interleukin-13 receptor alpha1-chain|interleukin-13 receptor alpha1 chain|
human placental conditioned medium|placenta conditioned medium|
optic nerve disc|optic nerve|
Seattle Veteran's Administration Medical Center|Veteran's Administration Medical Center|
lipoate acetyltransferase|histone acetyltransferase|
u-PAR-associated protein|Ras-associated protein-1|
branched-chain alpha-ketoacid dehydrogenase complex|branched chain α-keto acid dehydrogenase complex|
non-aspirin non-steroidal anti-inflammatory drugs|Non-steroidal anti-inflammatory drugs|
a disintegrin and metalloprotease-22|a disintegrin and metalloproteinase 29|
platelet-derived growth factor-A|hepatoma-derived growth factor|
acute cerebrovascular disease|hemorrhagic cerebrovascular disease|
cetyltrimethylammonium tosylate|cetyltrimethylammonium chloride|
Campylobacter laridis|Campylobacter lari|
apolipoprotein A-1|apolipoprotein B 100|
total bone mineral density|total body bone mineral density|
interleukin 2 receptor alpha subunit|interleukine-13 receptor α 1-subunit|
interleukin-4 receptor-α subunit|interleukin-3 receptor-α|
left recurrent laryngeal nerve|recurrent laryngeal nerve palsy|
IL-13 receptor alpha 1 chain|IL-12 receptor β1 chain|
poly(ADPribose)|poly (ADP-ribose)|
nucleotide-binding domain and leucine-rich repeat containing receptor|nucleotide-binding domain and leucine-rich-repeat-containing family|
beta-amyloid precursor protein cleaving enzyme|beta-amyloid precursor protein-cleaving enzyme 1|
hetero-duplex analysis|heteroduplex mobility analysis|
surface-assisted laser desorption ionisation time-of-flight mass spectrometry|surface-assisted laser desorption ionisation-mass spectrometry|
ras-related GTP binding protein|ras-related GTP-binding protein 21|
pacemaker|pace-maker|
excision repair cross complementing-group 4|excision repair cross-complementation group 3|
intra-operative ultrasound|intra-operative autotransfusion|
transforming growth factor beta-1|transforming growth factor-beta3|
calcium trinatrium diethylenetriaminepentaacetic acid|gadolinium-diethylenetriamine-pentaacetic acid|
human transforming growth factor beta 1|recombinant human transforming growth factor beta2|
peroxisome proliferator activated receptor gamma coactivator 1 alpha protein|peroxisome proliferator-activated receptor-γ co-activator 1α|
GATA binding protein 3|GA binding protein|
cluster of differentiation antigen 98|cluster of differentiation antigen 18|
beta-site APP cleaving enzyme|beta APP cleaving enzyme-1|
American Society of Anesthesiologists Grade V|American Society of Anaesthesiologists status 4|
squamous cell carcinoma|squamous cell carcinoma-4|
human adenovirus type 30|human adenovirus serotype 45|
p chlorophenylalanine|chlorophenylalanine|
son of sevenless|son-of-sevenless 2|
American Society of Anesthesiologists grade|American Society of Anesthesiologists class 2|
computerised axial tomography|computed axial tomography|
C-C chemokine ligand 8|C-C chemokine ligand-20|
estrogen receptor regulated|estrogen receptor mediated|
cholangio-computed tomography|angio-computed tomography scan|
b cell adhesion molecule|epithelial cell adhesion molecule|
transurethral resection tumor|transurethral resection|
positron computed tomography|angio computed tomography|
synthase inhibitor N-monomethyl-L-arginine|nitric oxide synthase inhibitor NG-monomethyl-L-arginine|
type-2 corticotropin-releasing hormone receptor|thyrotropin-releasing hormone receptor-1|
a disintegrin and metalloproteinase 7|a disintegrin and metalloprotease-17|
anti-macrophage migration inhibitory factor treatment|Macrophage migration inhibitory factor receptor|
beta site amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein cleaving enzyme 2|
colony forming unit assay|colony-forming unit|
Na+-sulphate cotransporter-1|Na+-sulfate cotransporter 1|
TATA-binding protein-associated factor 17|TATA-binding protein-associated factor-9|
β (2) microglobulin|serum β 2 microglobulin|
matrix assisted laser desorption ionisation time-of-flight mass spectrometry|matrix-assisted laser desorption/ionization mass spectrometry|
flame atomic absorption spectrometry|electrothermal atomic absorption spectrometry|
multivoxel proton magnetic resonance spectroscopy|multi-voxel magnetic resonance spectroscopy|
murine erythro-leukaemia cell|murine erythroleukemic cell|
recombinant human interleukin 8|recombinant interleukin 1 β|
antiinterleukin 1alpha antibody|anti-interleukin 1 alpha autoantibody|
Pregnancy-specific protein B|pregnancy specific glycoprotein 1|
sulfotransferase I|Sulfotransferase 1A1|
cluster of differentiation antigen 47|cluster of differentiation 34|
American Society of Anaesthesiology grade II|American Society of Anesthesiologists grade 2|
oxidised low-density lipoprotein receptor-1|oxidized low density lipoprotein receptor-1|
GDP exchange factor|GDP GTP exchange factor|
peroxisome proliferator activated receptor gamma2|peroxisome proliferator-activated receptor γ coactivator-1 α|
Houston Veteran's Affairs Medical Center|West Los Angeles Veterans Affairs Medical Center|
anti mitochondrial antibody|anti-mitochondrial antibody-negative|
pulmonary arterial wedge pressure|pulmonary artery-occluded pressure|
interleukine-18 receptor-α|interleukin-12 receptor β 2|
P21-activated protein kinase-1|stress-activated protein kinase-1b|
injury severity score|injury severity index|
malignant mesenchymal tumor|benign mesenchymal tumor|
American Society of Anaesthesiology Class 1|American Society of Anaesthesiologists class|
platelet-derived-growth-factor β-receptor|platelet-derived growth factor receptor-α|
cluster of differentiation antigen 40 ligand|cluster of differentiation antigen 26|
ventrolateral hypothalamus|ventromedial hypothalamus|
American Society of Anaesthesiology status III|American Society of Anaesthesiology grade II|
ventrolateral thalamic nucleus|lateral hypothalamic nucleus|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|Toll/interleukin1 receptor domain-containing adapter-inducing interferon β|
tissue inhibitor of metalloproteinase|tissue inhibitor of metalloproteinase-4|
American Society of Anesthesiology grade 3|American Society of Anesthesiology grade II|
platelet-derived growth factor-A|platelet derived growth factor-BB|
left ventricular systolic|left ventricular end systolic volume|
human adenovirus type 25|human adenovirus type 24|
Matrix metallo-proteinases|matrix metalloprotease 3|
very pre-term|very preterm|
American Society of Anaesthesiologists Class 1|American Society of Anesthesiology Grade II|
reaction center-light harvesting I|reaction centre-light harvesting complex I|
cerebral vascular resistance|renal vascular resistance|
X-ray repair cross-complementing group 1|x-ray repair cross complementing group 1|
mouse beta-defensin 2|mouse beta-defensin-3|
Philadelphia Veterans' Affairs Medical Center|Portland Veterans Affairs Medical Center|
antiIL-4 monoclonal antibody|anti-IL18 monoclonal antibody|
methyl cytosine-phosphate-guanosine binding domain 5|methyl cytidine-phosphate-guanosine binding domain protein 4|
cardiopulmonary exercise test|cardio-pulmonary exercise testing|
Mycobacterium gilvum|Mycobacterium avium|
Src homology 2-containing protein tyrosine phosphatase 2|src homology 2 domain-containing protein-tyrosine phosphatase-1|
American Society of Anesthesiology Grade V|American Society of Anaesthesiologists status IV|
methylglyoxal bis-(guanylhydrazone)|diethylglyoxal bisguanylhydrazone|
nicotinamide adenine dinucleotide phosphate oxidase 1|nicotinamide adenine dinucleotide oxidase activity|
x-ray absorptiometry|x-ray absorptiometric|
Kruppel-like factor 4|Kruppel-like factor 8|
reaction center light-harvesting complex 1|reaction center-light harvesting I|
patellofemoral pain syndrome|patellofemoral syndrome|
left midclavicular line|mid-clavicular line|
estrogen receptor alpha knockout|estrogen receptor β knock-out|
serotonin type 3|serotonin type 1A|
insulin-like growth factor-II mRNA binding protein-1|insulin-like growth factor-II mRNA-binding protein 2|
neural-precursor-cell-expressed developmentally downregulated 2|neural-precursor-cell-expressed, developmentally down-regulated 4|
morphine|apomorphine|
nitrobenzylthioinosine|S-(4-nitrobenzyl)-6-thioinosine|
neural-precursor cell-expressed developmentally down-regulated 8|neural precursor cell-expressed developmentally down-regulated 1|
GH-RH receptor|GnRH receptor|
β amyloid precursor protein-cleaving enzyme 2|beta-amyloid precursor protein cleaving enzyme-1|
hexose transporter 2|glucose transporter 2|
soluble cluster of differentiation antigen 21|cluster of differentiation antigen 70|
human corneal epithelial cell|human breast epithelial cell|
random amplified polymorphic DNA analysis|randomly amplified polymorphic DNA profile|
rat atrial natriuretic factor|rat atrial natriuretic peptide|
interleukine-13 receptor alpha 1-subunit|interleukin-13 receptor α2 subunit|
sex determining region Y box 6|sex determining region Y box 5|
interleukin 7 receptor α subunit|interleukine 7 receptor-α|
N-formylmethionylleucylphenylalanine|formylmethionylleucylphenylalanine|
American Society of Anesthesiologists Class 1|American Society of Anesthesiologists grade 4|
epidemic keratoconjunctivitis|epidemic hemorrhagic conjunctivitis|
inhibitor κ B|inhibitor-κ B-α|
glutathione S-transferase P1 gene|glutathione S-transferase P|
fluorine 18-labelled fluoro-deoxyglucose|fluorine-18 labeled fluoro-deoxy-glucose|
cluster of differentiation antigen 11c|cluster of differentiation antigen 51|
American Society of Anesthesiologists physical status|American Society of Anaesthesiologists class 3|
anti-T-cell receptor α β monoclonal antibody|anti-T cell receptor α β antibody|
ribosomal protein S15|ribosomal protein L22|
interbeat interval|intermeal interval|
wingless-type MMTV integration site family member 2|wingless-type MMTV integration site|
prostaglandin F(2)-α|prostaglandin D(2)|
β2-glycoprotein 1|β(2) glycoprotein I|
E2 promoter binding factor protein|E2 promoter binding factor|
rat microvascular endothelial cell|human lung microvascular endothelial cells|
γ-amino butyric acid receptor|γ-aminobutyric acid type-C receptor|
surface-enhanced laser desorption/ionisation time of flight mass spectrometry|laser-desorption ionisation time of flight mass spectrometry|
Fasting blood glucose|mean blood glucose|
microtubule associated protein Tau|microtubule-associated protein-1B-P|
interleukin 5 receptor alpha|interleukin 5 receptor-α|
time 2|time 4|
Kruppel-like factor-9|Kruppel-like factor 2|
human adenovirus type 25|human adenovirus serotype 38|
nucleoside diphosphokinase|nucleoside triphosphate|
minimum detectable difference|minimum detectable dose|
mercaptoethanesulfonate|Sodium 2-mercaptoethane sulfonate|
glucagon like peptide|Glucagon-like peptide|
American Society of Anesthesiologists grade 4|American Society of Anesthesiologists status I|
Acetyl-L-carnitine|acetyl-L-carnitine|
nano-copper|nanocopper|
airway resistance|nasal airway resistance|
α-1-protease inhibitor|proteinase inhibitor 9|
ultra performance liquid chromatography-mass spectrometry|high performance liquid chromatography/thermospray mass spectrometry|
human adenovirus serotype 50|adenovirus serotype 5|
interleukin 11 receptor α|interleukine 7 receptor-α|
minimum bactericidal concentration|minimum detectable concentration|
pulmonary edema|pulmonary edema fluid|
inferior colliculus|superior colliculus|
preintensive care unit|trauma intensive care unit|
tumor necrosis factor receptor associated factor 2|tumor necrosis factor receptor associated factor-1|
proteasome subunit alpha type 7|proteasome subunit β type 8|
American Society of Anaesthesiology|American Society of Anaesthesiologists Class 5|
mitogen-activated protein kinase-extracellular signal-regulated kinase kinase|mitogen-activated protein kinase/extracellular signal-regulated kinase kinase kinase|
tumor 3, node 0, metastasis 0|tumor-2, node-1, metastasis-0|
recombinant interleukin-1β|recombinant interleukine-1 α|
high-resolution computerized tomography|High-resolution computed tomography|
amaurotic familial idiocy|infantile amaurotic familial idiocy|
American Society of Anesthesiologists Status III|American Society of Anaesthesiology class 5|
Ralph H Johnson Veterans Affairs Medical Center|Ralph H. Johnson Veterans' Administration Medical Center|
cervical intraepithelial neoplasia 2|Cervical glandular intraepithelial neoplasia|
American Society of Anesthesiologists grade 3|American Society of Anesthesiologists Grade III|
iron binding protein|C8 binding protein|
maximum inspiratory|maximal inspiratory|
a disintegrin and metalloprotease-22|a disintegrin and metalloproteinase 17|
American Society of Anesthesiology status 1|American Society of Anaesthesiologists status 3|
radioencephalogram|radioencephalography|
gamma-hexachlorocyclohexane|beta-hexachloro-cyclohexane|
luteinizing-hormone-releasing-hormone|luteinizing hormone releasing hormone receptor|
magic-angle spinning nuclear magnetic resonance spectroscopy|crosspolarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
human adenovirus type 25|human adenovirus type A|
a disintegrin and metalloprotease 7|a disintegrin and metalloproteinase 11|
anti-surface immunoglobulin|anti-D immunoglobulin|
T-cell receptor-α|T-cell-receptor V α|
a disintegrin and metalloproteinase 3|a disintegrin and metalloproteinase|
prostaglandin G/H synthase 1|prostaglandin G/H synthase-II|
RPM1-interacting protein4|SIAH-interacting protein|
glycoprotein 70|glycoprotein V|
limb girdle muscular dystrophy type 2H|limb girdle muscular dystrophy type 2B|
cervical intraepithelial neoplasia 2|intra-epithelial neoplasia|
Kruppel-like factor-4|Kruppel-like factor 3|
ultrasound assisted|ultrasound-assisted|
human transforming growth factor-β 3|recombinant human transforming growth factor-β2|
human transforming growth factor-β 1|transforming growth factor β 2|
American Society of Anesthesiology class 5|American Society of Anesthesiologists Class|
receptor protein tyrosine phosphatase γ|receptor-type protein-tyrosine phosphatase beta|
tumour necrosis factor β production|tumor necrosis factor-α protein|
toll-interleukin-1 receptor domain-containing adaptor inducing IFN-β|toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
ribosomal protein S5|ribosomal protein S13|
microtubule-associated protein-2C|microtubule-associated protein-Tau|
blood lead concentration|blood lactate concentration|
insulin-like growth factor II messenger RNA-binding protein-1|insulin-like growth factor-II messenger RNA binding protein-3|
air temperature|skin temperature|
methylarsonate|methylfarnesoate|
collagen type 1-α1|collagen type IV-α-5|
cluster of differentiation 62 ligand|cluster of differentiation antigen 1c|
human transforming growth factor beta2|human transforming growth factor beta(1)|
interferon stimulated gene factor 3alpha|interferon-stimulated gene factor-3α|
American Society of Anaesthesiologists Class IV|American Society of Anaesthesiologists class 1|
three-color fluorescence in situ hybridization|fluorescence in-situ hybridization|
inositol 1,4,5-triphosphate|inositoltrisphosphate|
granulocyte-macrophage colony-stimulating factor receptor α-chain|granulocyte-macrophage colony stimulating factor|
cGMP-dependent protein kinase Iβ|c-AMP-dependent protein kinase|
disintegrin and metalloproteinase|A disintegrin and metalloprotease|
cochlear action potential|muscle action potential|
A disintegrin and metalloprotease-13|A disintegrin and metalloproteinase 7|
ras-related GTP-binding protein 2|ras-related GTP-binding protein 22B|
squamous cell carcinoma of the cervix|squamous cell carcinoma of the larynx|
cytosine guanine dinucleotide|cytosine guanine dinucleotide island|
nonpigmented ciliary epithelial cell|pigmented ciliary epithelial cell|
Brainstem auditory evoked responses|brainstem auditory evoked potentials|
prostaglandin F-2 α|prostaglandin H|
left lower lobe|left liver lobe|
betathromboglobulin|B-thromboglobulin|
phosphatidylinositol-4,5-bisphosphate|phosphatidylinositol monophosphate|
American Society of Anaesthesiology physical status V|American Society of Anaesthesiology class V|
adult T cell leukemia virus-associated antigen|adult T-cell leukemia-virus-associated antigen|
Apobec-1 complementation factor|APOBEC1 complementation factor|
benzo(a)pyrene diol epoxide-DNA adduct level|benzo[a]pyrene diol epoxide DNA adduct level|
human immunodeficiency virus receptor|human immunodeficiency virus screening program|
mitogen-activated protein kinase 14|mitogen activated protein kinase kinase 1|
anti-IL 7 monoclonal antibody|anti-IL8 monoclonal antibody|
American Society of Anaesthesiologists Class|American Society of Anaesthesiology status IV|
interleukin-2 receptor α chain|interleukin 2 receptor|
gamma-amino-butyric acidB receptor|gamma-aminobutyric acid B|
