LF1|LF2|Synonym
beta adrenergic receptor kinase 1|β-adrenergic receptor kinase 1|
postendoscopic retrograde cholangiopancreatography pancreatitis|post-endoscopic retrograde cholangio-pancreatography pancreatitis|
serum β-2-microglobulin value|serum β2 microglobulin value|
interferon alfa2b-induced|interferon-alfa2b-induced|
peroxisome proliferator-activated receptor gamma1|peroxisome proliferator activated receptor gamma1|
gamma-amino-butyric acid type-A|gamma aminobutyric acidA|
anti-beta (2)-glycoprotein-I antibody|anti-beta-2 glycoprotein I antibody|
receptor protein tyrosine phosphatase zeta|receptor protein-tyrosine phosphatase ζ|
recombinant human interleukin 1beta|recombinant human interleukin-1β|
hemoglobin S-β thalassemia|haemoglobin S-β-thalassaemia|
inhibitory G protein coupled|inhibitory G-protein-coupled|
transforming growth factor-β activated kinase 1|transforming growth factor-β activated kinase-1|
anti-β2 glycoprotein-I antibody|anti-beta2 glycoprotein I antibody|
pre-beta 1-high density lipoprotein|prebeta-1 high-density lipoprotein|
chest computed tomography|conventional computed tomography|
G-protein-coupled receptor kinase|G-protein-coupled-receptor kinase|
G protein γ subunit|G protein gamma subunit|
anti-beta(2)-glycoprotein I antibody|anti-β-2-glycoprotein I antibody|
Veterans Affairs Medical Center|Veterans Affairs medical center|
transforming growth factor-β-1|transforming growth factor β 1|
β(2) glycoprotein I|β-2-glycoprotein 1|
endoreduplication|endo-reduplication|
BCL-2-associated X-protein|Bcl-2-associated X-protein|
American Society of Anaesthesiologists grade 4|American Society of Anesthesiologists status 4|
fluorine-18-fluoro-deoxyglucose|fluorine-18 fluoro-deoxy-glucose|
augmented correlation-consistent polarized valence quadruple-zeta basis set|augmented correlation-consistent polarised valence quadruple zeta basis set|
tumor necrosis factor-α|tumour-necrosis-factor-α|
interleukin-13 receptor alpha1-chain|interleukine-13 receptor alpha1 chain|
interferon stimulated gene factor 3 alpha|interferon-stimulated gene factor 3alpha|
T cell receptor-gammadelta-positive|T-cell-receptor gammadelta-positive|
maximal H reflex|maximal Hoffmann reflex|
three-color fluorescence in situ hybridisation|three-color fluorescence in-situ hybridization|
para-aminobenzoyl-glutamic|para-aminobenzoylglutamic|
pentylene-tetrazole-kindled|pentylene tetrazol-kindled|
anti-β(2)-glycoprotein I antibody|anti-β-2 glycoprotein I antibody|
nuclear factor κB1|nuclear factor kappaB1|
anti-beta(2)-glycoprotein 1 antibody|anti-β2 glycoprotein 1 antibody|
transforming growth factor-beta receptor type II|transforming growth factor β receptor type II|
transforming growth factor beta receptor type II|transforming growth factor beta receptor type 2|
high resolution magic angle spinning nuclear magnetic resonance spectroscopy|high-resolution magic angle spinning nuclear magnetic resonance|
G-protein βγ subunit|G-protein βgamma subunit|
phosphatase and tensin homolog deleted on chromosome 10|phosphatase and tensin homolog deleted on chromosome ten|
tumor necrosis factor receptor-associated factor 1|tumour necrosis factor receptor associated factor 1|
crosspolarization/magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|
anti-beta-2-glycoprotein-1 antibody|anti-β (2)-glycoprotein-I antibody|
matrix metalloprotease|matrix metalloproteinase|
receptor protein tyrosine phosphatase-η|receptor protein-tyrosine phosphatase η|
inhibitor-κ B-beta|inhibitor-κ B-β|
thymic-shared antigen 1|thymic-shared antigen-1|
interleukin-1β protein|interleukin 1 β protein|
fluoro-deoxy-glucose|fluorine-18 deoxyglucose|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
α-1-antitrypsin|α 1-anti-trypsin|
peroxisome proliferator-activated receptor-γ coactivator-1 α|peroxisome-proliferator-activated receptor-gamma co-activator-1 alpha|
anti-β(2)-glycoprotein I antibody|anti-beta(2)-glycoprotein-I antibody|
luteinizing hormone-releasing hormone|luteinising hormone-releasing hormone|
inhibitor-κ B|inhibitor κ B|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
magic-angle-spinning solid-state nuclear magnetic resonance|magic-angle spinning solid-state nuclear magnetic resonance|
gamma amino butyric acidA|gamma-amino butyric acidA|
Rho-guanine dinucleotide phosphate dissociation inhibitor 1|ρ-guanine nucleotide dissociation inhibitor 1|
matrix-assisted laser desorption ionization mass spectrometry|matrix-assisted laser desorption ionisation mass spectrometry|
anti-beta2-glycoprotein-I antibody|anti-beta-2 glycoprotein 1 antibody|
estrogen receptor α knock out|oestrogen receptor α knock out|
cross polarization magic angle spinning nuclear magnetic resonance|cross-polarization magic-angle-spinning nuclear magnetic resonance|
transforming growth factor-β-1|transforming growth factor-beta(1)|
inhibitor-κ-B-alpha|inhibitor-κBalpha|
anti-beta2-glycoprotein I antibody|anti-beta 2 glycoprotein-I antibody|
Ras-guanosine triphosphatase-activating protein|ras-guanosine triphosphatase activating protein|
insulin-like growth factor-II mRNA binding protein-3|insulin-like growth factor II messenger RNA-binding protein 3|
transforming growth factor-β-activated kinase-1|transforming growth factor-β-activated kinase 1|
anti-β2 glycoprotein-1 antibody|anti-beta2 glycoprotein 1 antibody|
peroxisome proliferator-activated receptor-γ coactivator 1α|peroxisome proliferator-activated receptor-gamma co-activator-1 alpha|
myogenic regulatory factor 5|muscle regulatory factor 5|
in-vitro fertilisation-embryo transfer|vitro fertilization and embryo transfer|
IL13 receptor α 2|IL13 receptor α 2-chain|
corticotrophin-releasing hormone receptor type 2|corticotrophin-releasing hormone receptor type-2|
synaptosomal plasma membrane|synaptic plasma membrane|
interleukin-18 receptor-alpha|interleukine-18 receptor-alpha|
transient receptor potential vanilloid receptor 1|transient receptor potential vanilloid type 1 receptor|
American Society of Anesthesiologists grade 2|American Society of Anesthesiologists Class 2|
insulin-like growth factor receptor type II|insulinlike growth factor 2 receptor|
I-κB kinase-β|IκB kinase β|
inhibitory-κB kinase β|inhibitory-κB kinase-β|
Clinical Global Impression of Change|clinical global impressions of change|
American Society of Anaesthesiologists grade IV|American Society of Anesthesiologists Status 4|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
second somatosensory|secondary somatosensory|
anti-interleukin 8 antibody|anti-interleukin-8 antibody|
anti-β2 glycoprotein I antibody|anti-beta2-glycoprotein-I antibody|
anti-β(2)-glycoprotein I antibody|anti-beta-2-glycoprotein-1 antibody|
visual analog pain score|visual analog score|
interleukine-13 receptor α 2 chain|interleukin-13 receptor α2-chain|
anti-beta(2)-glycoprotein-I antibody|anti-beta(2) glycoprotein-I antibody|
corticotropin-releasing-hormone receptor type 2|corticotrophin releasing hormone receptor type 2|
American Society of Anesthesiology class II|American Society of Anesthesiologists Class II|
semitendinosus gracilis graft|semi-tendinosus gracilis graft|
Toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|toll-interleukin1 receptor domain-containing adapter inducing interferon β|
beta-site amyloid precursor protein cleaving enzyme 2|beta site amyloid precursor protein-cleaving enzyme-2|
tumor necrosis factor receptor associated factor 2|tumour necrosis factor receptor associated factor-2|
anti-β2-glycoprotein I antibody|anti-β-2-glycoprotein-1 antibody|
Autographa californica nucleopolyhedrovirus|Autographa californica M nucleopolyhedrovirus|
IL-2 receptor alpha chain|IL-2 receptor alpha-chain|
beats per minute|breaths per minute|
anti-β(2) glycoprotein-I antibody|anti-β2 glycoprotein 1 antibody|
Toll-interleukin-1 receptor domain-containing adapter-inducing interferon β|toll/interleukin 1 receptor domain-containing adapter-inducing interferon beta|
inhibitor-κB alpha|inhibitor κ-B alpha|
recombinant human transforming growth factor-β 1|recombinant human transforming growth factor beta 1|
recombinant interleukine 1β|recombinant interleukine-1-β|
electroimmunoassay|electro-immunoassay|
peroxisome proliferator-activated receptor-gamma coactivator 1alpha|peroxisome proliferator-activated receptor gamma co-activator-1 alpha|
transforming growth factor-β 1|transforming growth factor beta1|
Toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|Toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|
retinoic acid receptor-related orphan receptor gamma T|retinoic-acid-receptor-related orphan receptor γ t|
mGlu4 receptor|mGlu(4) receptor|
α thalassaemia|αthalassemia|
type 3 InsP3 receptor|type 3 InsP(3) receptor|
guanylyl cyclase-activating protein 2|guanylyl cyclase-activating protein II|
ER-α knock out mouse|ERα knock out mouse|
phospholipase C-β2|phospholipase Cβ2|
peroxisome proliferator-activated receptor gamma co-activator-1|peroxisome proliferator activated receptor γ coactivator 1|
p130 Crk-associated substrate|p130 CRK-associated substrate|
interleukin-4 receptor-α chain|interleukine-4 receptor α chain|
beta2 adrenergic receptor|β 2-adrenergic receptor|
Toll-like receptor-7|toll-like receptor 7|
peroxisome proliferator-activated receptor-α agonist|peroxisome-proliferator-activated receptor α agonist|
α-2C adrenergic receptor|α(2c)-adrenergic receptor|
GTP binding protein βgamma-subunit|GTP binding protein βγ subunit|
anti-β2-glycoprotein I antibody|anti-β 2 glycoprotein I antibody|
estrogen receptor α knock-out|oestrogen receptor α knock out|
human tumour necrosis factor β|human tumor necrosis factor β|
receptor-like protein-tyrosine phosphatase-delta|receptor-like protein tyrosine phosphatase-δ|
anti-β 2 glycoprotein I antibody|anti-β-2-glycoprotein 1 antibody|
poly-β-hydroxyvalerate|poly-hydroxyvalerate|
beta-glucosidase-1|β-glucosidase-1|
anti-β(2) glycoprotein I antibody|anti-beta2 glycoprotein I antibody|
interleukine-13 receptor alpha1|interleukin-13 receptor alpha1|
anti-T-cell receptor-α/β monoclonal antibody|anti-T cell receptor alpha/beta monoclonal antibody|
β-2 glycoprotein I|β(2)-glycoprotein I|
interleukin-4 receptor-α chain|interleukine-4 receptor α chain|
receptor-like protein tyrosine phosphatase-κ|receptor-like protein-tyrosine phosphatase-kappa|
GTP binding protein βgamma subunit|GTP-binding protein βgamma-subunit|
anti-beta (2)-glycoprotein-I antibody|anti-β2-glycoprotein-1 antibody|
esophago-gastroduodenoscopy|oesophago-gastro-duodenoscopy|
bone morphogenetic protein receptor 2|type II bone morphogenetic protein receptor|
estrogen receptor-α knockout mouse|estrogen receptor α knock-out|
multiplex-fluorescence in-situ hybridisation|multicolor fluorescence in situ hybridization|
inhibitor-κ-B-alpha|inhibitor κB alpha|
phospholipase Cβ(3)|phospholipase C-β3|
Hemolysis, elevated liver enzymes, low platelets|hemolysis, elevated liver function tests, low platelets|
anti-beta(2) glycoprotein I antibody|anti-beta (2)-glycoprotein I antibody|
three color fluorescence in-situ hybridization|three-colour fluorescence in situ hybridisation|
beta site amyloid precursor protein-cleaving enzyme 1|β site amyloid precursor protein-cleaving enzyme 1|
peroxisome proliferator-activated receptor gamma 1|peroxisome proliferator-activated receptor γ1|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
receptor protein tyrosine phosphatase gamma|receptor protein tyrosine phosphatase-γ|
computed tomogram|Computed tomograms|
alpha-aminonitrogen|alpha amino nitrogen|
β-2 glycoprotein-1|β 2 glycoprotein-I|
fatty-acid beta oxidation|fatty acid β-oxidation|
cross polarisation/magic-angle-spinning nuclear magnetic resonance spectroscopy|cross polarization/magic angle spinning nuclear magnetic resonance spectroscopy|
interleukin-11 receptor α subunit|interleukine-11 receptor α|
interleukin-2 receptor α-chain|interleukin 2 receptor-α|
inhibitor κ B alpha|inhibitor-κ B-alpha|
transforming growth factor beta receptor type II|transforming growth factor beta type II receptor|
pseudo-aneurism|pseudo-aneurysm|
remnant-like particle cholesterol|remnant like particle-cholesterol|
ER-α knockout|ER-α knock-out|
ultrasound guided sclerotherapy|ultrasound-guided sclerotherapy|
β amyloid precursor protein-cleaving enzyme-2|beta amyloid precursor protein-cleaving enzyme 2|
β-site APP cleaving enzyme-2|beta-site APP cleaving enzyme 2|
β amyloid precursor protein cleaving enzyme|beta-amyloid precursor protein-cleaving enzyme|
American Society of Anesthesiology grade 1|American Society of Anesthesiologists Status I|
inhibitor κB-α|inhibitor κ-B α|
anti-beta-2 glycoprotein 1 antibody|anti-beta 2-glycoprotein-I antibody|
T cell receptor-γδ-positive|T cell receptor γ δ-positive|
crosspolarization/magic-angle-spinning nuclear magnetic resonance spectroscopy|cross polarization/magic angle spinning nuclear magnetic resonance spectroscopy|
peroxisome-proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator-activated receptor-gamma coactivator 1 alpha|
injury|injure|
immunoglobulin α chain|immunoglobulin alpha chain|
bone marrow-derived mesenchymal stem cell|bone marrow mesenchymal stem cell|
laser desorption ionisation time-of-flight mass spectrometry|laser desorption/ionisation time-of-flight mass spectrometry|
peroxisome-proliferator-activated receptor-gamma co-activator 1alpha|peroxisome proliferator-activated receptor-gamma coactivator-1alpha|
American Society of Anaesthesiology Grade IV|American Society of Anesthesiology grade 4|
tumor necrosis factor receptor-associated factor 2|tumour necrosis factor receptor-associated factor-2|
peroxisome proliferator-activated receptor-alpha agonist|peroxisome-proliferator-activated receptor alpha agonist|
transforming growth factor-β-1|transforming growth factor-β 1|
anti-β 2-glycoprotein-I antibody|anti-β (2)-glycoprotein I antibody|
IL-4R α chain|IL4R α-chain|
American Society of Anaesthesiologists Grade 4|American Society of Anesthesiology Class IV|
β-site amyloid precursor protein-cleaving enzyme 2|β site amyloid precursor protein-cleaving enzyme-2|
interleukine 13 receptor α2-chain|interleukin-13 receptor α2-chain|
interleukin-18 receptor-alpha|interleukine-18 receptor α chain|
toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin 1 receptor domain-containing adapter-inducing interferon β|
phosphorylated cyclic AMP response element binding protein|phosphorylated cAMP-responsive element-binding protein|
toll-interleukin1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon beta|
anti-β-2-glycoprotein-1 antibody|anti-beta(2)-glycoprotein 1 antibody|
anti-β-2-glycoprotein 1 antibody|anti-β-2 glycoprotein I antibody|
transforming growth factor-β receptor 1|transforming growth factor beta receptor I|
liquid chromatography/electrospray-mass spectrometry|liquid chromatography-electrospray/mass spectrometry|
anti-β 2 glycoprotein-I antibody|anti-beta (2)-glycoprotein I antibody|
anti-beta2-glycoprotein-I antibody|anti-beta-2 glycoprotein-I antibody|
βgalactosidase gene|β-galactosidase|
Kruppel-like factor 5|krüppel-like factor 5|
peroxisome-proliferator-activated receptor γ coactivator 1 α|peroxisome-proliferator-activated receptor gamma coactivator-1 alpha|
corticotrophin releasing hormone receptor type 2|type 2 corticotropin-releasing hormone receptor|
American Society of Anaesthesiologists physical status 4|American Society of Anesthesiologists Grade 4|
in-vitro fertilisation/embryo transfer|vitro fertilization and embryo transfer|
peroxisome-proliferator-activated receptor-gamma coactivator-1alpha|peroxisome-proliferator-activated receptor γ coactivator-1α|
neural precursor cell-expressed, developmentally down-regulated 8|neural precursor cell expressed developmentally downregulated 8|
tumour-necrosis factor α|tumour necrosis factor α|
toll-interleukin1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
anti-β-2-glycoprotein I antibody|anti-β-2 glycoprotein-I antibody|
interleukin-4 receptor-α chain|interleukine-4 receptor alpha chain|
beta-amyloid precursor protein-cleaving enzyme 2|β amyloid precursor protein cleaving enzyme-2|
β2-glycoprotein 1|β(2) glycoprotein I|
American Society of Anaesthesiology class III|American Society of Anesthesiology physical status 3|
transforming growth factor β(1)|transforming growth factor beta-1|
ERα knockout mouse|ERalpha knockout mouse|
phyto-haemagglutinin|Phytohaemagglutinin-P|
anti-β-2-glycoprotein-1 antibody|anti-β2 glycoprotein-1 antibody|
anti-T-cell receptor-alpha/beta monoclonal antibody|anti-T-cell receptor α β monoclonal antibody|
anti-β (2)-glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|
anti-β(2)-glycoprotein-I antibody|anti-beta(2) glycoprotein-I antibody|
anti-human T-cell lymphotropic virus type-1 antibody|anti-human T-cell lymphotrophic virus 1 antibody|
transforming growth factor-beta type I receptor|transforming growth factor-β type I receptor|
interleukin-13 receptor α 2-chain|interleukine 13 receptor α 2 chain|
anti-beta(2)-glycoprotein-I antibody|anti-β (2)-glycoprotein-I antibody|
American Society of Anesthesiology Grade 5|American Society of Anesthesiology Grade V|
anti-β-2 glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
anti-β2-glycoprotein I antibody|anti-β2 glycoprotein-1 antibody|
peroxisome proliferator activated receptor γ2|peroxisome proliferator-activated receptor γ 2|
matrix assisted laser desorption ionisation time of flight mass spectrometric|matrix assisted laser desorption/ionization time-of-flight mass spectrometric|
anti-β (2)-glycoprotein I antibody|anti-beta-2-glycoprotein-1 antibody|
α 1-anti-trypsin|alpha 1-anti-trypsin|
peroxisome proliferator activated receptor gamma 2|peroxisome proliferator-activated receptor gamma-2|
peroxisome proliferator-activated receptor γ coactivator-1α|peroxisome-proliferator-activated receptor gamma coactivator-1alpha|
anti-β-2-glycoprotein-I antibody|anti-β (2)-glycoprotein-I antibody|
phosphorylated glycogen synthase kinase-3 β|phospho-glycogen synthase kinase-3 β|
enzyme linked immuno-sorbent assay|enzyme-linked-immunosorbent-assay|
American Society of Anaesthesiologists grade II|American Society of Anesthesiology Grade II|
receptor-like protein tyrosine phosphatase-α|receptor protein tyrosine phosphatase α|
anti-β2-glycoprotein I antibody|anti-β(2) glycoprotein-I antibody|
gammaaminobutyric acid|gamma-aminobutyric acid type B|
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin1 receptor domain-containing adapter-inducing interferon β|
sperm immobilising activity|sperm-immobilising activity|
complementarity determining region-3|third complementarity determining region|
inhibitor-κBalpha|inhibitor-κ B-alpha|
phospholipase Cγ1|phospholipase Cgamma1|
inhibitory-κB kinase|inhibitory-κ B kinase|
cytotoxic T lymphocyte antigen-2β|cytotoxic T lymphocyte antigen 2 β|
anti-beta-2-glycoprotein-1 antibody|anti-beta2 glycoprotein 1 antibody|
anti-beta2-glycoprotein I antibody|anti-β-2-glycoprotein-I antibody|
anti-beta-2 glycoprotein I antibody|anti-β2-glycoprotein-1 antibody|
prostaglandin F(2)α|prostaglandin F2α|
microtubule-associated protein-1 light chain 3-II|microtubule associated protein 1 light chain 3-II|
peroxisome-proliferator-activated receptor-γ coactivator-1α|peroxisome proliferator-activated receptor-γ coactivator 1α|
7,12-dimethylbenzanthracene|dimethylbenzanthracene|
interleukine-6 receptor alpha|interleukine-6 receptor α|
American Society of Anaesthesiology grade V|American Society of Anesthesiology class 5|
transforming growth factor β1|transforming growth factor beta(1)|
Chinese hamster lung fibroblasts|Chinese hamster fibroblasts|
receptor-like protein-tyrosine phosphatase α|receptor-like protein tyrosine phosphatase α|
anti-β(2) glycoprotein I antibody|anti-β-2-glycoprotein 1 antibody|
T-cell receptor-γδ-positive|T cell receptor γ δ-positive|
α2B-adrenoceptor|α-2B adrenoceptor|
American Society of Anaesthesiologists status I|American Society of Anesthesiologists Class 1|
dicer-like 1|Dicer-like 1|
estrogen receptor α knockout|estrogen receptor-α knockout|
β site amyloid precursor protein cleaving enzyme-2|β site amyloid precursor protein-cleaving enzyme-2|
interleukine 7 receptor α subunit|interleukin 7 receptor-α|
interferon-stimulated gene factor-3alpha|interferon stimulated gene factor 3 alpha|
interleukine 7 receptor α-chain|interleukine-7 receptor α-chain|
anti-beta-2-glycoprotein-1 antibody|anti-β-2-glycoprotein-I antibody|
receptor-like protein tyrosine phosphatase-κ|receptor protein tyrosine phosphatase kappa|
multiplex fluorescence in situ hybridisation|multiplex-fluorescence in situ hybridisation|
spin trap alpha-phenyl N-tert-butyl nitrone|alpha-phenyl-N-tert-butyl-nitrone|
anti-β 2 glycoprotein I antibody|anti-beta 2-glycoprotein I antibody|
beta-site amyloid precursor protein-cleaving enzyme-1|beta-amyloid precursor protein-cleaving enzyme 1|
orofacio-digital syndrome|oro-faciodigital syndrome|
anti-beta(2)-glycoprotein I antibody|anti-β(2) glycoprotein-I antibody|
anti-beta2-glycoprotein I antibody|anti-β(2)-glycoprotein 1 antibody|
American Society of Anaesthesiologists grade 2|American Society of Anaesthesiology Class II|
apolipoprotein-A1-mediated|apolipoprotein A-1-mediated|
inhibitor κBalpha|inhibitor-κ B-alpha|
anti-β2 glycoprotein I antibody|anti-beta-2-glycoprotein-1 antibody|
receptor protein-tyrosine phosphatase δ|receptor protein tyrosine phosphatase-δ|
β-2-glycoprotein-I|β(2)glycoprotein I|
GTP binding protein betagamma subunit|GTP-binding protein βγ subunit|
β-2-glycoprotein-I|β-2-glycoprotein-1|
anti-β2 glycoprotein I antibody|anti-β 2 glycoprotein-I antibody|
anti-beta-2-glycoprotein-1 antibody|anti-β-2-glycoprotein 1 antibody|
T helper type-1/T helper type-2 balance|T-helper type 1/T-helper type 2 balance|
toll/interleukin1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
histidine-rich protein-II|histidine-rich protein II|
anti-beta(2)-glycoprotein I antibody|anti-β-2-glycoprotein-1 antibody|
interleukin-13 receptor α 2 chain|interleukin 13 receptor α 2-chain|
colony-forming unit-granulocyte/macrophage|colony forming unit/granulocyte macrophage|
American Society of Anaesthesiologists grade I|American Society of Anesthesiologists physical status I|
corticotrophin-releasing hormone receptor 2|corticotrophin releasing hormone receptor type-2|
phosphorylated glycogen synthase kinase-3 beta|phosphorylated glycogen synthase kinase 3 beta|
T-cell-receptor gamma delta-positive|T cell receptor-gamma delta-positive|
interleukine-2 receptor-α|interleukin 2 receptor-α|
American Society of Anaesthesiology Grade 5|American Society of Anaesthesiologists Grade V|
inhibitor κB|inhibitor-κ B|
anti-β 2 glycoprotein 1 antibody|anti-beta2 glycoprotein I antibody|
enzyme-linked immunosorbent-assay|enzyme linked immuno-adsorbent assay|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin1 receptor domain-containing adapter-inducing interferon β|
T-cell receptor γ δ cell|T cell receptor γ δ cell|
pre-beta 1 high-density lipoprotein|prebeta-1 high-density lipoprotein|
human adenovirus 12|human adenovirus type 12|
tumour-necrosis factor-α|tumor necrosis factor-α|
kruppel-like factor-12|Krüppel-like factor 12|
anti-IL-2 monoclonal antibody|anti-interleukin-2 monoclonal antibody|
phosphorylated p38 MAPK|phosphorylated p38MAPK|
type 2 sodium/phosphate co-transporter|type II sodium phosphate co-transporter|
pseudo-aneurysm|pseudo-aneurism|
hemoglobin Roseau Pointe-à-Pitre|haemoglobin Roseau-Pointe à Pitre|
interferon-stimulated gene factor-3 alpha|interferon stimulated gene factor 3 alpha|
β-2 glycoprotein-I|β-2 glycoprotein 1|
anti-beta2 glycoprotein-I antibody|anti-β-2 glycoprotein 1 antibody|
β-APP cleaving enzyme 1|β APP-cleaving enzyme 1|
recombinant human transforming growth factor β 3|recombinant human transforming growth factor beta 3|
prostaglandin F2-α|prostaglandin-F(2)α|
β-secretase 1|β-secretase-1|
antigen induced arthritis|antigen-induced arthritis|
anti-beta (2)-glycoprotein I antibody|anti-beta 2-glycoprotein-I antibody|
protein kinase C δ|protein kinase Cdelta|
American Society of Anesthesiologists Status II|American Society of Anaesthesiology status II|
peroxisome proliferator-activated receptor-γ co-activator-1 α|peroxisome-proliferator-activated receptor-γ co-activator 1α|
anti-interleukin-1alpha antibody|anti-interleukin 1alpha antibody|
interleukin-15 receptor α-chain|interleukin-15 receptor alpha-chain|
in vitro-fertilized|in vitro fertilised|
weight for length z score|weight-for-length Z-score|
receptor protein tyrosine phosphatase delta|receptor protein tyrosine phosphatase-δ|
interleukine-15 receptor alpha-chain|interleukine-15 receptor alpha subunit|
γglutamyl transpeptidase|gamma-glutamyltranspeptidase|
anti-human T-cell lymphotropic virus type-I antibody|anti-human T-cell lymphotrophic virus I antibody|
GTP-binding protein β-subunit|GTP binding protein β-subunit|
human tumor necrosis factor-α|human tumour necrosis factor-α|
interleukin-13 receptor α1-chain|interleukine-13 receptor α 1-subunit|
American Society of Anesthesiologists Grade IV|American Society of Anesthesiologists grade IV|
anti-β(2) glycoprotein I antibody|anti-beta-2-glycoprotein I antibody|
anti-beta-2-glycoprotein-I antibody|anti-β-2 glycoprotein-1 antibody|
American Society of Anaesthesiology Class 1|American Society of Anesthesiologists Class 1|
uridine monophosphate|uridine 5'-monophosphate|
T-cell-receptor gamma delta-positive|T-cell-receptor γ δ-positive|
peroxisome proliferator-activated receptor-γ co-activator 1 α|peroxisome-proliferator-activated receptor γ coactivator 1α|
pre-beta1-high density lipoprotein|pre-β1-high density lipoprotein|
protein kinase M-ζ|protein kinase Mzeta|
technetium-99m-labelled human serum albumin|technetium-99m labelled human serum albumin|
stromal-derived factor-1alpha|stromal-derived factor 1α|
interleukin-13 receptor α2-chain|interleukin 13 receptor α2 chain|
anti-beta2 glycoprotein I antibody|anti-beta(2) glycoprotein-I antibody|
anti-β2-glycoprotein 1 antibody|anti-beta 2-glycoprotein I antibody|
American Society of Anesthesiology Class 2|American Society of Anesthesiologists grade II|
T cell receptor gammadelta-positive|T cell receptor γδ-positive|
anti-beta 2 glycoprotein-I antibody|anti-β (2)-glycoprotein-I antibody|
anti-β-2 glycoprotein-1 antibody|anti-β(2)-glycoprotein 1 antibody|
interferon-stimulated gene factor 3 alpha|interferon stimulated gene factor-3 alpha|
T-cell receptor γ δ-positive|T-cell-receptor γδ-positive|
anti-β-2-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
GTP-binding protein β-γ-subunit|GTP-binding protein βγ subunit|
L-dopa-induced dyskinesia|L-DOPA-induced dyskinesia|
anti-β(2)-glycoprotein 1 antibody|anti-beta 2-glycoprotein I antibody|
vitro fertilization and embryo transfer|in-vitro fertilization embryo transfer|
American Society of Anaesthesiology class 3|American Society of Anaesthesiologists grade 3|
peroxisome proliferator activated receptor γ2|peroxisome proliferator activated receptor-gamma 2|
interleukine 2 receptor α|interleukine-2 receptor α chain|
recombinant human transforming growth factor-beta 2|recombinant human transforming growth factor β 2|
interleukin-13 receptor-α2 subunit|interleukin-13 receptor α2 subunit|
estrogen receptor α knock out|oestrogen receptor α knock out|
anti-TCR α/β monoclonal antibody|anti-TCR α β monoclonal antibody|
insulin-like growth factor II mRNA binding protein 2|insulin-like growth factor-II messenger RNA-binding protein 2|
amyloid β1-40|amyloid β40|
alpha-1 protease inhibitor|alpha1-protease inhibitor|
beta-amyloid precursor protein cleaving enzyme 1|β-amyloid precursor protein-cleaving enzyme 1|
quantitative real time polymerase chain reaction assay|quantitative reverse transcription polymerase chain reaction assay|
Hb-S/beta thalassemia|Hb S-beta-thalassemia|
α smooth muscle cell actin|α-smooth-muscle cell actin|
Src homology 2-containing protein-tyrosine phosphatase 1|Src homology 2-containing protein tyrosine phosphatase 1|
ER α knockout|ER α knock out|
alpha-1-anti-trypsin|alpha 1 anti-trypsin|
β-site amyloid precursor protein-cleaving enzyme 1|β site amyloid precursor protein-cleaving enzyme 1|
interleukine 13 receptor α 2-chain|interleukin 13 receptor α2-chain|
receptor-like protein tyrosine phosphatase-η|receptor protein-tyrosine phosphatase η|
anti-beta2-glycoprotein I antibody|anti-β-2-glycoprotein 1 antibody|
American Society of Anaesthesiology physical status 4|American Society of Anesthesiologists status IV|
B-cell chronic lymphatic leukemia|B cell chronic lymphocytic leukemia|
stromal derived factor 1-α|stromal derived factor 1 alpha|
interleukine-13 receptor α2 subunit|interleukine 13 receptor α2 chain|
T-cell receptor γδ-positive|T-cell-receptor γ δ-positive|
peroxisome-proliferator-activated receptor-γ coactivator 1 α|peroxisome proliferator-activated receptor-γ coactivator-1 α|
β 2 glycoprotein-I|β 2 glycoprotein 1|
