LF1|LF2|Synonym
anti-IL7 monoclonal antibody|anti-IL5 monoclonal antibody|N
glial cell-line derived neurotrophic factor|glial cell line-derived neurotrophic factor receptor|N
matrix assisted laser desorption ionisation-mass spectrometry|matrix assisted laser desorption/ionization time-of-flight mass spectrometry|N
adenine phosphoribosyltransferase|xanthine-guanine phosphoribosyltransferase|N
beta-site APP cleaving enzyme 2|beta site APP-cleaving enzyme|N
natural T|natural|N
β APP cleaving enzyme-2|β site APP cleaving enzyme-2|Y
yes associated protein|yes-associated protein|Y
posterior wall myocardial infarction|anterolateral myocardial infarction|N
plasma prekallikrein|rat plasma kallikrein|N
magnetic resonance mammography|magnetic resonance tomography|N
kinesin family member 18A|kinesin family member 3A|N
proinsulin-like growth factor II|insulin-like growth factor I protein|N
prointerleukin-1 beta|pro-interleukin-1 alpha|N
Fc-γ receptor|IFN-γ receptor-1|N
cluster of differentiation antigen 45|cluster of differentiation 133|N
angiotensin receptor type 1|angiotensin receptor subtype 1|Y
internal transcribed spacer 2|internal transcribed spacer-1|N
Minneapolis Veterans Administration Medical Center|Seattle Veterans' Administration Medical Center|N
transforming growth factor β-activated kinase 1|transforming-growth-factor-beta-activated kinase-1|Y
interleukin-5 receptor α subunit|interleukine 2 receptor α subunit|N
bronchus-associated lymphoid tissue|Conjunctiva-associated lymphoid tissue|N
A disintegrin and metalloprotease-6|A disintegrin and metalloprotease 11|N
human adenovirus serotype 38|human adenovirus type 52|N
intermediate zone|intermediate dose|N
sulphoglycolipid-immobilizing protein 1|sulfoglycolipid-immobilising protein 1|Y
matrix assisted laser desorption ionization time-of-flight mass spectrometry|surface enhanced laser desorption ionisation time-of-flight mass spectrometry|N
macrophage-inflammatory protein-3α|macrophage inflammatory protein 1α|N
3-dimensional time-of-flight magnetic resonance angiography|two dimensional time-of-flight magnetic resonance angiography|N
cGMP-dependent protein kinase Ialpha|cGMP-dependent protein kinase Ibeta|N
antiIL-8 receptor antibody|anti-IL 4 receptor antibody|N
cluster of differentiation 14|cluster of differentiation antigen 59|N
interleukin-3 receptor α-chain|interleukine-7 receptor α chain|N
American Society of Anesthesiologists Status 2|American Society of Anesthesiology status 1|N
human leucocyte antigen DP|human leucocyte antigen B27|N
human immunodeficiency virus type 1 trans-activator protein|human immunodeficiency virus type 1 infection|N
C-C chemokine ligand 20|CC chemokine ligand 5|N
recombinant human IL-12|recombinant human GM-CSF|N
polyethyleneglycol 4000|poly(ethylene glycol) 8000|N
membrane-associated guanylate kinase protein|membrane-associated guanylate kinase|Y
ribosomal protein L29|ribosomal protein L41|N
G-protein-coupled receptor|G-protein coupled receptor kinase|N
interleukine-4 receptor α chain|interleukine-6 receptor α chain|N
γ-aminobutyrate|4-aminobutyrate|N
human adenovirus type 48|human adenovirus 46|N
S-(4-nitrobenzyl)-6-thioinosine|S-(p-nitrobenzyl)-6-thioinosine|Y
interleukin-4 receptor α chain|interleukin-2 receptor α chain|N
TBP associated factor-17|TBP-associated factor-17|Y
TBP-associated factor 11|Brg-1-associated factor|N
amyloid precursor like protein 1|amyloid beta precursor protein|N
IL-12-receptor beta1|IL-12 receptor beta1|Y
microtubule-associated protein 1A|microtubule-associated protein-2|N
American Society of Anaesthesiologists Status 4|American Society of Anaesthesiology status|N
human T cell leukemia virus type-1-infected|human T cell leukemia virus type 2|N
human adenovirus 4|human adenovirus type 23|N
x-ray absorption fine structure spectroscopy|extended x-ray absorption fine structure spectroscopy|N
beta-ketoacyl-acyl carrier protein synthase I|beta-ketoacyl acyl carrier protein synthase II|N
macrocreatine kinase type 2|macroenzyme creatine kinase type 2|Y
human immunodeficiency virus type 1 subtype|human immunodeficiency virus type 2|N
collagen type Iα2|collagen type VI α-3|N
interleukin 12 receptor beta1|interleukin 1 receptor|N
serine protease inhibitor, Kazal type 1|serine protease inhibitor, Kazal type 3|N
peroxisome proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator activated receptor gamma 1|N
CXC chemokine receptor 2|CXC chemokine receptor|N
Src homology 2-containing protein tyrosine phosphatase-1|Src homology 2 domain-containing protein-tyrosine phosphatase 1|Y
interleukin 31|interleukin-1-β|N
corticotrophin-releasing hormone receptor type-2|corticotropin-releasing hormone type 1 receptor|N
microtubule-associated protein 1B-P|microtubule-associated protein-5|N
brainstem auditory evoked potentials|brain-stem evoked potential|N
magnet resonance imaging|magnetic resonance angiogram|N
transcription factor IIS|transcription factor IIIC|N
ubiquitin-activating enzyme 4|ubiquitin-conjugating enzyme|N
shiga-like toxin 2|shiga-like toxin-I|N
interleukine 3 receptor α-chain|interleukine-13 receptor α1|N
regulators of G-protein signaling|regulator-of-G-protein-signaling 7|N
time-resolved fluorometric immunoassay|time-resolved fluoroimmunoassay|Y
A disintegrin and metalloprotease 10|a disintegrin and metalloproteinase-28|N
interleukin-13 receptor α1 subunit|interleukin-13 receptor α-1 chain|Y
N-methyl-D-aspartate receptor 1|N-methyl-D-aspartate receptors|N
γ-amino-butyric acidB receptor|γ-aminobutyric acid type A receptor|N
flow velocity integral|time velocity integral|N
dioleoylphosphatidylethanolamine|Dioleoyl phosphatidyl ethanolamine|Y
a disintegrin and metalloprotease 10|A disintegrin and metalloproteinase-11|N
inhibitor-κB-α|inhibitor κB-α|Y
stromal cell-derived factor 1 receptor|stromal cell-derived factor-1|N
receptor-like protein-tyrosine phosphatase eta|receptor protein-tyrosine phosphatase-γ|N
radio-contrast-induced nephropathy|radiocontrast induced nephropathy|Y
proteasome subunit β type 8|proteasome subunit β-type 2|N
intraocular lens|intra-ocular lens|Y
confocal scanning laser microscopy|confocal scanning laser microscope|Y
organophosphate|orthophosphate|N
never-in-mitosis A related kinase 1|never-in-mitosis A related kinase-1|Y
secreted frizzled-related protein|secreted Frizzled related protein 1|N
recombinant tissue plasminogen activator|tissue plasminogen activator|N
kruppel-like factor 8|krüppel-like factor-11|N
fan-beam dual x-ray absorptiometry|fan beam dual-energy X-ray absorptiometry|Y
every 4 hours|every 3 hours|N
sperm-associated antigen 4|sperm associated antigen 8|N
pro-atrial natriuretic peptide|alpha atrial natriuretic peptide|N
type VIII Ehlers-Danlos syndrome|type IV Ehlers Danlos syndrome|N
Bos taurus autosome 18|Bos taurus autosome 19|N
17-hydroxycorticosteroids|11-hydroxycorticosteroids|N
light-harvesting chlorophyll a/b protein II|light-harvesting chlorophyll a/b-binding protein-II|Y
antiinterleukin 13 antibody|anti-interleukin-7 antibody|N
A disintegrin and metalloproteinase-11|A disintegrin and metalloprotease 12|N
American Society of Anaesthesiologists Class V|American Society of Anaesthesiology status|N
low pathogenic avian influenza|low pathogenic avian influenza H5 virus|N
FADD-like interleukin-1-beta-converting enzyme|interleukin 1 beta-converting enzyme|N
uncoordinated protein 54|uncoordinated protein 43|N
antiIL-5 monoclonal antibody|anti-IL 7 monoclonal antibody|N
hereditary cerebral hemorrhage with amyloidosis-Dutch type|hereditary cerebral hemorrhage with amyloidosis|N
anti-interleukin-10 antibody|anti-interleukin-2 antibody|N
surface-enhanced laser desorption/ionisation time-of-flight|surface-enhanced laser desorption ionisation|N
single-strand|single-stranded|Y
interleukin 7 receptor alpha chain|interleukin-13 receptor alpha-1 chain|N
American Society of Anaesthesiologists status III|American Society of Anaesthesiology physical status III|Y
bone marrow-derived DCs|bone marrow-derived cell|N
G protein αi subunit|G protein alpha i2 subunit|N
American Society of Anaesthesiologists score|American Society of Anaesthesiologists Status 3|N
interleukin 7 receptor α subunit|interleukin 2 receptor α subunit|N
anti-IL1 antibody|anti-Fas antibody|N
56-kDa protein|20-kDa protein|N
plasma protein concentration|plasma catecholamine concentration|N
interleukine-3 receptor α-chain|interleukine-4 receptor-α|N
peroxisome proliferator-activated receptor-γ2|peroxisome proliferator activated receptor-γ 2|Y
antiIL-10 monoclonal antibody|anti-IL-2R alpha monoclonal antibody|N
phospholipase B|phospholipase C-γ-2|N
mouse embryonic fibroblast|mouse embryo fibroblast|Y
antineutrophilic cytoplasmic antibody|antineutrophil cytoplasm autoantibodies|Y
interleukin-1β-converting enzyme|interleukin-1β-converting enzyme inhibitor|N
transforming growth factor α-Pseudomonas exotoxin-40|transforming growth factor-α-Pseudomonas exotoxin 40|Y
peroxisome proliferator-activated receptor gamma coactivator 1|peroxisome proliferator activated receptor gamma coactivator-1|Y
monogalactosyldiacylglycerol|digalactosyldiacylglycerol|N
neural-precursor cell-expressed developmentally down-regulated 8|neural precursor cell expressed developmentally down-regulated 8|Y
5-hydroxytryptamine 3 receptor|hydroxytryptamine receptor|N
interleukine-6 receptor α-chain|interleukin-13 receptor α1 chain|N
interleukin-15 receptor α subunit|interleukin-15 receptor α|Y
interleukin-12 receptor β2 chain|interleukin-7 receptor α chain|N
recombinant human interleukin 9|recombinant human interleukin-1α|N
cluster of differentiation antigen 72|cluster of differentiation 11A|N
anti-4-1BB antibody|antiIL-4 antibody|N
receptor protein tyrosine phosphatase psi|receptor-like protein-tyrosine phosphatase-alpha|N
2-mercaptobenzothiazole|mercaptobenzimidazole|N
receptor-like protein tyrosine phosphatase-psi|receptor-like protein-tyrosine phosphatase η|N
spino-cerebellar ataxia-3|spinocerebellar ataxia 10|N
Kruppel-like factor-13|Krüppel-like factor|N
LIM kinase 2|LIM kinase|N
p110 phosphoinositide 3-kinase|phosphoinositide 5-kinase|N
selected ion monitoring|single ion monitoring|Y
multi-channel intra-lumenal impedance|multiple intralumenal impedance|Y
Krüppel-like factor-15|kruppel-like factor-10|N
IL-15 receptor alpha-chain|IL-13 receptor α2-chain|N
American Society of Anaesthesiology Class 3|American Society of Anesthesiologists Status II|N
American Society of Anaesthesiologists class|American Society of Anesthesiology grade|Y
American Society of Anesthesiologists class IV|American Society of Anaesthesiologists class III|N
SMA- and MAD-related protein 1|SMA- and MAD-related protein 3|N
acetohydroxaminic acid|acetohydroxamic acid|Y
postnatal day 20|postnatal day 0|N
cluster of differentiation 40|cluster of differentiation 62 ligand|N
antineutrophil cytoplasmic antibody positive|anti-neutrophil cytoplasmic antibody-positive|Y
glyoxalase|glyoxalase I|N
American Society of Anaesthesiology Grade 1|American Society of Anaesthesiologists status II|N
American Society of Anaesthesiologists physical status III|American Society of Anaesthesiology physical status 2|N
human adenovirus serotype 8|human adenovirus serotype 31|N
interleukine 3 receptor α-chain|interleukin-7 receptor α chain|N
nonpigmented ciliary epithelium|nonpigmented ciliary epithelial|Y
insulin-like growth factor-binding protein|insulin-like growth factor binding|N
anti-beta(2)-glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|Y
A disintegrin and metalloproteinase 3|secreted a disintegrin and metalloproteinase 28|N
American Society of Anaesthesiology Class 1|American Society of Anesthesiology physical status|N
primed lymphocyte test|primed lymphocyte typing|Y
matrix-assisted laser desorption/ionization time-of-flight|matrix-assisted laser desorption ionization time of flight mass spectrometric|N
corticotropin-releasing activity|corticotrophin releasing factor|N
corticotrophin-releasing hormone receptor|corticotropin-releasing-hormone|N
a disintegrin and metalloprotease 17|a disintegrin and metalloproteinase-6|N
American Society of Anaesthesiology Grade IV|American Society of Anesthesiology Grade II|N
human papillomavirus type 16|human papillomavirus type 16 DNA|Y
calcium-activated neutral proteinase|Calcium-activated neutral protease|Y
TATA-binding protein associated factor 10|TATA-binding protein-associated factor-2|N
human adenovirus type 48|human adenovirus serotype 13|N
enzyme-linked immunoassay|enzyme-linked immunoabsorbant assay|Y
steroid 5-alpha reductase type 1|steroid 5α reductase type I|Y
augmented correlation-consistent polarized-valence triple-ζ basis set|augmented correlation-consistent polarised valence double ζ basis set|N
a disintegrin and metalloprotease with thrombospondin motifs-3|a disintegrin and metalloproteinase with thrombospondin motifs-9|N
prostaglandin F1-α|prostaglandin F2-α|N
interferon stimulated gene factor 3alpha|interferon stimulated gene factor-3α|Y
platelet-derived growth factor type-β receptor|platelet-derived growth factor receptors|N
anti-beta2-glycoprotein-1 antibody|anti-beta2 glycoprotein I antibody|Y
a disintegrin and metalloprotease 28|a disintegrin and metalloproteinase-21|N
antiIL-7 monoclonal antibody|anti-IL 4 monoclonal antibody|N
TATA-binding protein-associated factor-8|TATA-binding protein-related factor-2|N
Floating Harbour syndrome|floating-harbour syndrome|Y
E6-associated protein|CD2 associated protein|N
matrix assisted laser desorption/ionisation time-of-flight mass spectrometric|matrix assisted laser desorption ionization time of flight mass spectrometric|Y
interleukin-15 receptor alpha chain|interleukin 12 receptor β2 chain|N
lipotropic hormone|luteotropic hormone|N
a disintegrin and metalloprotease 19|a disintegrin and metalloproteinase-10|N
temperature programmed desorption-mass spectrometry|temperature-programed desorption-mass spectrometry|Y
bone marrow-derived macrophage|bone-marrow-derived macrophage|Y
Fluids, Electrolytes, Nutrition|fluids, electrolytes, and nutrition|Y
G protein α i2-subunit|G-protein α i3 subunit|N
a disintegrin and metalloprotease-29|A disintegrin and metalloproteinase 21|N
lymph node 1|lymphnode|N
human adenovirus serotype 34|human adenovirus serotype 26|N
GIP receptor|IFN receptor|N
American Society of Anaesthesiology Class III|American Society of Anaesthesiology grade 3|Y
dendritic cell induced|dendritic cell-induced|Y
cytotoxic T lymphocyte-associated molecule-4|cytotoxic T lymphocyte-associated antigen 4|Y
retinoic acid receptor-related orphan receptor gamma t|retinoic-acid-receptor-related orphan receptor gamma-t|Y
peroxisome-proliferator-activated receptor-γ coactivator-1α|peroxisome-proliferator-activated receptor-γ co-activator 1 α|Y
3β-hydroxy steroid-dehydrogenase deficiency|3 beta-hydroxysteroid-dehydrogenase deficiency|Y
ras-related GTP-binding protein 27A|ras-related GTP-binding protein 33B|N
outer membrane protein B|outer membrane protein complex|N
A disintegrin and metalloprotease-19|a disintegrin and metalloproteinase 6|N
Shiga-like toxin|Shiga-like toxin I|N
metabotropic glutamate receptor 1|group 1 metabotropic glutamate receptor|Y
anti-TCR αβ monoclonal antibody|anti-IL-5 monoclonal antibody|N
galactorrhoea amenorrhoea hyperprolactinæmia syndrome|galactorrhœa-amenorrhoea hyperprolactinaemia syndrome|Y
porcelain-fused-to-metal crown|porcelain fused to metal crown|Y
tumour necrosis factor receptor-associated factor-2|tumour necrosis factor receptor associated factor 2|Y
human leucocyte antigen DQ2|human leucocyte antigen DR|N
src homology 2 domain-containing protein tyrosine phosphatase|Src homology-2 domain-containing protein tyrosine phosphatase|Y
equine infectious anemia|equine infectious anemia virus|Y
interleukine-15 receptor alpha chain|interleukin-2 receptor γ-chain|N
human transforming growth factor-beta 2|transforming growth factor-beta 1|N
peptidase|peptidase D|N
human T cell-associated serine proteinase|mouse T cell associated serine proteinase 1|N
human monoclonal antibody|anti-MIF monoclonal antibody|N
peroxisome-proliferator-activated receptor gamma coactivator 1alpha|peroxisome proliferator-activated receptor-γ co-activator 1α|Y
counterimmuno-electrophoresis|countercurrent electrophoresis|N
matrix-assisted laser desorption ionization time-of-flight mass spectrometric|matrix-assisted laser desorption/ionization time-of-flight|N
serine palmitoyl transferase|serine palmitoyltransferase 2|N
ras-related GTP-binding protein 8B|ras-related GTP-binding protein 18|N
TBP-associated factor-15|TBP associated factor-11|N
δ-aminolevulinic acid|δ aminolaevulinic acid|Y
lymphoid protein tyrosine phosphatase|receptor protein tyrosine phosphatase σ|N
Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Y
human transforming growth factor beta 2|Transforming growth factor-beta|N
T-cell receptor α/β|pre-T-cell receptor α|N
a disintegrin-like and metalloprotease with thrombospondin type 1 motif 13 deficiency|a disintegrin and metalloprotease with thrombospondin motif-13|N
Charcot-Marie-Tooth type 4B|Charcot-Marie-Tooth 1B|N
surface-enhanced laser desorption ionisation time-of-flight mass spectrometry|surface-enhanced laser desorption/ionization time-of-flight mass spectrometry|Y
myristoyl-lysophosphatidylcholine|palmitoyl-oleoyl phosphatidylcholine|N
nicotine adenine dinucleotide|nicotinamide adenine dinucleotide dependent|N
American Society of Anesthesiology status 1|American Society of Anesthesiology physical status III|N
American Society of Anesthesiology Class II|American Society of Anesthesiology status 4|N
IL7R α chain|IL-13R α1 chain|N
calcium binding protein 3|S100 calcium binding protein A1|N
interleukin 11 receptor α-chain|interleukine 7 receptor α chain|N
ferredoxin:NADP(H) reductase|ferredoxin:NADP+ oxidoreductase|N
small conductance calcium activated potassium channel|large-conductance calcium-activated potassium channel|N
toxin|toxin b|N
CO2 concentrations|peak concentrations|N
American Society of Anesthesiology Grade 4|American Society of Anesthesiology class I|N
microtubule-associated proteins|microtubule-associated protein-2d|N
Brainstem auditory evoked potentials|Brainstem auditory evoked responses|Y
glucose-electrolyte solution|polyelectrolyte solution|N
American Society of Anaesthesiologists class|American Society of Anesthesiology class 4|N
transducin beta-like protein-1|transducin beta-like protein 2|N
Newly Independent States|new independent states|Y
N-formyl peptide receptor|formylpeptide receptor 1|N
American Society of Anesthesiologists status V|American Society of Anesthesiology status 3|N
cyclic adenosine 3' 5'-monophosphate|adenosine 3'5'-monophosphate|N
Krüppel-like factor-6|Krüppel-like factor 13|N
American Society of Anaesthesiology class V|American Society of Anesthesiologists grade 1|N
fluorodeoxyglucose positron emission tomographic scan|fluorine-18 fluorodeoxyglucose positron emission tomography|N
digital imaging and communications in medicine viewer|Digital Imaging and Communications in Medicine radiotherapy|N
hypothalamic-pituitary adrenal|hypothalamic-pituitary-interrenal|N
γ-hexachloro-cyclohexane|gamma-Hexachlorocyclohexane|Y
occult bacterial infection|acute bacterial infection|N
magnesium adenosine diphosphate|manganese adenosine triphosphate|N
anti-TCR-α/β monoclonal antibody|anti-IL-18 monoclonal antibody|N
receptor protein tyrosine phosphatase γ|receptor-like protein tyrosine phosphatase-κ|N
recombinant gamma interferon|recombinant human interferon α|N
peroxisome-proliferator-activated receptor γ coactivator-1α|peroxisome proliferator activated receptor γ coactivator-1|N
giant magnetoresistance|magnetoresistance|N
interleukine 13 receptor α2-chain|interleukine-3 receptor alpha|N
noniron deficiency anemia|iron deficiency anemia|N
anti-IL-4 monoclonal antibody|anti-IL2 monoclonal antibody|N
cluster of differentiation antigen 70|cluster of differentiation antigen 64|N
human adenovirus D|human adenovirus 33|N
nuclear factor erythroid-2-related factor 2|nuclear factor-erythroid 2-related factor 2|Y
peroxisome proliferator-activated receptor-γ 2|peroxisome proliferator-activated receptor-γ co-activator 1α|N
Sry-box containing gene-9|SRY-box containing gene 9a1|N
peroxisome proliferator activated receptor gamma co-activator 1|peroxisome proliferator-activated receptor gamma 2|N
inspiratory reserve|inspiratory pressure|N
poly-dimethylsiloxane|poly-(dimethylsiloxane)|Y
autoinducer-2|autoinducer 2|Y
endoscopic retrograde cholangiopancreaticography|endoscopic retrograde cholangio pancreatography|Y
9-beta-D-arabinofuranosyladenine|9-beta-D-Arabinofuranosylguanine|N
interleukine-4 receptor α chain|interleukin-2 receptor γ-chain|N
Wingless-type MMTV integration site family member 2|wingless-type MMTV integration site family member 9a|N
A disintegrin and metalloprotease 17|A disintegrin and metalloproteinase-33|N
C-C chemokine ligand-17|CXC chemokine ligand 8|N
gamma-aminobutyric acid-B|gammaaminobutyric acid|N
human transforming growth factor beta 3|recombinant human transforming growth factor beta 3|N
rapid viral response|sustained viral response|N
beta sialoglycoprotein|sialoglyco-protein|N
maximum mid-expiratory flow|maximum midexpiratory flow rate|Y
macrophagecolony stimulating factor|Granulocyte-macrophage colony stimulating factor|N
human adenovirus serotype 12|human adenovirus type 22|N
receptor protein-tyrosine phosphatase-ζ|receptor protein-tyrosine phosphatase-γ|N
corticotrophin releasing hormone receptor 1|corticotropin releasing hormone type 1 receptor|Y
peroxisome-proliferator-activated receptor-gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ co-activator-1α|Y
glutathione S-transferase P1|glutathione S-transferase Mu|N
interleukin 1 receptor 1|interleukin-12 receptor β2|N
interleukin 12 receptor β 2 chain|interleukin 3 receptor α-chain|N
tissue-bound angiotensin converting enzyme|serum angiotensin-converting enzyme|N
protein tyrosine phosphatase N22|receptor protein tyrosine phosphatase η|N
American Society of Anaesthesiologists Status 2|American Society of Anaesthesiologists Grade|N
a disintegrin and metalloprotease 9|a disintegrin and metalloprotease-23|N
a disintegrin and metalloprotease 13|a disintegrin and metalloproteinase 11|N
receptor mediated endocytosis|clathrin mediated endocytosis|N
growth retardation|fetal growth retardation|N
macrophage inflammatory protein-related protein-1|macrophage inflammatory protein 1α protein|N
adrenergic receptor|adrenergic receptor α-2C|N
American Society of Anaesthesiologists physical status II|American Society of Anaesthesiology status V|N
insulin-like growth factor II binding|Insulin-like growth factor binding protein|N
stromal-derived factor 1 alpha|stromal-derived factor 1|N
American Society of Anesthesiology Class III|American Society of Anaesthesiology status I|N
DNA polymerase III|DNA polymerase α-1|N
interphase fluorescence in situ hybridization|multiplex-fluorescence in situ hybridisation|N
peroxisome proliferator-activated receptor-gamma co-activator-1alpha|peroxisome-proliferator-activated receptor-γ coactivator 1 α|Y
angiotensin-converting-enzyme inhibitor|angiotensin converting enzyme inhibitors|Y
American Society of Anesthesiologists Grade 4|American Society of Anesthesiology Grade III|N
T cell antigen receptor-cluster of differentiation 3 complex|T cell antigen receptor-associated cluster of differentiation 3 complex|Y
anti-granulocyte macrophage colony stimulating factor antibody|granulocyte macrophage-colony stimulating factor level|N
TATA-binding protein-associated factor-3|TATA-binding protein associated factor-2|N
cytidine triphosphatase|cytidine 5'-diphosphate|N
American Society of Anaesthesiology|American Society of Anaesthesiologists status III|N
microtubule-associated protein-5|microtubule associated protein 2|N
p-chloromercuribenzenesulphonate|p-chloromercuric benzoate|N
human transforming growth factor-beta1|transforming growth factor beta4|N
American Society of Anaesthesiology status 4|American Society of Anesthesiology physical status 4|Y
ras-related GTP-binding protein 27B|ras-related GTP-binding protein 34|N
American Society of Anesthesiologists Status 3|American Society of Anaesthesiologists Status I|N
receptor-like protein-tyrosine phosphatase η|receptor protein tyrosine phosphatase σ|N
ERβ knock-out mouse|ER-α knock out mouse|N
human transforming growth factor β 3|transforming growth factor-β(1)|N
peroxisome proliferator activated receptor γ coactivator-1|peroxisome proliferator-activated receptor-γ co-activator-1 α|N
soluble cluster of differentiation antigen 23|cluster of differentiation antigen 50|N
beta-adrenergic receptor mRNA-binding protein|β-adrenergic receptor mRNA-binding protein|Y
anti-interleukin-12 antibody|anti-interleukin-7 antibody|N
American Society of Anesthesiologists Grade IV|American Society of Anaesthesiologists Class 1|N
cocaethylene|norcocaethylene|N
A disintegrin and metalloproteinase 29|A disintegrin and metalloproteinase-33|N
oro-faciodigital syndrome|oro-facio-digital syndrome type I|N
recombinant murine interleukin 3|recombinant interleukin 15|N
interleukin 12 receptor beta1|interleukin 7 receptor|N
Staphylococcus pyogenes|Streptococcus pyogenes|N
mammalian ste20-like kinase 3|mammalian sterile 20-like kinase 3|Y
interleukine 5 receptor α|interleukin 2 receptor-α|N
protein kinase C βII|protein kinase C theta|N
C-C chemokine ligand 2|CC chemokine ligand|N
cluster of differentiation antigen 6|cluster of differentiation antigen 83|N
electron-probe x-ray microanalyzer|electron-probe X-ray microanalysis|Y
transforming growth factor-beta 1 level|transforming growth factor-beta-1 level|Y
fat thickness|thickness|N
recombinant platelet-derived growth factor BB|platelet-derived growth factor A|N
cluster of differentiation 40|cluster of differentiation 11|N
non-aqueous reversed phase high-performance liquid chromatography|non-aqueous reversed-phase liquid chromatography|N
crosspolarization/magic angle spinning nuclear magnetic resonance spectroscopy|crosspolarisation magic angle spinning nuclear magnetic resonance spectroscopy|N
light-harvesting chlorophyll a/b protein-II|light-harvesting chlorophyll a/b-binding protein-I|N
6th thoracic vertebra|4th thoracic vertebra|N
American Society of Anaesthesiology grade I|American Society of Anesthesiologists grade III|N
5-hydroxytryptamine-1A|5-hydroxytryptamine(1A)|Y
voltage-operated channel|store-operated channels|N
interleukine-13 receptor α1|interleukine-15 receptor α subunit|N
bombesin-like immunoreactivity|enkephalin-like immunoreactivity|N
anti-interleukin-6 receptor monoclonal antibody|antiinterleukin 5 monoclonal antibody|N
A disintegrin and metalloproteinase 10|a disintegrin and metalloprotease 33|N
peroxisome proliferator activated receptor γ coactivator-1|peroxisome proliferator-activated receptor gamma1|N
transcription factor IIA|transcription factor σ B|N
hypo-gammaglobulinæmia|hypo-gammaglobulinemia|Y
antiIL-6 receptor monoclonal antibody|anti-toll-like receptor 3 monoclonal antibody|N
extracellular signal-regulated kinases|extracellular signal-regulated kinase1/2|N
inhibitory guanine nucleotide-binding protein|heterotrimeric guanine nucleotide binding protein|N
anti-T cell receptor alphabeta antibody|anti-T-cell receptor α β antibody|Y
insulin-like growth factor-I-treated|insulin-like growth factor I protein|N
TATA-binding protein-associated factor-8|TATA-binding protein associated factor 11|N
apparent diffusion coefficient value|apparent diffusion coefficient of water|N
A disintegrin and metalloprotease-28|a disintegrin and metalloprotease-6|N
factor VII|factor VII-c|N
group A Streptococcus|group C Streptococcus|N
cross-polarization/magic angle spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic-angle-spinning nuclear magnetic resonance spectroscopy|Y
beta-amyloid precursor protein-cleaving enzyme 2|beta site amyloid precursor protein-cleaving enzyme-1|N
a disintegrin and metalloprotease with thrombospondin motifs-2|a disintegrin and metalloprotease with thrombospondin motif-17|N
IL-11 receptor α chain|IL-13 receptor alpha2 chain|N
corticotrophin releasing factor|corticotropin releasing factor-1 receptor|N
neural-precursor cell-expressed, developmentally downregulated 8|neural precursor cell-expressed developmentally downregulated 4|N
American Society of Anesthesiology Class 3|American Society of Anesthesiologists Status 3|Y
augmented correlation consistent polarised valence triple zeta basis set|augmented correlation consistent polarised valence double ζ basis set|N
sex-determining region Y gene|sex determining region Y box 5|N
bovine herpesvirus type 2|bovine herpesvirus 4|N
glucose transporter protein|glucose transporter|Y
urocanic acid|uronic acid|N
oestrogen receptor α knockout|estrogen receptor-β knockout|N
bone morphogenetic protein receptor 1A|bone morphogenetic protein receptor type 1|N
human leukocyte antigen DR-1|human leucocyte antigen DR5|N
receptor-like protein tyrosine phosphatase-mu|receptor protein tyrosine phosphatase κ|N
hemoglobin Masuda|hemoglobin Matera|N
matrix metalloproteinase 2|matrix metalloprotease 7|
high mobility group protein|high mobility group box 1|N
common toxicity criteria grade|Common Toxicity Criteria grade|Y
peroxisome proliferator-activated receptor gamma|peroxisome-proliferator-activated receptor α agonist|N
Thiobarbituric acid-reactive material|thiobarbituric acid reactive material|Y
American Society of Anesthesiology Grade III|American Society of Anesthesiology Class V|N
pulses per second|cycles per second|N
technetium-99m labelled|technetium 99m-labeled|Y
medullary carcinoma thyroid|papillary carcinoma thyroid|N
acyltransferase|acetyltransferase|N
keratin associated protein|death associated protein 5|N
arginine tolerance test|insulin tolerance test|N
aortic smooth muscle cell|arterial smooth muscle cell|N
inhibitory κ B kinase-β|inhibitory-κB kinase-β|Y
β-amyloid precursor protein|amyloid beta precursor protein|Y
nascent polypeptide-associated complex|nascent-polypeptide associated complex|Y
integral membrane protein|Outer membrane protein I|N
Palo Alto Veterans' Affairs Medical Center|Veterans Affairs Medical Center|N
anti-tubular basement membrane disease|antitubular basement membrane|N
American Society of Anaesthesiology Grade 4|American Society of Anaesthesiologists Class 3|N
recombination-activating gene-2|recombination activating gene 2|Y
microtubule associated protein|microtubule associated protein 5|N
A disintegrin and metalloprotease 12s|A disintegrin and metalloprotease 9|N
n acetyltransferase|histone acetyltransferase|N
microtubule-associated protein-1 light-chain 3|microtubule-associated protein-1B-P|N
adisintegrin and metalloprotease|A disintegrin and metalloproteinase-22|N
American Society of Anaesthesiologists grade III|American Society of Anaesthesiologists score|N
a disintegrin and metalloprotease-10|A disintegrin and metalloprotease 29|N
human trabecular meshwork|trabecular meshwork|Y
peroxisome proliferator-activated receptor-γ co-activator 1 α|peroxisome proliferator-activated receptor gamma-1|N
broncho-alveolar lavage|bronchoalveolar lavage fluid|N
insulin-like growth factor receptor|insulinlike growth factor receptor 2|N
